playerid,source_player_name
1831,Alex Nedeljkovic
1833,Brett Pesce
1834,Derek Ryan
1836,Jaccob Slavin
1845,Oliver Bjorkstrand
1852,Vladislav Gavrikov
1856,Joonas Korpisalo
1862,Elvis Merzlikins
1863,Sonny Milano
1877,TJ Tynan
1879,Zach Werenski
1893,Garnet Hathaway
1895,Mark Jankowski
44215,Maddux Martin
1899,Andrew Mangiapane
1919,Nick Schmaltz
1921,Ryan Shea
1928,Matt Tomkins
1939,J.T. Compher
1942,A.J. Greer
1946,Spencer Martin
1962,Joseph Cecconi
1964,Jason Dickinson
1971,Mattias Janmark
1977,Esa Lindell
1997,Andreas Athanasiou
1999,Tyler Bertuzzi
2011,Nick Jensen
2013,Dylan Larkin
2014,Anthony Mantha
2022,Tomas Nosek
2027,Robbie Russo
2048,William Lagesson
2070,Josh Brown
2087,Sam Montembeault
2097,MacKenzie Weegar
51339,Branko Vukas
43347,Eduard Bondar
13673,Sam Morton
44219,Riley Ashe
44236,Ryan Grout
44242,Ethan Simcoe
44271,Kayd Ruedig
44272,Ashton Brown
44359,Savin Virk
44365,Carsten Kayter
44418,Max Heise
44431,Nolan Stevenson
44493,Ryley Budd
44494,William James
44495,Hudson Kibblewhite
44496,Fraser Leonard
44498,Samuel Charko
44500,Brayden Holberton
44501,Antonio Martorana
44502,Kazden Mathies
44504,Caleb Potter
44505,Matthew Gard
44506,Wyatt Pisarczyk
2102,Michael Amadio
2112,Matt Roy
44508,Josh Banini
2131,Joel Eriksson Ek
2141,Kaapo Kahkonen
2142,Kirill Kaprizov
2151,Gustav Olofsson
2154,Mike Reilly
2156,Nick Seeler
2158,Carson Soucy
2166,Mackenzie Blackwood
2170,Blake Coleman
2181,Alexander Kerfoot
2192,Steven Santini
2198,Scott Wedgewood
2200,Miles Wood
2205,Alexandre Carrier
2215,Justin Kirkland
2227,Thomas Novak
2229,Anthony Richard
2231,Juuse Saros
2234,Colton Sissons
2239,Karel Vejmelka
2240,Jimmy Vesey
2241,Austin Watson
2244,Kyle Burroughs
2259,Ross Johnston
2266,Adam Pelech
2268,Ryan Pulock
2274,Ilya Sorokin
2276,Devon Toews
2280,Carter Verhaeghe
2284,Parker Wotherspoon
2289,Pavel Buchnevich
2294,Ryan Graves
2297,Igor Shesterkin
2298,Brady Skjei
2306,Nicolas Aube-Kubel
2315,Ivan Fedotov
2316,Mark Friedman
2318,Robert Hagg
2329,Philippe Myers
2336,Travis Sanheim
2345,Colin Blackwell
2354,Dylan DeMelo
2367,Kevin Labanc
2387,Ivan Barbashev
2395,Vince Dunn
2396,Joel Edmundson
2398,Robby Fabbri
2399,Ville Husso
2404,Niko Mikkola
2407,Colton Parayko
2421,Jake Walman
2430,Tony DeAngelo
2435,Yanni Gourde
2450,Brayden Point
2475,Adam Gaudette
2480,Ben Hutton
2485,Joseph Labate
2486,Jared McCann
2499,Mason Appleton
2504,Eric Comrie
2505,Kyle Connor
2523,Josh Morrissey
2531,Jack Roslovic
2535,Brandon Halverson
2536,Magnus Hellberg
2670,Matt Kiersted
2695,Charlie Lindgren
2696,Brandon Tanev
2699,Connor Ingram
2716,Alex Lyon
44509,Jackson Gillespie
44510,Nathan Kam
48536,Carson Harmer
36464,Matthew Virgilio
36470,Caden Kelly
36484,Marcus Kearsey
36485,Alexis Michaud
36486,Lucas Romeo
36489,Thomas Desruisseaux
36490,Angelo Fullerton
36492,Tomas Lavoie
36493,William Shields
36494,Reece Peitzsche
635,Radko Gudas
43498,Jayden Veney
51392,Shayne Gould
2717,Matthew Tkachuk
2718,Joey Anderson
2721,Auston Matthews
2727,Ryan Lindgren
30949,Aiden Oiring
43962,Tyler Wood
51487,Colin Welke
2736,Rasmus Asplund
2737,Carl Grundstrom
2740,Patrik Laine
2742,Cam Dineen
2744,Clayton Keller
2745,Jesse Puljujarvi
2746,Jakob Chychrun
51526,Nikita Fedotov
2754,Brett Howden
51630,Drew Nelson
51635,Patrick Tolan
51666,Jack Solomon
51958,Trevor Theuer
51959,Aaron Sachs
51968,Jack Sullivan
51979,Travis Poliski
51987,Jack Kultgen
51989,Tanner Morgan
44587,Mathis Preston
44623,Mykolas Skadauskas
44745,Jacob Kvasnicka
44751,Andrew O'Neill
44760,Jace McFaul
44879,Sam Elliott
44931,Harrison Boettiger
45108,Tyrone Sobry
45109,Dawson Gerwing
45272,Vít Záhejský
45370,Daniel Pekař
45399,Jordan Martin
14371,Ian Mitchell
14499,Eric Robinson
14531,Jack McBain
45421,Kash Andresen
45422,Brody Rotar
45780,Leonardo Domenichelli
14598,Ryan O'Rourke
14603,Cole Perfetti
14611,Isaak Phillips
14646,Jesperi Kotkaniemi
14675,Kevin Lankinen
14780,Joel Kiviranta
14898,Shane Pinto
14929,Alex Turcotte
14954,Ilya Solovyov
45784,Gavin Lesiuk
2756,Kieffer Bellows
2758,Beck Malenstyn
2760,Joseph Woll
2761,Riley Tufte
2764,Trent Frederic
2768,Andrew Peeke
2769,Tyson Jost
2771,Joshua Mahura
2777,Logan Stanley
2778,Givani Smith
2783,Jordan Kyrou
2785,Keaton Middleton
2786,Riley Stillman
2791,Noah Gregor
2793,Dennis Cholowski
2802,Filip Gustavsson
2803,Jesper Bratt
2807,Nathan Bastian
2813,Alexander Nylander
2815,Filip Hronek
2820,Troy Stecher
2827,Drake Caggiula
2835,David Rittich
2845,Fredrik Karlström
2847,Brandon Duhaime
2852,Ross Colton
2859,Joona Koppanen
2868,Brandon Hagel
2875,Tanner Laczynski
2898,Vincent Desharnais
2902,Dylan Gambrell
2916,Nathan Clurman
2936,Michael Carcone
2951,Mikhail Sergachev
2957,Brett Murray
2981,Michael Pezzetta
2989,Justin Holl
2990,Jani Hakanpaa
3009,Kurtis MacDermid
3021,Frederick Gaudreau
3022,Adrian Kempe
3027,Dryden Hunt
4552,Rodrigo Abols
4901,Evgenii Dadonov
5636,Andrei Kuzmenko
5765,Ilya Lyubushkin
5885,Ilya Mikheyev
7041,Artem Zub
7058,Samuel Laberge
7064,Jalen Chatfield
7110,Justin Brazeau
7111,Dylan Coghlan
7127,Tanner Jeannot
7137,Trevor Moore
7164,Alex Barre-Boulet
7183,Tye Felhaber
7210,Jacob Middleton
7217,Darren Raddysh
7360,Casey DeSmith
7363,Mason Marchment
7520,Ryan Lomberg
7540,Kevin Rooney
7588,Brendan Gaunce
7678,Andrew Poturalski
7779,Kevin Stenlund
7821,Martin Necas
7824,Jakub Skarek
7827,Ales Stezka
7831,Dan Vladar
7836,Jakub Zboril
7966,Miro Heiskanen
7969,Henri Jokiharju
52068,Chris Baird-Gajos
15007,Justus Annunen
15070,Sheldon Rempal
45843,Parker Rondeau
45851,Easton LaPlante
45866,Caelan Joudrey
45939,Matej Mikes
46001,Liam Ruck
62482,Carson Clukies
46018,Hudson Perry
46036,Markus Ruck
46037,Brayden Smith
46076,Brandon Gorzynski
46131,Brayden Klimpke
46347,Jack Kachkowski
46348,Lukas Lima
46356,Diego Johnson
46361,Gavin Garland
46364,Nathan Brown
46426,Connor Bear
46428,Clarke Schaefer
46442,Brandon Osborne
46443,Grayson Malinoski
46444,Carson Carels
15077,Kaapo Kakko
46445,Brek Liske
46512,Sawyer Dingman
46579,Caine Wilke
46589,Joe Iginla
46674,Daniel Morozov
46691,Matyas Ubl
46730,Parker Snell
46770,Grady Pichette
47017,Taylor Tabashniuk
47057,Dayce Derkatch
47108,Brady Turko
47119,Eric Tu
47227,Rio Suzuki
47442,Jakub Vanecek
47523,Jakub Seidl
47567,Kade Duell
47571,Brennen Hocher
47583,Brett Wilson
47591,Otto Hanson
47605,Kale Dach
47698,Poul Andersen
47700,Jack Toogood
47701,Kainoah Brankovich
47757,Justin Perreault
47758,Cage Smith
47759,Tommy Lafreniere
47814,Finn Bagley
47822,Jake Missura
47845,Brittan Alstead
47848,Jordan Switzer
7992,Eeli Tolvanen
7994,Urho Vaakanainen
8011,Rasmus Dahlin
8029,Felix Sandstrom
8139,Nico Hischier
8145,Philipp Kurashev
8173,Mathew Barzal
8174,Jake Bean
8176,Guillaume Brisebois
8177,Thomas Chabot
8179,Anthony Cirelli
8183,Pierre-Luc Dubois
8184,Dante Fabbro
8185,Julien Gauthier
8190,Mathieu Joseph
8199,Taylor Raddysh
8203,Sam Steel
8299,Ilya Samsonov
8303,Yakov Trenin
8317,Erik Cernak
8319,Martin Fehervary
8354,Jack Ahcan
8357,Brock Boeser
8362,Alex Debrincat
8365,Adam Fox
8367,Jordan Greenway
8369,Caleb Jones
17224,Matthew Knies
17229,Declan Carlile
17234,Aidan Thompson
17238,Dominic James
17284,Mike Kesselring
17323,Alexandre Texier
17775,Louis Crevier
17893,Jet Greaves
17912,Alex Laferriere
17924,Yan Kuznetsov
8370,Max Jones
8376,John Marino
8378,Charlie McAvoy
8379,Jake Oettinger
8384,Troy Terry
8385,Tage Thompson
8389,Kailer Yamamoto
8414,Jonas Rondbjerg
8436,Isac Lundeström
8932,Olivier Rodrigue
8976,Pierre-Olivier Joseph
8985,Benoit-Olivier Groulx
8990,Raphaël Lavoie
9011,Drake Batherson
9025,Kevin Mandolese
9028,Rafaël Harvey-Pinard
9041,Jeremy Lauzon
9051,Joe Veleno
17925,Victor Mancini
17927,Cole McWard
17945,Jack Williams
17949,Max Sasson
17957,Dylan Guenther
18001,Jakob Pelletier
18021,Nick Robertson
18023,Dylan Cozens
18030,Samuel Poulin
18043,Adam Wilsby
36495,Owen Phillips
36498,Adam Fortier-Gendron
36500,Gabe Smith
37284,Isaiah Parent
37538,Mikus Vecvanags
37670,Carl-Otto Magnusson
37955,Lincoln Waugh
38138,Christophe Berthelot
38372,Ross Campbell
38432,Eliot L'Italien
55392,Mason Minor
55400,Keegan Davis
55414,Brooks Cullen
55415,Owen Nelson
55425,Ryland Randle
55664,Sebastian Vitali
55666,Joey Fankhanel
55674,Sammy Smith
55677,Sullivan Miller
55681,Charlie Emmons
9055,Matthew Highmore
9060,Cédric Paré
9064,Bokondji Imama
9079,Mathieu Olivier
9091,Simon Benoit
9095,Samuel Girard
9139,Zack MacEwen
9221,Jason Polin
9231,Marc McLaughlin
9237,Scott Perunovich
9257,Brady Tkachuk
9261,Josh Norris
9265,Graham Slaggert
9269,Skyler Brind'Amour
9273,Patrick Giles
9276,Oliver Wahlstrom
9281,Joel Farabee
9284,Quinn Hughes
9293,Spencer Stastney
9294,Mattias Samuelsson
9295,Ty Emberson
9296,K'Andre Miller
9297,Will MacKinnon
9304,Adam Scheel
9349,Brian Halonen
9362,Mario Ferraro
16136,Quinton Byfield
16274,Jacob Moverare
16286,Lucas Raymond
16299,Jacob Gaucher
16325,Jeffrey Truchon-Viel
16354,Talyn Boyko
16366,Hendrix Lapierre
16381,Alexander Nikishin
16463,Noel Gunler
16480,Tyrel Bauer
16483,Jared Davidson
18125,Nico Sturm
9383,Ethen Frank
9391,Cayden Primeau
9404,Alex Steeves
9431,Jonah Gadjovich
9436,Nick Suzuki
9440,Sean Durzi
9450,Liam Foudy
9453,Robert Thomas
9462,Evan Bouchard
9463,Nicolas Mattinen
9480,Shane Bowers
9482,Jack Drury
9495,Mikey Anderson
9547,Casey Mittelstadt
9548,Josh Dunne
9556,Connor Mackey
9783,Ben Meyers
9784,Blake Lizotte
9795,Matthew Murray
9825,Oscar Dansk
9841,Timothy Liljegren
9920,Erik Brännström
9977,Trey Fix-Wolansky
9984,Logan Thompson
9995,Cole Reinhardt
10021,Cale Fleury
10028,Noah Philp
10042,Calen Addison
10060,Stuart Skinner
10082,Mark Kastelic
10103,Jake Christiansen
10110,Connor Dewar
10116,Dylan Ferguson
10118,Kole Lind
10124,Nolan Foote
10148,Cody Glass
10166,Brayden Pachal
10178,Parker Kelly
10192,Alexander Alexeyev
10258,Jaret Anderson-Dolan
10265,Ty Smith
10317,Bowen Byram
10345,Michael Rasmussen
10354,Morgan Geekie
10355,Brett Leason
10366,Gabriel Vilardi
10367,Owen Tippett
10371,Juuso Valimaki
10375,Conor Timmins
10376,Nicolas Hague
10377,Morgan Frost
10378,Michael DiPietro
10394,Ty Dellandrea
10397,Tyler Tucker
10475,Jason Robertson
10513,Ryan McLeod
10514,Ben Jones
10520,Akil Thomas
10556,Kyle MacLean
10561,Jack Studnicka
10587,Kevin Bahl
10600,Declan Chisholm
10615,Hayden Hodgson
10632,Ryan McGregor
10649,Barrett Hayton
10650,Matthew Villalta
10685,Wyatt Aamodt
10696,Jaxson Stauber
10707,Mitchell Chaffee
10724,Walker Duehr
10765,Andrei Svechnikov
10773,Marc Del Gaizo
10786,Mathias Emilio Pettersen
10816,Jack St. Ivany
47877,Matthew Williams
47915,Brayden Ryan-MacKay
47916,Logan Edmonstone
47942,David Byrne
47944,Nathan Gray
47988,Beckett Hamilton
48079,Jaxen Gauchier
48181,Ty Bonkowski
48269,Giorgos Pantelas
48270,Daxon Yerex
48271,Kaden Allan
48272,Wyatt Danyleyko
48278,Nate Yellowaga
48285,Zach Olsen
48348,Joshua Toll
48352,Caden Campion
48361,Peyton Shore
48363,Steven Steranka
48417,Marek Sklenicka
48423,Jiri Kamas
48521,Alisher Sarkenov
48541,Cole Slobodian
48590,JP Hurlbert
48599,Landon Amrhein
48601,Noah Davidson
48602,Jimmy Egan
48618,Xavier Wendt
48622,Shaeffer Gordon-Carroll
48623,Odin Vauhkonen
48883,Matyas Man
49290,Matias Vanhanen
49291,Tomas Racz
18795,Alex Jefferies
48608,Sam Wathier
39730,Kody Dupuis
10819,Jeremy Swayman
10829,Curtis Hall
10872,Ryan Poehling
10878,Jimmy Schuldt
10910,Neal Pionk
10916,Alex Iafallo
10926,Colton Poolman
10939,Kiefer Sherwood
10943,Carson Meyer
10945,Grant Hutton
10979,Logan O'Connor
11045,Nick DeSimone
11185,Zachary Aston-Reese
11244,Noah Cates
11250,Nick Leivermann
11259,Michael Callahan
11457,Peyton Krebs
11467,Adam Ginning
11494,Lucas Carlsson
11503,Jesper Boqvist
11580,Dominik Shine
11581,Luke Kunin
11722,Fabian Zetterlund
11891,David Gustafsson
11900,Oskar Bäck
11908,Vinni Lettieri
12078,Emil Bemström
12093,Arvid Söderblom
12100,Filip Engaras
12124,Oscar Eklind
12127,Alexander Georgiyev
12128,Filip Chytil
12132,Elias Pettersson
12137,David Kampf
12138,Jan Rutta
12170,Klim Kostin
12171,Sean Walker
12232,Samuel Ersson
12236,Olle Lycksell
12258,Mike Hardman
12277,John Farinacci
60058,Shea Rollason
57664,Rocco Pelosi
12308,Ben Kraws
16155,Vladislav Kolyachonok
16156,Luke Evangelista
16157,Antonio Stranges
57666,Hudson Salvador
49310,Kade Stengrim
49313,Carter Casey
49913,Louis Wehmann
50294,Yaroslav Bryzgalov
50296,Aiden Grossklaus
50449,AJ Reyelts
50452,Bobby Williams
50479,Jaxson Pawlenchuk
50480,Tai Riley
50481,Caden Cail
50482,Kolby Gapter
50483,Burke Hood
50484,Torretto Marrelli
50485,Brett Olson
16162,Logan Morrison
50486,Tyus Sparks
50487,Reed Brown
50488,Griffin Darby
50489,Carter Esler
50490,William Degagne
50491,Nolan Paquette
50492,Riley Thorpe
50493,Nigel Boehm
50494,Dylan Ronald
50499,Josh Lee
50501,Kai Anderson
50503,Cameron Norrie
50504,Dayton Deschamps
50505,Cohen Klassen
50508,Riley Boychuk
50509,Benett Kelly
50510,Ty Meunier
50511,Daxon Rudolph
50512,Cohen Harris
50513,Jonah Sivertson
50514,Harry Mattern
16169,Tyson Foerster
16180,Jayden Struble
50515,Ossie McIntyre
50517,Kohen Lodge
12297,Parker Ford
12299,Martin Pospisil
12300,Cole Koepke
12310,Paul Cotter
12336,Graeme Clarke
12348,Cole Schwindt
12353,Thomas Harley
12358,Rasmus Sandin
12389,Ryan Suzuki
12403,Tag Bertuzzi
12405,Alexey Toropchenko
12408,Nico Daws
12411,Arthur Kaliyev
12413,Connor McMichael
12426,Philip Tomasino
12445,John Parker-Jones
12489,Noah Dobson
12498,Nathan Légaré
12507,Samuel Bolduc
12513,Noah Laaouan
12548,Dawson Mercer
12567,Justin Barron
12569,Xavier Parent
12603,Pierrick Dubé
12606,Alexis Lafrenière
12677,Sam Malinski
12715,Matt Kessel
12756,Marshall Rifai
12758,Nick Perbix
12768,Jack Hughes
12772,Sean Farrell
12774,Matt Boldy
12776,John Beecher
12777,Trevor Zegras
12778,Cole Caufield
12779,Cam York
12780,Henry Thrun
12782,Alex Vlasic
12784,Domenick Fensore
12786,Drew Helleson
12789,Spencer Knight
12807,Matej Blumel
12812,Jack Malone
12819,Zach Metsa
12826,Braden Schneider
12831,Ben McCartney
12834,Jackson van De Leest
12844,Matthew Robertson
12858,Connor Zary
12864,Kaedan Korczak
12884,Henry Rybinski
12887,Cole Clayton
12897,John Ludvig
12918,Reese Johnson
12932,Kirby Dach
12948,Joel Hofer
12962,Daemon Hunt
12980,Ridly Greig
13008,Jack Quinn
13080,Gage Goncalves
13102,Clay Stevenson
13150,Angus Crookshank
13226,Jack Finley
13246,Owen Sillinger
13252,Taylor Ward
13297,Akira Schmid
13343,Ukko-Pekka Luukkonen
13360,Dylan Samberg
13361,Eetu Luostarinen
13363,Jere Innala
13374,Yegor Sharangovich
13375,Jan Jenik
13380,Juha Jääskä
13381,Nikita Tolopilo
13387,Rasmus Kupari
13440,Cale Makar
13468,Adam Boqvist
13586,Kent Johnson
13653,Alex Newhook
13673,Sam Morton
13758,Dylan Holloway
13772,Jacob Bernard-Docker
13776,Nick Blankenburg
13819,Linus Karlsson
13840,Jonatan Berggren
13853,Daniil Miromanov
13864,Nils Lundkvist
13871,Arshdeep Bains
13875,Trent Miner
13891,Justin Danforth
13990,Justin Sourdif
13992,Victor Östman
14082,Grigori Denisenko
14086,Nikolai Kovalenko
14097,Daniil Misyul
14241,Zach Whitecloud
14268,Bobby Brink
14273,Jordan Harris
14276,Dylan Garand
14294,Mikey Eyssimont
14302,Cameron Crotty
14341,Hunter Shepard
14371,Ian Mitchell
14373,Jacob Bryson
14388,Mason Jobst
14499,Eric Robinson
14531,Jack McBain
14598,Ryan O'Rourke
14603,Cole Perfetti
14611,Isaak Phillips
14646,Jesperi Kotkaniemi
14675,Kevin Lankinen
14780,Joel Kiviranta
14822,Jack Rathbone
14898,Shane Pinto
14913,Zac Jones
14929,Alex Turcotte
30804,Eriks Mateiko
30927,Jan Sprynar
30930,Pavel Simek
30947,Alexandre Guy
30968,Xavier Daigle
31073,Evan Courtois
31127,Kyle Hagen
31186,Luke Patterson
31271,Alex Mercier
31289,Louis-Félix Charrois
31376,Anton Topilnyckyj
31395,Harry Clements
31425,Xavier Farrah
31453,Joshua Fleming
31553,Juraj Pekarčík
31807,Skogen Schrott
31845,Roope Rajala
32358,Charles-Antoine Beauregard
32371,Alexis Jacques
32404,Shawn Pearson
32595,Ty Higgins
32615,Thomas Verdon
32643,Thomas Paquet
32711,Axel Dufresne
32713,Samuel Rousseau
32729,Jack Martin
32748,Jack Flanagan
32772,Theo Lemieux
32773,Benjamin Brunelle
32781,Mathys Fernandez
32794,Ryan Hackett
32847,Connor Macey
32861,Jérémie Dumas-Larouche
32878,Jack Milner
32933,Félix Hamel
32969,Maxime Côté
32970,Lyam Jacques
33014,Mathis Pilon
33056,Natan Grenier
33057,Loic Usereau
33058,Mikael Cloutier
33094,Cory MacGillivray
33140,Samuel Fiala
33164,Mikko Leppa
33219,Samuel Kupec
33250,Alexis Cournoyer
33284,Jiri Klima
33286,Lukas Kral
33296,Ales Zielinski
33354,Samuel Vachon
33355,Nathan Lévesque
33369,Peteris Bulans
33376,Linards Feldbergs
33392,Matyas Melovsky
33410,Cédric Massé
33444,Jesse Carrière
33448,Thomas Hébert
33451,Olivier Théberge
33565,Samuel St-Hilaire
34984,Antoine Dorion
35153,Max Jardine
35475,Simon Mullen
35694,Adam Cavallin
35719,Andrew Brown
35860,Julius Sumpf
36078,Matvei Gridin
36089,Olivier Beaulieu
36220,Zach Pelletier
36221,Eliot Ogonowski
36225,Mathis Langevin
36226,Félix Lacerte
36251,Jeremy Leroux
36252,Maxim Massé
36256,Pier-Etienne Cloutier
36260,Vincent Murray
36262,Bill Zonnon
36263,Éli Baillargeon
36264,Brett Yuzik
36265,Nathan Brisson
36269,Éloi Bourdeau
36272,Jean-Félix Lapointe
35451,Hugo Marcil
36273,Gabriel D'Aigle
36274,Samuel Kingsley
36275,Mathieu St-Onge
36276,Cédric Cyr-Dauphinais
36278,Maxime Lafond
36318,Eliott Simard
36320,Spencer Gill
36321,Quinn Kennedy
36322,Anthony Paré
36323,Julien Lanthier
36324,Olivier Lemieux
36325,Justin Poirier
36328,Lewis Gendron
36330,Olivier Dubois
36332,Lukas Landry
36344,Jacob Beaulieu
36345,Nicolas Bilodeau
36347,Cole Burbidge
36348,Vince Élie
36349,Nate Tivey
36350,Alexandre Lallier
36351,Blake Pilgrim-Edwards
36353,Alexis Bernier
36475,Kyle Morey
36484,Marcus Kearsey
36485,Alexis Michaud
36486,Lucas Romeo
36489,Thomas Desruisseaux
36490,Angelo Fullerton
36491,Olivier Houde
36492,Tomas Lavoie
36493,William Shields
36494,Reece Peitzsche
36495,Owen Phillips
36496,Jake Todd
36498,Adam Fortier-Gendron
36500,Gabe Smith
36501,Jacob Steinman
37025,Loke Johansson
37263,Noah Reinhart
37265,Jeremie Richard
37284,Isaiah Parent
37356,Sidney Deslauriers
37538,Mikus Vecvanags
37955,Lincoln Waugh
38137,Lyam Leblanc
38138,Christophe Berthelot
38197,Oliver Samson
38372,Ross Campbell
38432,Eliot L'Italien
38434,Étienne Desjardins
38446,Jonah Leard
38475,Louis-Charles Plourde
38476,Vincent Desjardins
38624,Olivier Filaj
38657,Justin Carbonneau
38665,Reid Calder
38673,Chad Bellemare
38772,Jakub Milota
38914,Evan Dépatie
39404,Patrick Murphy
39663,Noah Larochelle
39730,Kody Dupuis
39754,Riley Sampson
39755,Eric Halliday
39772,Donald Hickey
39982,David Bosson
39983,Basile Sansonnens
39984,Jordan Forget
40081,Emanuelson Charbonneau
40255,Mavrick Brunet
40256,Félix Plamondon
40261,Mattias Gilbert
40269,Matt Gosselin
40291,Anthony Clutchey
40347,Ben Cross
40718,Guillaume Fillion
40782,Nolan Ling
40786,Renaud Poulin
40896,Callum Aucoin
41059,Robin Svancara
41119,Justin Robinson
41201,Émile Beaunoyer
41202,Samuel Beauchemin
41421,Luc-Antoine Labbé
41499,Antoine Fontaine
41588,Lucas Veilleux
41619,Maxime-Olivier Drolet
41620,Ethan Dickson
41674,Zachary Deleau
42158,Justin Lemay
42297,Andreas Straka
42349,Alexis Lemire
42562,Carlos Händel
42588,Martin Haronik
42719,Raoul Boilard
42720,Jules Boilard
43347,Eduard Bondar
43391,Christian Maro
14954,Ilya Solovyov
43457,Charles Beland
43544,Rudy Guimond
43693,Zach Morin
43962,Tyler Wood
44017,Anthony Flanagan
44018,Owen Conrad
44019,Matthew Butler
44020,Cade Moser
44021,Lou Lévesque
44022,Liam Kilfoil
44024,Dominic MacKenzie
44025,Eddy Doyle
44026,Caleb Desnoyers
44027,Keegan Warren
44028,Shawn Carrier
44029,Émile Ricard
44030,William Dumont
44031,Yan Gaudreau
44032,Vincent Tremblay
44033,Mavrick Rousseau-Hamel
44034,Justin Dumais
44035,Egan Beveridge
44036,Matthew Eric
44037,Benjamin Amyot
44038,Matthew MacLean
44039,Jan Golicic
44040,Noah Laberge
44043,Ty Peddigrew
44044,Louis-François Bélanger
44045,Félix Ouellet
44046,William Labranche
44048,Jacob Kaine
44049,Lucas Fortin
44050,Thomas Gagnon
44051,Nathaniel Harvey
44052,Mathys Dubé
44054,Dominic Pilote
44055,Tyson Goguen
44056,Xavier Villeneuve
44057,Mateo Nobert
44058,Zachary Wheeler
44059,Vincent Gladu
44060,Alexandre Carbonneau
44061,Louis-Alex Tremblay
44062,Mavrick Lachance
44064,Coen Miller
44065,Alexis Doucet
44066,William Arsenault
44077,Jabez Seymour
44080,Olivier Lampron
44081,Kirill Evstigneev
44082,Émile Guité
44083,Jonathan Prud'homme
44084,Colby Train
44085,Raphaël Précourt
44086,Nathan Lecompte
44087,Alex Huang
44274,Owen Bresson
44382,Jonathan Lanza
44396,Samuel Boisvert
44401,Connor Haynes
44452,Philippe Veilleux
44453,Alix Durocher
44454,Cole Chandler
44455,Leyton Stewart
44458,Benjamin Lelièvre
44459,Xavier Lebel
44461,Louis-Antoine Denault
44472,Kyle Powers
44490,Samuel Fréchette
44515,Evan Bellamy
44573,Noah McKinnon
44574,Jacob Lachance
44575,Derik Brouillard
44584,Justin Blais
44805,Lane Sim
44806,Dennis Lominac
44826,Nathan Plouffe
44898,Alexis Mathieu
44948,Brogan McNeil
44995,Kian Hodgins
45063,Jack Greenwell
45123,Charles Desmet
45124,Will Reynolds
45229,Eric Young
45246,Dawson Sharkey
45312,Nathan Leek
45344,Thomas Belzil
45351,Kingsley Austin
45364,Nathan Langlois
45393,Bo Damphousse
45667,Cooper Cormier
45669,Olivier Metcalfe
45745,William Lacelle
45862,Olivier Groulx
45909,Gabriel Séguin
45914,Jordan Labelle
46013,Brandon Lavoie
46081,Max Lapointe
46089,Ryan Dwyer
46090,Darien Reynolds
46095,Kamyl Chemrouk
46096,Charles-Eric Tremblay
46107,Maddox Labre
46124,Benjamin Benoit-Rioux
46129,Samuel Quimper
46301,Mathias Loiselle
46316,Julien Wasmer
46336,Remi Gelinas
46342,Éliott Guénette
46343,Connor Sturgeon
46345,Jameson George
46369,Mathieu Taillefer
46424,Mickael Chapdelaine
46496,Peter Valent
46500,Jérémy Belleau
46506,Dylan Krayer
46523,Loic Mburanumwe
46524,Mathias Bourque
46525,Hemrick Carbonneau
46670,Emile Dubois
46675,Jacob Brochu
46676,Raphaël Messier
46677,Nathan Quinn
46684,Zackary Plamondon
46697,Easton Schlender
46699,Alexis Fortin
46712,Florian Schenk
46714,Elia Pedrotti
46723,Logan Biser
46726,Alexandre Desmarais
46745,Raphaël Laviolette
46746,Alonso Gosselin
46747,Mathias Hernandez
46755,Olivier Duhamel
46766,Sydney Gagnon
46790,Logan Roop
46791,Lucas Beckman
47019,Lucas LeBlanc
47074,Will Murphy
47213,Mathieu Plante
47472,Lars Steiner
47522,Philippe Boucher
47540,Maxime Lambert
47708,Noah Preston Moore
47769,Ludovik Grenier
47836,Victor Régis
47876,Jack Hayne
48250,James Roberts
48265,David-Alexandre Coulombe
48266,Nathan Wright
48283,Samuel Meloche
48287,Simon Binkley
48482,Harijs Cjunskis
48522,Korney Korneyev
48531,Zachary Paulhus
48610,William Bent
49059,Brant Romaniuk
50383,Carson Griffin
50384,Romain Litalien
50385,Aiden McCullough
50386,Rory Pilling
50388,Alexis Toussaint
50389,Logan Quinn
50390,Biagio Jr Daniele
50391,Léo Gauthier
50393,Caylen Blake
50394,Justin Breton
50396,Daniel Walters
50398,Amelio Santini
50405,Patrick McNab
50408,Alec Nasreddine
50409,Spencer Caines
50410,Brayden Stumpf
50411,Mathis Valente
50412,Nikita Voyaga
50413,Rowan Walsh
50414,Samuel Carreiras
50415,Alexis Poirier
50416,Tristan Venne
50417,William Vézina
50418,Simon-Xavier Cyr
50419,Jacob De Ladurantaye
50420,Maxim Dubé
50421,Charles Pigeon
50422,Caleb Shuker
50424,Maddox Thisdelle
50425,Chad Lygitsakos
50426,Charles-Antoine Adam
50427,Florent Houle
50428,Thomas Rousseau
50429,Antoine Boudreau
50430,Hugo Dufour
50431,Étienne Dupéré
50432,Owen Ronson
50433,Yoan Tassé
50434,Teo Toubans Besnier
50435,Jackson Batchilder
50436,Aiden Diamond
50437,Isaiah Shantz
50438,William Yared
50439,Cruz Scanzano
50440,Dylan Rozzi
50441,Elliot Dubé
50442,Julien Bonnet
50454,Brennan O'Donnell
50455,Jayden Plouffe
50456,Filip Simovic
50457,Christian White
50458,Gabriel Courchesne
