playerid,source_player_name
2022,Tomas Nosek
2048,William Lagesson
636,Victor Hedman
2070,Josh Brown
2102,Michael Amadio
2112,Matt Roy
2131,Joel Eriksson Ek
2141,Kaapo Kahkonen
2142,Kirill Kaprizov
641,Andrei Vasilevskiy
642,Tyler Johnson
644,Nikita Kucherov
645,Alex Killorn
651,Aleksander Barkov
652,Nick Bjugstad
664,Jonathan Huberdeau
669,Erik Gudbranson
670,Dmitry Kulikov
2486,Jared McCann
2490,Ashton Sautner
2499,Mason Appleton
2504,Eric Comrie
2505,Kyle Connor
2523,Josh Morrissey
2531,Jack Roslovic
2535,Brandon Halverson
43693,Zach Morin
43914,Arseny Radkov
44017,Anthony Flanagan
44018,Owen Conrad
44021,Lou Lévesque
44022,Liam Kilfoil
44026,Caleb Desnoyers
44028,Shawn Carrier
44029,Émile Ricard
44030,William Dumont
44031,Yan Gaudreau
50389,Logan Quinn
50393,Caylen Blake
50396,Daniel Walters
671,Alexander Petrovic
52063,Ryan Fletcher
673,Aaron Ekblad
33223,Tomas Pobezal
678,Anton Forsberg
679,Jack Johnson
688,Nick Foligno
692,Sergei Bobrovsky
695,Cam Atkinson
49911,Mason Stenger
50216,Jack Hextall
50231,Paul Bloomer
50232,Jack Hamilton
37983,Liam Spencer
37984,Kashawn Aitcheson
37988,Darels Uljanskis
41201,Émile Beaunoyer
50234,Dylan Nolan
50235,Rhys Wallin
50239,Luke Garry
50289,Kash Crawford
50292,Jet Kwajah
62951,Jordan Tran
62954,Cole Brindley
63683,Devon Keller
63700,Jackson Mahley
42719,Raoul Boilard
63791,Kage Flory
43243,Ivan Ryabkin
44033,Mavrick Rousseau-Hamel
44035,Egan Beveridge
44039,Jan Golicic
44040,Noah Laberge
44044,Louis-François Bélanger
44045,Félix Ouellet
44046,William Labranche
44052,Mathys Dubé
44054,Dominic Pilote
44055,Tyson Goguen
44056,Xavier Villeneuve
44057,Mateo Nobert
44059,Vincent Gladu
44060,Alexandre Carbonneau
44061,Louis-Alex Tremblay
44062,Mavrick Lachance
44065,Alexis Doucet
44077,Jabez Seymour
44080,Olivier Lampron
63904,Isaac Davis
63944,Hudson Ferrie
64454,Cameron Patrick
64611,Nathan Di Chiara
64633,Owen Kinsel
64686,Owen Kailher
44082,Émile Guité
44452,Philippe Veilleux
44453,Alix Durocher
1939,J.T. Compher
1941,Mason Geertsen
1942,A.J. Greer
696,Boone Jenner
698,Alexander Wennberg
699,David Savard
711,Adam Henrique
729,Mike Matheson
735,Alex Tuch
746,Thatcher Demko
756,Louis Domingue
1946,Spencer Martin
1964,Jason Dickinson
44454,Cole Chandler
44458,Benjamin Lelièvre
44459,Xavier Lebel
44461,Louis-Antoine Denault
44472,Kyle Powers
44515,Evan Bellamy
44535,Drew Hockley
44573,Noah McKinnon
44574,Jacob Lachance
44575,Derik Brouillard
44584,Justin Blais
1971,Mattias Janmark
2087,Sam Montembeault
2097,MacKenzie Weegar
64770,Eli Zucker
64819,Kade McLaughlin
65017,Miller Wenkus
770,Joel Hanley
786,Frank Vatrano
38651,Sean Doherty
38655,David Egorov
38658,Sam O'Reilly
38664,MacGregor Richmond
38774,Adam Jiricek
38778,Adam Benak
38916,Vann Williamson
46501,Andrew MacNiel
44019,Matthew Butler
45258,Christian Furuvik
45312,Nathan Leek
50398,Amelio Santini
50405,Patrick McNab
814,Teuvo Teravainen
2450,Brayden Point
2475,Adam Gaudette
2480,Ben Hutton
2716,Alex Lyon
2717,Matthew Tkachuk
2721,Auston Matthews
2727,Ryan Lindgren
31302,Jordan Keller
50408,Alec Nasreddine
50412,Nikita Voyaga
50413,Rowan Walsh
50417,William Vézina
50418,Simon-Xavier Cyr
50419,Jacob De Ladurantaye
45463,Chase Jette
45475,Henryk Lasky
45485,Luke Goukler
45664,Jake Stuart
45690,Christian Chouha
45691,Alex Pelletier
45697,Nick Romeo
45755,Erik Kald
52975,Devin Rustlie
53032,Rocco Olek
53104,George Lovell
53154,Joey Macrina
53161,Zachary Chehade
31871,Evan Gardner
31879,Will McIsaac
31989,Hunter Laing
32178,Luke Mistelbacher
42313,David Krcal
42320,Max Psenicka
42389,Elias Pul
2306,Nicolas Aube-Kubel
2315,Ivan Fedotov
2329,Philippe Myers
2336,Travis Sanheim
2345,Colin Blackwell
2354,Dylan DeMelo
2367,Kevin Labanc
2421,Jake Walman
2430,Tony DeAngelo
2433,Adam Erne
2435,Yanni Gourde
53253,Nathan Bienstock
53266,Reese Lantz
53272,Kevin Perreault
53339,Avery Laliberte
53452,Elliot Gulley
53457,Samuel Hrenak
53459,Adam Obusek
53492,Xavier Lieb
53493,Zach Spagnuolo
54224,Nash Roed
54233,Rian Marquardt
54241,Leo Gabriel
54243,Casey Vandertop
54251,Brent Solomon
54297,Wyatt Kuznik
2771,Joshua Mahura
2777,Logan Stanley
2778,Givani Smith
2782,Boris Katchouk
2783,Jordan Kyrou
2785,Keaton Middleton
54450,Brayden Hughes
818,Jacob Markstrom
44719,Joseph Cadorin
44761,Josh Brady
44778,Jack Brauti
44796,Daniel Chen
44898,Alexis Mathieu
44948,Brogan McNeil
45123,Charles Desmet
45124,Will Reynolds
45246,Dawson Sharkey
45344,Thomas Belzil
45351,Kingsley Austin
45364,Nathan Langlois
45392,Simon Cormier
45393,Bo Damphousse
45418,Ben Radley
45598,Teddy Mutryn
46107,Maddox Labre
46124,Benjamin Benoit-Rioux
46301,Mathias Loiselle
46316,Julien Wasmer
46343,Connor Sturgeon
46369,Mathieu Taillefer
46424,Mickael Chapdelaine
46500,Jérémy Belleau
46502,PJ Fagan II
46524,Mathias Bourque
46525,Hemrick Carbonneau
46663,Juraj Jonas Durco
46677,Nathan Quinn
46684,Zackary Plamondon
46699,Alexis Fortin
46722,Luca Nappiot
46726,Alexandre Desmarais
46746,Alonso Gosselin
46747,Mathias Hernandez
46766,Sydney Gagnon
46790,Logan Roop
47002,Eerik Wallenius
47074,Will Murphy
47213,Mathieu Plante
47467,Guus Van der Kaaij
47472,Lars Steiner
47522,Philippe Boucher
47540,Maxime Lambert
47708,Noah Preston Moore
47769,Ludovik Grenier
47836,Victor Régis
47914,Cohen Stoddard
48250,James Roberts
48266,Nathan Wright
48283,Samuel Meloche
48287,Simon Binkley
48299,Nolan Duskocy
48416,Jan Larys
48464,Filip Kovalcik
48483,Olivers Murnieks
48491,Martins Klaucans
48508,Patryk Zubek
48509,Liam Bursaw
48510,Sam Caulfield
48522,Korney Korneyev
48610,William Bent
48620,Spencer Thornborough
48632,Jacoby Weiner
49297,Maxim Schäfer
49311,Alexander Donovan
49312,Tommy Bleyl
49325,Elias Schneider
49556,Nikita Ovcharov
50384,Romain Litalien
50385,Aiden McCullough
50386,Rory Pilling
50388,Alexis Toussaint
50420,Maxim Dubé
50425,Chad Lygitsakos
50427,Florent Houle
50428,Thomas Rousseau
50704,Antoine St-Laurent
51335,Alexandre Raymond
51353,Brenden Espenell
51393,Emile-Alexandro Lemieux-Goupil
51590,Zakary Gagnon
2786,Riley Stillman
2791,Noah Gregor
2792,Carter Hart
2793,Dennis Cholowski
2802,Filip Gustavsson
51598,Gleb Semenov
51600,Samuel Rheault
51703,Rian Chudzinski
2803,Jesper Bratt
2806,Sean Day
51710,Everett Baldwin
51721,Alexei Vlasov
51976,Xavier Caron
52059,Cameron Chartrand
52065,Finn Moffett
52085,Antoine Proulx
52097,Hudson Bradley
52114,Antoine L'Italien
52115,Luca Scartozzi
52542,Dylan Laframboise
52568,Brandon Delarosbil
52879,Jude Herron
52880,Alexandre Taillefer
52896,Jacob Gomez
52930,Zachary Roussy
52961,Tristan Langlois
52974,Yegor Shilov
52998,Charles-Antoine Dubé
53149,Nathan St-Pierre
53150,Elliott Duguay
53158,Jacob Boucher
53262,Félix Langlois
53273,Sheldon Rioux
53293,Brayden Besner
53356,Adam Klaus
53402,Raphael Achermann
53408,Bastien Michaud
53418,Maxime Sauthier
53497,Cole MacLeod
53501,Nicholas Petrut
53530,Michel Myloserdnyy
53630,Xavier Sabourin
53632,Olivier Boutin
53633,Samuel Rochon
53636,Lynden Larsen
53653,Nicolas Gillham-Cirka
53657,Charles Laforest
53658,Anthony Dontigny
53660,Parker Stockseth
53670,Justin Chiras
53671,Jake Poirier
53672,Matthew Krayer
53676,Rafaël Cloutier
53808,Loïc Poirier
53809,Étienne Maheu
53871,Aiden Kirkwood
54036,Jacopo De Luca
54129,Dylan Allie
54130,Alex Dagenais
54145,Samuel Fontaine
54432,Noah Florent
54518,Jacob Hamel
54625,Giovanni Collin
54713,Niko El Khouri
54818,Jérémy Jarret
54952,Anthony Catanzariti
54953,Cohen Paquet
54960,Justin Giguère
54973,Rafaël Courchesne
55033,Luka Charbonneau
55121,Charles-Isaac Leroux
55201,Esteban Cinq-Mars
55418,Alex Massé
55419,Wassim Rabbath
55480,Félix Pronovost
56053,Luca Stasi
56054,Jacob Sass
56055,Louis-Félix Bourque
56056,Samuel Thibault
56057,Frédérik Brisebois
56083,Stefano Pietrantonio
56087,Jean-Simon Marcil
56118,Maxime Poirier
56368,Ilya Kolmakov
56732,Reinis Auzins
57398,Spencer Thompson
57420,Alexis Beaulieu
57531,Peter Legostaev
57582,Finn Barton
57589,Miller Kay
57676,Cameron Minella
58605,Giuliano Al Asmar
58646,William Leclerc
58676,Maxim Hamel
58708,Noa Desormeau
58713,Yoan Noiseux
58752,Mavrik Duhaime
58930,Kieran Litterick
59022,Carter Fogarty
59027,Justin Bouchard
59030,Charles-Albert Pouliot
59041,Jamal Napon
59226,Alain Bourdeau
59227,Deryk Lemaire
59228,Loik Gariépy
59229,Maxime Dodier
59230,Justin Brisebois
59232,Chase Anderson
59233,Max Dinneen
59234,Benjamin Girard
59235,Quinn Norman
59236,Matys St-Gelais
59237,Ben Veitch
10082,Mark Kastelic
59239,Vladislav Murzov
59240,Koby Francis
59722,Victor Morrissette-Richer
59723,Noah Survilas
59725,Marc MacPhee
59729,Aiden MacIsaac
59730,CJ Watroba
59731,Ethan Cox
59732,Lev Gaponov
59733,Louis-Etienne Halley
59734,Zakary Horvat-Édouard
59735,Nathan Nadeau
59736,Alex Levasseur
59764,Dominik Necak
59765,Grayden Robertson-Palmer
59778,Samuel Boyer
59779,Blake Burke
59780,Hugo Charron
59781,Noah Jettelson
59782,Samuel Rocca
59783,Connor Towle
59784,Vincent Croteau
59785,Oskar Drabczynski
59786,Alexis Joseph
59787,Paulo Gualberto Jr.
59789,Antoine Provencher
59795,Vincent Moreau
59796,Evan Sercerchi
59797,Logan Brennan
59798,Freddy Meyer
59799,Alex Desruisseaux
59800,Louis-Thomas Lapointe
59801,Thomas Charbonneau
59802,Cameron Haye
59812,Tobias Almstedt
59813,Liam Armit
59814,Declan Wotton
59815,Zack Arsenault
59816,Justin Beaulieu
59817,Maxwell Branton
59818,Oliver Czaja
59819,Dovydas Jukna
59820,Liam Lefebvre
59825,Malyk Côté
59831,Yoan Carrier
59834,Olivier St-Onge
59836,Gabriel Anctil
59839,Cooper Campbell
59841,Xavier Cormier
59842,Dylan Dumont
59843,Dayton Kitchener
60042,Josh Demers
60043,Emrick Nolette-Robidoux
60044,Zack Miller
60045,Derek Andrews
60145,Nathan Birch
60149,Samuel Huot
60196,Thomas Duhamel
60316,Thierry Demers
60500,Édouard Thériault
60815,Timothy Dubuc
60816,Andrew Waugh
60933,Frédéric Bergeron
60934,Benjamin Corso
61022,Luka Romaniak
61033,Guillaume Gleason
61735,Zachary Petit
61781,Nathan Marineau
61860,Éloi Bénard
61885,Anthony Blouin
62201,Mathys Fortin
62361,Jesse Satov
62391,Dax Robichaud
62446,Tyler Sullivan
62447,William Morgan
62449,Clément Landry
62460,Charles-Antoine Thériault
62463,Nate Ostridge
62513,Ludovic Fréchette
62514,Maxime Poirier
62589,Danny Buckley
62643,Derek Savard
62771,Shayle Simons
62772,Louis-Émile Dumais
62773,Nathan Ouellet
62774,Antoine Chidiac
62803,Justin Vigneault
62914,Charles-Étienne Boulet
62919,Jack Carter
62920,Alexis Bonin-Lallemand
62921,Aaron Chipp
62922,Alexandre Peterson
63034,Noah Levy
63094,Julien Nadeau
63361,Malik Bourque-Vigneault
63362,Charles Généreux
63387,Olivier Charron
63550,Dylan Caron
63631,Alexis Cloutier
63632,Colin Boulianne
63876,Jérémy Turcot
64282,Jesse Dunlap
64284,Ian Lovett
64437,Louis-Félix Guay
37729,Louis Jonerheim
50429,Antoine Boudreau
820,Andrew Copp
50430,Hugo Dufour
50431,Étienne Dupéré
827,Vincent Trocheck
829,Chris Wagner
860,Jack Campbell
861,Jamie Oleksiak
50432,Owen Ronson
3009,Kurtis MacDermid
3021,Frederick Gaudreau
50433,Yoan Tassé
50435,Jackson Batchilder
45807,Jackson Crowder
44249,Kaslo Ferner
44268,Cohen Massey
33230,Jan Chovan
42163,Lirim Amidovski
42239,Julian Brown
42300,Adam Nemec
64467,Jase MacPherson
64605,Jacob Labranche
64607,Cole Renaud
64645,Brody Molloy
64646,Joseph Poupart
64681,Lucas Martin
64686,Owen Kailher
64746,Jacob Seaman
64760,Mason Cook
865,Justin Dowling
880,Radek Faksa
882,Devin Shore
888,Jean-Gabriel Pageau
891,Chris Driedger
899,Kevin Gravel
901,Colin Miller
905,Jonny Brodzinski
915,Scott Sabourin
916,Nic Dowd
927,Vladislav Namestnikov
945,Shea Theodore
950,Ethan Bear
953,Keegan Kolesar
969,Lawson Crouse
989,Jansen Harkins
1019,Nikolaj Ehlers
1027,Timo Meier
1042,J.T. Miller
2898,Vincent Desharnais
1043,Ryan McDonagh
1049,Chris Kreider
1050,Cam Talbot
1055,Kevin Hayes
1061,Connor McDavid
1062,Ivan Provorov
1063,Jack Eichel
1065,Jonas Siegenthaler
1066,Roope Hintz
2916,Nathan Clurman
2989,Justin Holl
3022,Adrian Kempe
1070,Mikko Rantanen
1071,Brandon Carlo
1072,Sebastian Aho
1078,Pavel Zacha
1083,Dylan Strome
3027,Dryden Hunt
1086,Anthony Beauvillier
1087,Travis Konecny
1088,Daniel Sprong
4552,Rodrigo Abols
1089,Jake DeBrusk
1092,Oliver Kylington
1097,Rasmus Andersson
1098,Noah Juulsen
1110,Nicolas Roy
1116,Mitchell Stephens
1133,Nick Cousins
1134,Sean Couturier
1139,Claude Giroux
1140,Shayne Gostisbehere
1143,Scott Laughton
1152,Brayden Schenn
1153,Luke Schenn
4901,Evgenii Dadonov
5565,Vitali Kravtsov
5636,Andrei Kuzmenko
5765,Ilya Lyubushkin
5885,Ilya Mikheyev
7041,Artem Zub
7064,Jalen Chatfield
50438,William Yared
44534,Cullen Emery
44503,Vanek Popil
1171,Patrick Brown
1174,Justin Faulk
50440,Dylan Rozzi
7210,Jacob Middleton
50441,Elliot Dubé
50455,Jayden Plouffe
50459,Maddox Dagenais
50460,Ryan Howard
50462,Charlie Morrison
50463,Jayden Rousseau
50466,Anthony Gaudet
50467,Drew Allison
50468,Samuel Brunet
50471,Benjamin Cossette Ayotte
31098,Jack Dever
31188,Zackary Sandhu
51099,Brooks Rogowski
51100,Brady T. Smith
51101,Max Crete
51102,Nick Frasca
51103,Braidy Wassilyn
51104,Kohyn Eshkawkogan
51105,Parker Holmes
51106,Nikolas Rossetto
51107,Owen Cartwright
50436,Aiden Diamond
50472,Jacob Gouchie
64814,Dominic Schnarr
64828,Jordan Shaw
65260,Sam Pitcher
65285,Emrik Drolet
65286,Félix Vachon
7062,Lane Pederson
7092,Benjamin Gleason
1182,Elias Lindholm
1195,Jeff Skinner
1197,Jordan Staal
1204,Mark Pysyk
1205,Sam Reinhart
1206,Chad Ruhwedel
7110,Justin Brazeau
1209,Joel Armia
7111,Dylan Coghlan
7116,Matt Luff
7124,Cameron Hebig
7127,Tanner Jeannot
7137,Trevor Moore
7164,Alex Barre-Boulet
7217,Darren Raddysh
7330,Parker Milner
7360,Casey DeSmith
7363,Mason Marchment
1216,Jake McCabe
1224,Adam Larsson
1227,Jon Merrill
1230,Damon Severson
1247,Darnell Nurse
1248,Jordan Oesterle
1250,David Perron
1259,Andre Burakovsky
1260,John Carlson
1266,Philipp Grubauer
1268,Marcus Johansson
1273,Liam O'Brien
1276,Alex Ovechkin
1278,Nate Schmidt
1281,Tom Wilson
1284,Josh Anderson
1286,Viktor Arvidsson
1305,Stefan Noesen
1306,TJ Brodie
7520,Ryan Lomberg
7540,Kevin Rooney
7586,Alex Belzile
7588,Brendan Gaunce
7779,Kevin Stenlund
16261,Andre Lee
44737,Carter Amico
44742,Landon Hafele
44746,Garrett Lindberg
50476,Olivier Laverdière
50477,Mathéo Lepage
45808,Trey Jefferis
50543,Brady Flynn
50552,Maddex Marmulak
50588,Enzo Lottin
50601,Ryan Staples
50602,Zachary Hachey
50646,Kyan Labbé
50650,Zakary Savoie
50651,Jesse Allecia
50659,Jacob Wingfield
7831,Dan Vladar
7966,Miro Heiskanen
7969,Henri Jokiharju
7992,Eeli Tolvanen
7994,Urho Vaakanainen
8011,Rasmus Dahlin
8139,Nico Hischier
8145,Philipp Kurashev
8173,Mathew Barzal
50672,Brady Peddle
50679,Oleg Kulebyakin
29463,Braiden Clark
45809,Ryder Reynolds
45835,Sam Kappell
45836,Ryan Aaronson
45838,Teddy Richardson
45839,Niles Benson
45543,Brendan Rudolph
45544,Isaac Poll
45670,Cameron Kuzma
45702,Luke Powell
45708,Colton Gerrior
45724,Cruz Pavao
45725,Isa Guram
45726,Ryan Lin
45727,Chase Petersen
45776,Michal Orsulak
44225,Cole Cooksey
44403,Chase Hull
51110,Kent Greer
51112,Lucas Ambrosio
51113,Tyler Challenger
51129,Noah Read
51132,Parker Vaughan
51133,Luca Blonda
51134,Ethan Dean
51135,Henry Doucet
38197,Oliver Samson
50473,Benjamin Olivier
392,Darcy Kuemper
7821,Martin Necas
7824,Jakub Skarek
8174,Jake Bean
8177,Thomas Chabot
8179,Anthony Cirelli
8183,Pierre-Luc Dubois
8184,Dante Fabbro
8190,Mathieu Joseph
8199,Taylor Raddysh
8203,Sam Steel
8303,Yakov Trenin
1315,Sidney Crosby
44725,Carter Kostuch
51956,Reid Thomas
50699,Liam Arsenault
50701,Arno Delisle
46321,Jaxon Jacobson
46346,Owen Folstrom
50703,Charlie Benigno
45907,Holden Carter
50297,Gus Thorp
50299,Keaton Orrey
50302,Cody Sokol
54517,Ryan Whiterabbit
54533,Ryan Yurkiw
54746,Chase Trompeter
55063,Alexej Kubát
55260,Jackson Adams
55695,Jacob Solano
55700,Gustas Zemaitis
55732,Wade Weil
55765,Mason McElroy
55802,Thomas Corneillie
55828,Jack L'Esperance
55839,Nick Snyder
55840,Drew Roelofs
55844,Devin Shakar
55845,Matic Percic
55848,Adam Timm
55852,Jackson Lackas
55914,Owen King
55975,Rio Treharne
55979,Easton Cody
55987,Logan Hughes
56046,Marco Senerchia
56061,Will Kortan
56077,Connor Davis
56081,Finn De St. Hubert
56093,Darik Olson
56095,Nathan Chorlton
56340,Hudson Kowalchuk
56362,Luke Lalonde
56363,Dane Sorensen
56364,Cooper Soller
56686,Nils Sunde
56775,Cade Kozak
56813,Jackson Schneider
57039,Kane Barch
57057,Teddy Lechner
57064,Lincoln Ayers Assad
57132,Michael Tang
57529,Ryan Gerlich
57668,Carter Meyer
57671,Brayden Willis
57673,Sawyer Schmidt
57674,Jonathan Bloedow
57675,Easton Johnson
57677,Carson Scott
57679,Diego Gutierrez
57707,Jake Boguniecki
57708,Broden McArthur
57710,Caleb Deanovich
57711,Eli Winters
58826,Maddox Malmquist
58853,Lazarus Ebanoidze
58854,Jake Prunty
58856,Cade Strom
58858,Justin Thibault
58860,Myles Brosnan
58863,Daniil Butin
58872,Jack Fichthorn
58876,Jacob Ingstrup
58891,Pavel Martinu
58902,James Odyniec
58921,Luka Rohloff
58922,Devin Smith
58924,Jake Tavares
59087,Carter Ernst
59088,Jackson Fox
59089,Justin Graf
59090,Trevor O'Donohue
59091,Ethan Piercy
59092,Cade Sherman
59093,Lucas Siomos
1317,Phillip Danault
59094,Joseph Skidmore
59252,Ryan Franks
59253,Sean Miller
8317,Erik Cernak
8319,Martin Fehervary
8354,Jack Ahcan
8357,Brock Boeser
59254,Kyle O'Leary
59255,Alexander Svitov
59256,Brayden Thompson
1319,Jonathan Drouin
1320,Anthony Duclair
59273,Joc Bukovec
59274,Yegor Kim
59275,Nathaniel Poole
59396,Luke Gurkan
59397,Jackson Walsh
59659,Caz Carlson
59660,Jimmy Rieber
59703,Jakov Matijevic
59704,Ryan Poirier
59706,Graham Greeder
59710,Jack Torr
59714,Nathan Hauad
59715,Ryland Rooney
59716,Adam Israilov
59717,Thaddeus McMahon
59718,Logan Anderson
59719,Brody Berard
59720,Max Dessner
59958,Gairin Michalski
60317,Wyatt Jones
60318,Sebastian Haborak
60388,Todd Kilpela
60821,Cayden Jackman
60822,Noah Mannausau
60888,Charlie Mineman
61168,Andrew Mohesky
61197,Connor Schubert
61198,Loic Nasreddine
61256,Michael Bonkov
61363,Norman Greene
61364,Andrew Bely
61520,Stanislav Sanejstr
61530,Andrew Fox
61594,Joseph Erickson
61733,Joseph Covelluzzi
61736,Benton Nagle
61769,Charlie Durkin
61886,Trevor Shorter
62906,Tyler Rounds
62907,JD Frick
62908,Ilja Nikitins
64548,Sutton Verot
64549,Daniel Greenbaum
65065,Colin Yandle
65140,Nicklas Nelson
65141,Ethan Sturgis
65142,Tate Batchelor
65143,Camden Langfeld
65207,KJ Sauer
65266,Cole Sabourin
65344,Nathan Garski
65345,Caiden Pellegrino
65354,Matthew Koch
65355,Damen Baxter
65356,Ethan Sung
65359,TJ Hale
65360,Tyler Muchmore
65382,Carson Clukies
31775,Zach Moore
31836,Julius Miettinen
31839,Veeti Vaisanen
31843,Niilopekka Muhonen
31861,Nicholas Johnson
31983,Axel Hurtig
32936,Joey Rocha
32973,Brady Ness
32984,Joe Gramer
33012,Tristen Doyle
33063,Smyth Rebman
33091,Cosmo Wilson
33092,Bryce Pickford
33096,Carson Wetsch
33139,Marek Rocak
33251,Harrison Brunicke
33252,Hyde Davidson
33277,Maxmilian Curran
36339,Cameron Parr
36342,Ismail Abougouche
38777,Adam Titlbach
38873,Dustin Willhöft
38922,Gabriel Guilbault
38923,Noah Degenstein
39023,Parker Alcos
39024,Landon Hanson
39283,Carter Bear
39284,Julien Maze
39324,Carter Klippenstein
39409,Hudson Darby
39503,William Morin
39622,Presley Kerner
39665,Charlie Michaud
39668,Peyton Kettles
39669,Hayden Harsanyi
39672,Ryan Miller
39793,Jakob Oreskovic
39877,Hiroki Gojsic
39909,Jaxon Fuder
39935,Simon Lovsin
41644,Matt Paranych
41740,Cruz Chase
41741,Kyle McDonough
51122,Jacob Hartlin
51130,Alex Bernier
51131,Étienne Giroux
51149,Trent Gates
50338,Dallas Potter
50353,Kirby Perler
50354,Andrew Cowgill
50364,Joseph McGraw
50365,Dane Callaway
50367,Cole Bumgarner
42004,Ben Miller
42008,Lukas Kaplan
47445,Ben Reisnecker
47446,Ondrej Ruml
47755,Niko Krmpotic
47842,Nathan Gaymes
51200,Louis-Félix Gagnon
51204,Jayden Lazare
51217,Brayden Kaldenbach
51220,Robin Benoit
51255,Patrick Deniger
12606,Alexis Lafrenière
50303,Nick Knutson
50317,Mason Jenson
50336,Dayne Beuker
42048,Oli Chenier
42070,Ethan Bibeau
42130,Zane Saab
42131,Owen Schoettler
42151,Brock Souch
42152,Nathan Free
42165,Luke Cozens
42166,Max Sullivan
42167,Morgan Tastad
1321,Matt Dumba
1322,Brian Dumoulin
1330,Kevin Fiala
1331,Marc-Andre Fleury
1337,Erik Haula
1345,William Karlsson
1348,John Klingberg
1351,Brett Kulak
1352,Nikolay Kulemin
1358,Jonathan Marchessault
1375,Morgan Rielly
1376,Bryan Rust
1386,Mats Zuccarello
1391,Robert Bortuzzo
1393,Sam Carrick
1396,Kris Letang
1398,Olli Maatta
1400,Evgeni Malkin
1402,Scott Mayfield
1406,Dylan McIlrath
1410,Michael Sgarbossa
1422,Anthony Stolarz
1427,Jordan Binnington
1431,Pheonix Copley
1438,Connor Hellebuyck
1446,Jake Evans
12677,Sam Malinski
12682,Jiri Patera
12715,Matt Kessel
12756,Marshall Rifai
12758,Nick Perbix
12766,Judd Caulfield
12768,Jack Hughes
42168,Carsyn Dyck
42170,Kaleb Hartmann
1455,Artturi Lehkonen
1457,Michael McCarron
1470,Connor Brown
1472,Travis Dermott
1476,Pierre Engvall
1481,Zach Hyman
1485,Dakota Joshua
1486,Kasperi Kapanen
1493,Mitchell Marner
1497,William Nylander
1507,Dominic Toninato
1519,Joey Daccord
1524,Andreas Englund
1531,Marcus Hogberg
1551,Colin White
1560,Travis Boyd
1589,Chandler Stephenson
1591,Vitek Vanecek
1592,Jakub Vrana
1593,Nathan Walker
1603,Gustav Forsling
50605,Cooper Williams
44754,Patrick Quinlan
30218,Cal Uens
32643,Thomas Paquet
1605,Dennis Gilbert
1606,Erik Gustafsson
1608,John Hayden
1609,Vinnie Hinostroza
1622,Tyler Motte
1627,Artemi Panarin
1643,Teddy Blueger
1649,Jake Guentzel
1651,Tristan Jarry
1655,Sam Lafferty
32711,Axel Dufresne
50610,Brady Kudrick
50625,Luke Brierley
50642,Hayden Russell
50656,Ryder Shea
50660,Marko Bilic
50664,Drew Anastasio
50669,Nick Bogas
50674,Rudolfs Berzkalns
50675,Carter Sanderson
50676,Tynan Lawrence
50677,Nick Koering
50678,Barrett Dexheimer
50680,Charles Blanchard
50690,Anthony Bongo
50691,Hawke Huff
32713,Samuel Rousseau
32729,Jack Martin
32772,Theo Lemieux
32773,Benjamin Brunelle
32781,Mathys Fernandez
50696,Charlie Vig
50778,Cade De St. Hubert
50784,James Russell
51180,Nathan Larioza
51181,Bode Wise
51186,Cole Hutchinson
51208,Caleb Kim
32861,Jérémie Dumas-Larouche
32933,Félix Hamel
12811,Trevor Kuntar
12812,Jack Malone
12819,Zach Metsa
12824,Ivan Prosvetov
12826,Braden Schneider
12831,Ben McCartney
12844,Matthew Robertson
12858,Connor Zary
12864,Kaedan Korczak
12884,Henry Rybinski
12887,Cole Clayton
12916,Taylor Gauthier
12932,Kirby Dach
12948,Joel Hofer
13297,Akira Schmid
13343,Ukko-Pekka Luukkonen
13360,Dylan Samberg
13361,Eetu Luostarinen
13374,Yegor Sharangovich
13375,Jan Jenik
13381,Nikita Tolopilo
13414,Hugh Mcging
13440,Cale Makar
51211,Owen Smith
51216,Karson Young
42286,Matus Lisy
42561,Manuel Schams
42571,David Lewandowski
42886,Tristan Lee Juhl Petersen
43029,Asanali Sarkenov
43067,Ruslan Karimov
43201,Daniil I. Skvortsov
43221,Dmitry Yakutsenak
43443,Gavin Kor
12962,Daemon Hunt
12980,Ridly Greig
13008,Jack Quinn
13065,Anthony Vincent
13080,Gage Goncalves
13102,Clay Stevenson
13150,Angus Crookshank
13162,Jake Livingstone
13226,Jack Finley
1661,Matt Murray
1669,Conor Sheary
1671,Oskar Sundqvist
1675,Nick Paul
1689,Jaycob Megna
1691,Brandon Montour
1694,Marcus Pettersson
1704,Andy Welinski
1705,Michael Bunting
1706,Kyle Capobianco
13252,Taylor Ward
43684,Lukas Sawchyn
44209,Ryan Tamelin
1707,Connor Clifton
1709,Max Domi
1710,Christian Dvorak
1713,Christian Fischer
1714,Conor Garland
1716,Adin Hill
1731,Dakota Mermis
1742,Brendan Warren
1744,Noel Acciari
1746,Matt Benning
1753,Ryan Donato
1759,Matt Grzelcyk
1761,Danton Heinen
1765,Sean Kuraly
1779,William Borgen
1782,William Carrier
1790,Hudson Fasching
1794,Jonas Johansson
1804,Victor Olofsson
1805,Cal Petersen
1808,Evan Rodrigues
1812,Linus Ullmark
1816,Clark Bishop
1821,Phillip Di Giuseppe
1822,Haydn Fleury
1823,Warren Foegele
1825,Noah Hanifin
1829,Steven Lorentz
1830,Brock McGinn
