season,playerid,gameid,manpower,xg_on_a,xga,ga,sa,toi
20222023,2166.0,91124,EV,1.88377781584859,1.62368011113722,3,19,44.1611111111122
20222023,2166.0,91124,PP,0.0,0.0028689124155789,0,0,5.2911111111105
20222023,2166.0,91124,SH,0.686083577573299,0.423770546913146,1,6,5.513888888891
20222023,2792.0,91124,EV,3.56203022482805,3.65831060073105,1,32,46.6155555555567
20222023,2792.0,91124,PP,0.0,0.0,0,0,5.513888888891
20222023,2792.0,91124,SH,0.436588015407324,0.78136235079728,1,4,5.2911111111105
20222023,47.0,91125,EV,1.90370622754563,1.83792505486053,1,30,43.430555555556
20222023,47.0,91125,PP,0.276977181434631,0.310751080513,0,1,7.69833333333501
20222023,47.0,91125,SH,0.265123579185456,0.280772830010391,0,5,6.88944444444601
20222023,678.0,91125,EV,2.03074196004309,1.9209105844493,2,29,42.3522222222227
20222023,678.0,91125,PP,0.43398629501462,0.218701612611767,0,6,6.88944444444601
20222023,678.0,91125,SH,0.453686285763979,0.31167301395908,0,4,7.69833333333501
20222023,692.0,91126,EV,1.57184080174193,2.02006900042761,0,24,43.2649999999974
20222023,692.0,91126,PP,0.565523625002243,0.468637898156885,0,5,9.83555555555378
20222023,692.0,91126,SH,0.168200619518757,0.262897099368274,1,3,4.75944444444384
20222023,2274.0,91126,EV,1.87661883240798,1.74968087498564,2,22,42.074999999999
20222023,2274.0,91126,PP,0.186134982854128,0.30596436932683,0,2,4.75944444444384
20222023,2274.0,91126,SH,1.39961975067854,2.02498591458425,0,8,9.83555555555378
20222023,2695.0,91127,EV,1.77955466369167,1.72148514952278,2,29,42.6833333333359
20222023,2695.0,91127,PP,0.249095250619575,0.307474192348309,0,3,6.60833333333217
20222023,2695.0,91127,SH,1.33503724634647,0.803758586174808,1,8,5.22111111111067
20222023,8299.0,91127,EV,1.20660188002512,1.18617496266961,2,21,44.1911111111126
20222023,8299.0,91127,PP,0.0252340340521186,0.0098156435997225,0,2,5.22111111111067
20222023,8299.0,91127,SH,0.253087454009801,0.553524071583524,0,5,8.43111111111049
20222023,1331.0,91128,EV,2.1962724532932,2.01194648904493,6,26,42.9533333333443
20222023,1331.0,91128,PP,0.006366753950715,0.0021259877830743,0,1,5.65555555556282
20222023,1331.0,91128,SH,2.51445393264294,2.9775433910545,1,14,8.50000000000232
20222023,2297.0,91128,EV,2.49791148438817,2.45407395431539,2,22,43.1700000000115
20222023,2297.0,91128,PP,0.0265872918535021,0.0294216018810399,0,5,8.50000000000232
20222023,2297.0,91128,SH,2.35860968753695,1.8635454820469,1,15,5.65555555556282
20222023,2231.0,91129,EV,2.05152240814641,2.171932439378,2,21,43.4238888888914
20222023,2231.0,91129,PP,0.0,0.0,0,0,7.63444444444665
20222023,2231.0,91129,SH,2.37500688433647,1.77967031206936,2,13,5.66888888888999
20222023,8379.0,91129,EV,1.13411871274002,1.39158329716883,1,18,43.4238888888914
20222023,8379.0,91129,PP,0.0,0.0,0,0,5.66888888888999
20222023,8379.0,91129,SH,0.53657680330798,0.474076477636116,0,12,9.40444444444665
20222023,818.0,91130,EV,1.24383694882272,1.34506741451332,2,24,42.9655555555622
20222023,818.0,91130,PP,0.0,0.0,0,0,7.41388888888835
20222023,818.0,91130,SH,1.042918369174,1.08129984047264,1,6,7.37277777778166
20222023,5046.0,91130,EV,1.84088386542862,1.66747246793238,2,23,40.7705555555622
20222023,5046.0,91130,PP,0.224556874716654,0.350233594654128,1,4,7.37277777778166
20222023,5046.0,91130,SH,0.414474047720432,0.562219475512392,2,5,7.41388888888835
20222023,250.0,91131,EV,2.59102556039579,2.92166518501472,1,32,46.7000000000027
20222023,250.0,91131,PP,0.173181212914642,0.12521309487056,0,2,3.96388888888833
20222023,250.0,91131,SH,0.335869027301669,0.336060263565741,0,5,5.76555555555666
20222023,9984.0,91131,EV,1.19093232229352,1.2407739876071,0,22,48.303888888891
20222023,9984.0,91131,PP,0.0,0.0,0,0,5.76555555555666
20222023,9984.0,91131,SH,0.773959463462233,0.385808026883751,0,6,3.96388888888833
20222023,163.0,91132,EV,1.33476557472022,1.44808518770151,0,19,43.7966666666688
20222023,163.0,91132,PP,0.0024899777490645,0.025898215943016,0,1,7.77444444444684
20222023,163.0,91132,SH,0.441917775198817,0.551149239065125,1,5,6.35777777777817
20222023,164.0,91132,EV,1.0801882809028,1.25565499981167,2,19,43.3472222222238
20222023,164.0,91132,PP,0.092660367488861,0.104248024523258,0,1,4.82833333333316
20222023,164.0,91132,SH,1.1971303075552,1.39211451401934,1,6,7.77444444444684
20222023,641.0,91133,EV,1.32861475041136,1.19029512419365,2,20,48.895000000001
20222023,641.0,91133,PP,0.451699743047356,0.294879896566272,0,3,3.02666666666667
20222023,641.0,91133,SH,0.811958676204085,0.834830767940729,0,9,6.18444444444166
20222023,16865.0,91133,EV,3.48549985000863,3.6094213083852,4,45,48.895000000001
20222023,16865.0,91133,PP,0.0,0.0,0,0,6.18444444444166
20222023,16865.0,91133,SH,0.527813166379928,0.449807584285736,1,4,3.02666666666667
20222023,467.0,91134,EV,2.67528229218442,2.35205336278886,1,31,44.9799999999934
20222023,467.0,91134,PP,0.0679011866450309,0.0456014014780521,0,1,5.809999999999
20222023,467.0,91134,SH,1.71589884907007,1.06822519470006,0,8,5.82111111110884
20222023,2399.0,91134,EV,1.12946229911176,0.978375148202756,0,26,46.3777777777717
20222023,2399.0,91134,PP,0.0012224304955452,0.0016891941195353,0,1,5.82111111110884
20222023,2399.0,91134,SH,0.58701579645276,0.436971710762009,0,6,5.809999999999
20222023,121.0,91135,EV,2.50481822807342,2.84278711135266,2,29,50.9216666666719
20222023,121.0,91135,PP,0.0,0.0,0,0,2.7000000000005
20222023,121.0,91135,SH,0.469963148236275,0.414870058186352,1,4,3.56666666666667
20222023,1438.0,91135,EV,2.24645336624235,2.35693792189704,1,30,51.9077777777819
20222023,1438.0,91135,PP,0.0573502220213413,0.0292459595948457,0,1,3.56666666666667
20222023,1438.0,91135,SH,0.864722691476345,0.891836035996675,0,5,2.7000000000005
20222023,426.0,91136,EV,0.783031524333637,0.846964828524504,1,13,44.2000000000046
20222023,426.0,91136,PP,0.0017341475468128,0.001708269235678,0,1,4.7622222222195
20222023,426.0,91136,SH,0.656360505148768,0.40171819855459,0,5,8.69444444444167
20222023,615.0,91136,EV,1.58610023348592,1.86713600138318,2,26,43.0761111111146
20222023,615.0,91136,PP,0.165726861800067,0.125542425026651,0,3,8.69444444444167
20222023,615.0,91136,SH,0.158876128960401,0.631304624432232,0,4,4.7622222222195
20222023,2504.0,91137,EV,2.18827752070501,3.01654908352066,2,25,43.3838888889071
20222023,2504.0,91137,PP,0.0653570443391799,0.100944079458714,0,1,5.75166666667115
20222023,2504.0,91137,SH,1.55015639588237,1.90368232736364,2,12,8.46277777778165
20222023,12789.0,91137,EV,1.70875407065614,1.32128410140285,3,18,43.4966666666854
20222023,12789.0,91137,PP,0.0025000048335641,0.0029444738756865,0,1,8.46277777778165
20222023,12789.0,91137,SH,0.563883759081363,0.549307346343994,0,6,5.75166666667115
20222023,746.0,91138,EV,1.49720754654845,1.54835529648699,1,23,41.0549999999989
20222023,746.0,91138,PP,0.27695349638816,0.276576892123558,1,4,7.47166666666885
20222023,746.0,91138,SH,0.538454625755548,0.880820525810122,1,6,7.616666666667
20222023,2792.0,91138,EV,2.0349053296959,1.93123056989861,2,29,41.5516666666656
20222023,2792.0,91138,PP,0.0,0.0,0,0,7.616666666667
20222023,2792.0,91138,SH,0.69277523458004,0.788582236971705,0,4,9.35166666666884
20222023,2239.0,91139,EV,3.52498503457173,3.11079767163028,4,46,46.4416666666695
20222023,2239.0,91139,PP,0.108687557280064,0.0706952810287475,0,1,5.661666666665
20222023,2239.0,91139,SH,0.970264475792646,0.911869823001325,1,6,4.90111111111122
20222023,10819.0,91139,EV,1.54609355598222,1.36566815269179,1,19,46.881111111115
20222023,10819.0,91139,PP,0.236983895301819,0.281351864337921,1,2,4.90111111111122
20222023,10819.0,91139,SH,0.989803449250758,0.99432903737761,1,7,5.661666666665
20222023,1591.0,91140,EV,0.888350904919206,1.03803264838643,5,19,47.3672222222232
20222023,1591.0,91140,PP,0.0218600832158698,0.0102038834011181,0,2,4.35500000000333
20222023,1591.0,91140,SH,0.623636662960052,0.969116164371371,0,3,6.25166666666833
20222023,1831.0,91140,EV,2.38395078343456,2.34135007447912,2,30,46.9005555555565
20222023,1831.0,91140,PP,0.0013046259991824,0.0076139611192046,0,1,6.25166666666833
20222023,1831.0,91140,SH,0.486764427274465,0.235307146096602,0,6,4.35500000000333
20222023,392.0,91141,EV,0.981054625473916,0.95900621358305,1,23,48.9183333333232
20222023,392.0,91141,PP,0.0,0.0,0,0,3.2
20222023,392.0,91141,SH,0.484174057841301,0.338226982741616,0,5,5.770555555556
20222023,2087.0,91141,EV,1.31102219270542,1.72936299553839,2,20,47.3716666666566
20222023,2087.0,91141,PP,0.353585533797741,0.23337734490633,0,2,5.770555555556
20222023,2087.0,91141,SH,1.66590168699622,1.6333046015352,1,8,3.2
20222023,678.0,91142,EV,2.1050509409979,2.0620697090053,2,31,50.5722222222294
20222023,678.0,91142,PP,0.0075278826989233,0.0016202062834054,0,1,2.73166666666617
20222023,678.0,91142,SH,0.135098770260811,0.161865740315988,1,2,2.86666666666833
20222023,8299.0,91142,EV,2.65801278990693,2.86857623117976,1,26,52.168888888896
20222023,8299.0,91142,PP,0.0,0.0026277042925357,0,0,2.86666666666833
20222023,8299.0,91142,SH,0.195722598582506,0.39488763170084,1,3,2.73166666666617
20222023,468.0,91143,EV,2.57974618149456,2.46394114510622,3,33,45.3938888888852
20222023,468.0,91143,PP,0.0082615632563829,0.0034058301243931,0,1,6.1355555555555
20222023,468.0,91143,SH,1.05262338742614,1.44087797729298,2,9,5.93666666666667
20222023,1651.0,91143,EV,1.06388712499756,1.09720338694751,1,27,45.6988888888847
20222023,1651.0,91143,PP,0.0,0.0,0,0,5.93666666666667
20222023,1651.0,91143,SH,0.890712241642177,0.617702307645231,1,9,6.1355555555555
20222023,320.0,91144,EV,2.00884601846337,1.77121459849877,5,27,32.723333333327
20222023,320.0,91144,PP,0.0,0.0443558245897293,0,0,3.08444444444367
20222023,320.0,91144,SH,0.28071941062808,0.213805424049496,0,4,3.03166666666666
20222023,1422.0,91144,EV,0.390732232481241,0.273760832613333,2,10,12.7777777777816
20222023,1422.0,91144,PP,0.0,0.0,0,0,2.72722222222168
20222023,1422.0,91144,SH,0.166401293128729,0.560356581700034,0,3,3.93388888889165
20222023,2274.0,91144,EV,2.04093243950047,2.36680061218794,1,23,45.3927777777754
20222023,2274.0,91144,PP,0.0,0.0,0,0,6.96555555555832
20222023,2274.0,91144,SH,0.623709782958031,0.7261128264945,0,4,5.81166666666535
20222023,1427.0,91145,EV,1.65810679027345,2.14979627379216,2,28,51.5527777777751
20222023,1427.0,91145,PP,0.0,0.0,0,0,4.234444444441
20222023,1427.0,91145,SH,0.0,0.214612342882901,0,0,2.44666666666833
20222023,1862.0,91145,EV,2.31022531515919,2.00668320816476,4,32,51.5527777777751
20222023,1862.0,91145,PP,0.0,0.0,0,0,2.44666666666833
20222023,1862.0,91145,SH,1.92272634059191,1.66839910671115,1,9,4.234444444441
20222023,1331.0,91146,EV,0.781215858238283,0.65788735053502,3,10,14.3905555555557
20222023,1331.0,91146,SH,1.06543656624854,1.07720977859572,1,8,4.72055555555567
20222023,1805.0,91146,EV,2.10438493231777,2.09505625802558,3,28,42.0349999999973
20222023,1805.0,91146,PP,0.002836890053004,0.0021969464141875,0,1,8.34222222222233
20222023,1805.0,91146,SH,1.11833321303129,0.863524674903601,3,12,6.82666666666833
20222023,2802.0,91146,EV,0.750699888681992,0.664448885712771,2,18,26.2011111111083
20222023,2802.0,91146,PP,0.227489188313484,0.245107844471931,0,1,6.82666666666833
20222023,2802.0,91146,SH,0.748379401862621,0.514461831189692,1,4,3.62166666666667
20222023,2231.0,91147,EV,1.59386620379519,1.40247636032291,3,16,45.4900000000053
20222023,2231.0,91147,PP,0.207086861133575,0.259754717350006,1,2,5.60777777777816
20222023,2231.0,91147,SH,1.22247881442308,1.07263368368149,0,5,3.8583333333335
20222023,8379.0,91147,EV,1.39219968626276,1.59037100127898,0,24,48.3738888888936
20222023,8379.0,91147,PP,0.0,0.0,0,0,3.8583333333335
20222023,8379.0,91147,SH,0.43784961849451,0.508210159547161,1,5,5.60777777777816
20222023,163.0,91148,EV,2.44208144559525,2.33977215463528,3,20,33.9311111111122
20222023,163.0,91148,PP,0.0,0.0,0,0,1.9250000000005
20222023,163.0,91148,SH,0.521813668310642,0.336640075780451,2,5,3.13444444444433
20222023,1266.0,91148,EV,0.673903096467256,0.85601838491857,0,4,15.5572222222217
20222023,1266.0,91148,PP,0.0,0.0,0,0,1.32111111111167
20222023,1266.0,91148,SH,0.0,0.0,0,0,1.97611111111166
20222023,1716.0,91148,EV,1.99132284510415,1.50418759556487,1,33,49.4883333333339
20222023,1716.0,91148,PP,0.0,0.0,0,0,5.110555555556
20222023,1716.0,91148,SH,0.504056498408317,0.450628781691193,1,3,3.24611111111217
20222023,502.0,91149,EV,1.67366720805876,1.53632578009274,2,24,48.851111111111
20222023,502.0,91149,PP,0.0,0.067753292620182,0,0,3.91444444444433
20222023,502.0,91149,SH,0.54805602831766,0.37100620358251,0,6,5.70888888889
20222023,2141.0,91149,EV,1.7708490693476,1.33881949423812,3,25,48.851111111111
20222023,2141.0,91149,PP,0.745343096554279,0.633199460804462,2,5,5.36388888888999
20222023,2141.0,91149,SH,0.192560731433332,0.655586844775826,0,2,3.91444444444433
20222023,860.0,91150,EV,0.867752477061003,0.607375788502394,3,13,8.59611111111107
20222023,860.0,91150,PP,0.0,0.0,0,0,1.08277777777784
20222023,860.0,91150,SH,0.272985845804214,0.245029106736183,1,2,0.1644444444445
20222023,7831.0,91150,EV,2.36033259495161,1.85158912348561,2,25,45.3733333333369
20222023,7831.0,91150,PP,0.0177653655409812,0.0326396692544221,0,1,6.01000000000017
20222023,7831.0,91150,SH,1.03329362161458,0.818384952144697,1,6,6.06555555555784
20222023,10060.0,91150,EV,1.05766142648645,1.17384787474293,0,23,35.8300000000025
20222023,10060.0,91150,PP,0.0505631268024444,0.0315326259005814,0,1,4.98277777778001
20222023,10060.0,91150,SH,0.882379878312349,1.08050065545831,0,7,5.84555555555567
20222023,320.0,91151,EV,1.73077188036404,1.60670460062101,3,25,32.0794444444393
20222023,320.0,91151,PP,0.0477655045688152,0.0285040494054555,0,1,1.955
20222023,320.0,91151,SH,1.26237962953746,1.30105873104185,2,10,4.80499999999666
20222023,1422.0,91151,EV,0.6906419377774,1.14617456309497,0,9,17.19388888889
20222023,1422.0,91151,SH,0.1175152733922,0.0604884102940559,1,2,1.18111111111167
20222023,2297.0,91151,EV,1.71877105429303,1.24753668537596,4,21,50.026111111106
20222023,2297.0,91151,PP,0.0,0.0,0,0,5.98611111110833
20222023,2297.0,91151,SH,0.367081156000495,0.209625825984403,0,3,1.955
20222023,1720.0,91152,EV,1.56645603117067,1.0703978643287,1,17,40.8350000000123
20222023,1720.0,91152,PP,0.0,0.0,0,0,9.44055555555827
20222023,1720.0,91152,SH,0.925792284309864,0.619864136679098,2,7,7.3088888888905
20222023,2239.0,91152,EV,1.09375766478479,1.2446920882212,1,20,41.687777777789
20222023,2239.0,91152,PP,0.124613673426211,0.176131626591086,0,2,7.3088888888905
20222023,2239.0,91152,SH,0.440170623362064,0.446499128942377,1,4,9.44055555555827
20222023,692.0,91153,EV,2.40236604973324,2.33923601830611,4,29,41.2688888888847
20222023,692.0,91153,PP,0.301138430833816,0.225632861256599,0,1,6.28388888888717
20222023,692.0,91153,SH,0.719751834869385,0.714278371073305,0,5,5.69388888889055
20222023,1812.0,91153,EV,2.92104232683778,2.84499717561993,3,34,44.8877777777714
20222023,1812.0,91153,PP,0.05256113037467,0.0550011061131954,0,1,5.69388888889055
20222023,1812.0,91153,SH,0.728094007819891,0.987298977444879,0,9,7.3422222222205
20222023,2087.0,91154,EV,2.67493058618857,2.28633659158367,2,28,50.3905555555569
20222023,2087.0,91154,PP,0.209744304418564,0.176942557096481,0,1,4.827222222225
20222023,2087.0,91154,SH,0.364504553377628,0.517723866971209,0,3,5.65722222222333
20222023,7360.0,91154,EV,2.60173935478087,2.54714300949126,2,34,50.8116666666686
20222023,7360.0,91154,PP,0.420833660289645,0.324048995040357,0,4,5.65722222222333
20222023,7360.0,91154,SH,0.577909298241138,0.674189131241292,1,3,4.827222222225
20222023,392.0,91155,EV,2.33415122015867,1.88490744249429,3,31,54.6799999999964
20222023,392.0,91155,PP,0.0,0.0,0,0,2.43222222222279
20222023,392.0,91155,SH,0.183237761259079,0.226815272122621,1,3,0.805555555555005
20222023,746.0,91155,EV,2.40506157069467,2.08085138938622,4,32,53.7061111111064
20222023,746.0,91155,PP,0.0,0.0,0,0,0.805555555555005
20222023,746.0,91155,SH,0.889049850404263,0.734909553080797,2,5,2.40000000000113
20222023,164.0,91156,EV,1.4112683282583,1.50959845201578,3,27,44.4461111111103
20222023,164.0,91156,PP,0.417455820890609,0.396764080564025,0,3,6.71222222222167
20222023,164.0,91156,SH,0.750522011891007,0.947727348189801,1,6,6.00111111111001
20222023,2399.0,91156,EV,3.67050573829329,3.17989330325508,5,35,44.8288888888875
20222023,2399.0,91156,PP,0.0402207002043724,0.0288961753249168,0,1,6.00111111111001
20222023,2399.0,91156,SH,0.368888387223705,0.336878693895414,0,5,6.71222222222167
20222023,2802.0,91157,EV,2.07209303043783,1.9534803443239,4,36,48.1783333333379
20222023,2802.0,91157,PP,0.0,0.0,0,0,4.25000000000167
20222023,2802.0,91157,SH,0.109856478869915,0.0929494225420057,1,2,2.69388888889
20222023,12127.0,91157,EV,1.56036322575528,1.39332853577798,1,31,50.4583333333372
20222023,12127.0,91157,PP,0.0,0.0,0,0,2.69388888889
20222023,12127.0,91157,SH,1.38021015562117,1.04010551329702,2,13,5.16611111111333
20222023,1438.0,91158,EV,1.25319474400021,1.5509520075866,3,25,42.4127777777881
20222023,1438.0,91158,PP,0.256375804543495,0.193419855087995,0,2,9.88555555555666
20222023,1438.0,91158,SH,1.49951625056565,1.56821576377842,1,9,6.08222222222548
20222023,8379.0,91158,EV,1.15056443051435,1.86763132526539,1,16,42.4127777777881
20222023,8379.0,91158,PP,0.0,0.0,0,0,6.08222222222548
20222023,8379.0,91158,SH,0.64982426748611,0.778313584160059,0,7,9.88555555555666
20222023,321.0,91159,EV,1.75512438389705,1.62740255566314,0,19,43.0411111111178
20222023,321.0,91159,PP,0.0077196946367621,0.002613112097606,0,1,7.21111111111233
20222023,321.0,91159,SH,0.411940733902156,0.519737734925002,1,4,7.767222222223
20222023,1266.0,91159,EV,2.75755818700418,3.07118603045819,3,30,43.0411111111178
20222023,1266.0,91159,PP,0.131602823734283,0.20091874524951,0,1,7.767222222223
20222023,1266.0,91159,SH,0.841991170775145,0.715586750651709,2,10,7.21111111111233
20222023,1422.0,91160,EV,4.20022164972033,3.8856492183404,4,45,45.4466666666645
20222023,1422.0,91160,PP,0.160061493515968,0.149390235543251,0,1,7.20444444444334
20222023,1422.0,91160,SH,0.233290616422891,0.229196923784911,0,2,3.888333333335
20222023,2166.0,91160,EV,1.40232045017183,1.7564991414547,2,17,47.1183333333312
20222023,2166.0,91160,PP,0.006836486980319,0.0015128189697861,0,1,3.888333333335
20222023,2166.0,91160,SH,0.564486965537071,0.495864504249766,0,5,7.20444444444334
20222023,678.0,91161,EV,1.8290344143752,1.71761019731639,4,32,48.7583333333346
20222023,678.0,91161,PP,0.0,0.0,0,0,3.87222222222267
20222023,678.0,91161,SH,1.04066560231149,0.654562519630417,1,9,4.82666666666783
20222023,1812.0,91161,EV,0.485292117111385,0.739994248375296,1,7,14.96888888889
20222023,1812.0,91161,PP,0.0,0.0,0,0,1.83111111111167
20222023,1812.0,91161,SH,0.0271499119699001,0.126234594732523,0,1,1.89111111111167
20222023,10819.0,91161,EV,2.69211281475145,2.74848305113846,6,30,33.3611111111112
20222023,10819.0,91161,PP,0.0,0.0,0,0,2.99555555555617
20222023,10819.0,91161,SH,0.319574952125549,0.69634686387144,0,1,1.981111111111
20222023,1862.0,91162,EV,2.50927006569691,1.85945337399607,2,30,53.5999999999928
20222023,1862.0,91162,PP,0.530664160847664,0.419385390356183,1,3,2.68500000000017
20222023,1862.0,91162,SH,0.712821222841739,0.634734993334859,0,5,4.64944444444501
20222023,1946.0,91162,EV,2.8121495625237,2.82136902346974,4,40,53.5999999999928
20222023,1946.0,91162,PP,0.0,0.0,0,0,4.64944444444501
20222023,1946.0,91162,SH,0.0803758949041366,0.0888894734671338,0,1,2.68500000000017
20222023,641.0,91163,EV,2.56187660642899,2.19248239684384,2,25,50.095555555551
20222023,641.0,91163,PP,0.0012742273975163,0.0015174931613728,0,1,4.02611111111
20222023,641.0,91163,SH,0.183482594788074,0.133511811261996,1,3,2.65111111111099
20222023,2792.0,91163,EV,2.34254824998788,2.44156743143685,0,35,51.7988888888827
20222023,2792.0,91163,PP,0.0,0.0,0,0,2.65111111111099
20222023,2792.0,91163,SH,0.560160145163536,0.699242065660655,2,6,4.02611111111
20222023,369.0,91164,EV,2.32200411520898,2.13799804187147,2,23,48.7733333333338
20222023,369.0,91164,PP,0.0,0.0,0,0,4.39888888888617
20222023,369.0,91164,SH,0.219892381690442,0.152305312687531,0,4,4.45555555555566
20222023,615.0,91164,EV,2.52890333312098,2.54761626929394,4,44,48.4050000000004
20222023,615.0,91164,PP,0.0222914777696132,0.0339283198118209,0,1,4.45555555555566
20222023,615.0,91164,SH,0.525997146964073,0.848628984414972,0,5,4.39888888888617
20222023,2504.0,91165,EV,5.01000468945131,5.03052946436219,2,41,45.5188888888822
20222023,2504.0,91165,PP,0.0008455330389551,0.0009280517697334,0,1,6.00833333333567
20222023,2504.0,91165,SH,0.730078186839819,0.733439715579152,0,6,5.95277777777733
20222023,10060.0,91165,EV,1.50154107291019,1.38968225795543,2,20,43.8938888888839
20222023,10060.0,91165,PP,0.0,0.0,0,0,5.95277777777733
20222023,10060.0,91165,SH,0.34608918428421,0.299297192133963,1,6,6.00833333333567
