season,playerid,gameid,manpower,xg_on_a,xga,ga,sa,toi
20232024,12824.0,115361,PP,0.241984303103389,0.217090286166434,0,3,4.77000000000001
20232024,12824.0,115361,SH,0.63022179807892,0.720898974427395,0,5,6.10666666666667
20232024,2239.0,115362,EV,1.67080845402463,1.44892425129291,2,23,48.4711111111218
20232024,2239.0,115362,PP,0.0598594690728629,0.041448631280937,0,1,7.37555555555667
20232024,2239.0,115362,SH,0.85349086640889,0.765563324331325,2,8,5.0666666666665
20232024,15128.0,115362,EV,1.68795892966939,2.49289838602619,3,27,49.1022222222323
20232024,15128.0,115362,PP,0.286504631794778,0.256680817592536,0,1,5.0666666666665
20232024,15128.0,115362,SH,0.526986980091532,0.505488036024996,0,6,7.37555555555667
20232024,1050.0,115363,EV,1.79592953540896,1.27197310746369,1,20,45.0866666666758
20232024,1050.0,115363,PP,0.0027489870989101,0.0006798763410136,0,1,7.57444444444661
20232024,1050.0,115363,SH,0.808559669941593,1.05142801120376,1,7,5.35055555555467
20232024,1856.0,115363,EV,2.15125768571458,3.02642552549842,2,27,44.4305555555642
20232024,1856.0,115363,PP,0.124950108762302,0.0858768228997602,0,1,5.35055555555467
20232024,1856.0,115363,SH,0.923874054083307,1.44132904486217,1,9,7.57444444444661
20232024,1862.0,115364,EV,1.4048483602535,1.23231018262262,2,24,45.1453333333328
20232024,1862.0,115364,PP,0.0807188448669993,0.208568310268622,0,1,6.53322222222168
20232024,1862.0,115364,SH,0.567979643210179,0.513379977441006,0,9,5.84500000000166
20232024,1928.0,115364,EV,2.23527885808017,2.25901535567332,3,26,43.0254444444445
20232024,1928.0,115364,PP,0.0,0.0,0,0,5.84500000000166
20232024,1928.0,115364,SH,0.489658566341046,0.522788220751924,0,6,6.53322222222168
20232024,615.0,115365,EV,1.33820514890626,1.49519661090547,1,16,40.270000000001
20232024,615.0,115365,PP,0.0,0.247975214868705,0,0,7.80611111110951
20232024,615.0,115365,SH,0.760518783611353,0.625074039562847,0,9,7.75777777777933
20232024,692.0,115365,EV,0.990116818587955,1.50800885917475,0,13,42.1138888888893
20232024,692.0,115365,PP,0.0,0.0,0,0,7.75777777777933
20232024,692.0,115365,SH,0.696316072125099,0.694665614128027,0,7,7.80611111110951
20232024,321.0,115366,EV,1.17394275354049,1.05237006152105,1,20,45.073888888887
20232024,321.0,115366,PP,0.0,0.0045148115301413,0,0,2.26222222222283
20232024,321.0,115366,SH,0.894297157481813,0.698837496945233,1,7,8.8822222222205
20232024,2297.0,115366,EV,2.79812469467249,2.98639939684479,0,24,45.726666666662
20232024,2297.0,115366,PP,0.0044276960986094,0.0181976328486788,0,1,8.8822222222205
20232024,2297.0,115366,SH,0.605237543037058,0.446932273710877,1,5,2.26222222222283
20232024,369.0,115367,EV,2.42938235459137,2.69531893381902,0,25,49.7088888888981
20232024,369.0,115367,PP,0.0048719207378806,0.0127720688911466,0,1,3.23944444444832
20232024,369.0,115367,SH,0.464912164759181,0.379329350407751,0,4,5.25111111111178
20232024,392.0,115367,EV,1.66213625979298,1.36510191566285,3,23,47.7494444444531
20232024,392.0,115367,PP,0.0,0.0024370102898032,0,0,5.25111111111178
20232024,392.0,115367,SH,0.116560031076022,0.0580129733297399,0,1,3.23944444444832
20232024,8299.0,115368,EV,3.68986878884598,3.06466994167148,2,39,55.2688888888936
20232024,8299.0,115368,PP,0.0,0.108741961979406,0,0,3.93
20232024,8299.0,115368,SH,0.249509263542665,0.171624606458873,0,2,3.88166666666334
20232024,10819.0,115368,EV,2.91503553345568,2.78268012512738,2,33,55.3844444444503
20232024,10819.0,115368,PP,0.0893712789678643,0.0879187622365446,0,1,3.88166666666334
20232024,10819.0,115368,SH,1.00873034303272,1.23614640469752,0,4,3.93
20232024,1591.0,115369,EV,3.03877357788081,2.99258723868431,2,29,50.5527777777958
20232024,1591.0,115369,PP,0.0,0.0,0,0,5.38500000000499
20232024,1591.0,115369,SH,0.447260283402725,0.409629736029158,1,5,2.54888888889116
20232024,2802.0,115369,EV,3.46783187072876,2.8737324940566,2,35,49.1933333333508
20232024,2802.0,115369,PP,0.0,0.0222987946165955,0,0,2.54888888889116
20232024,2802.0,115369,SH,1.68311451367143,1.82820340324363,3,13,5.38500000000499
20232024,2198.0,115370,EV,3.36400463694022,3.68670984421087,3,46,47.981666666669
20232024,2198.0,115370,PP,0.412262879499999,0.297538621512238,0,3,1.88222222222333
20232024,2198.0,115370,SH,0.396083206756347,0.461735551771706,0,6,7.373888888885
20232024,10060.0,115370,EV,2.04381603175897,1.65626592758486,3,27,45.951666666669
20232024,10060.0,115370,PP,0.002932442064606,0.0025940364387294,0,1,7.373888888885
20232024,10060.0,115370,SH,0.662719060169462,0.472894911281889,1,4,1.88222222222333
20232024,467.0,115371,EV,2.548008862176,2.50009111605473,2,30,39.952
20232024,467.0,115371,PP,0.0034103818017266,0.212493011252684,0,1,9.40666666666667
20232024,467.0,115371,SH,1.1567209590774,0.963612958753891,1,8,6.56600000000002
20232024,2699.0,115371,EV,1.5748768642473,1.74562260387242,1,23,42.0086666666667
20232024,2699.0,115371,PP,0.0476319528223532,0.026246454106478,0,1,6.56600000000002
20232024,2699.0,115371,SH,0.746852442339728,0.617532501836362,1,9,9.40666666666667
20232024,1438.0,115372,EV,1.44136483329877,1.27205332833014,2,21,44.1361111111086
20232024,1438.0,115372,PP,0.0,0.0,0,0,7.38388888888829
20232024,1438.0,115372,SH,1.19887279784342,1.09645493384249,2,7,6.036666666669
20232024,9984.0,115372,EV,2.26568826910169,1.4910466604969,1,27,44.7272222222186
20232024,9984.0,115372,PP,0.0,0.22179731654274,0,0,6.036666666669
20232024,9984.0,115372,SH,1.07926320323971,0.877791895397941,1,5,7.38388888888829
20232024,1266.0,115373,EV,2.16812903208819,3.07947413943465,0,28,43.9688888888893
20232024,1266.0,115373,PP,0.0,0.0623381133657032,0,0,7.40944444444484
20232024,1266.0,115373,SH,1.90246060281931,1.626682879962,2,15,6.975555555555
20232024,2231.0,115373,EV,2.02467185179723,1.74092334225166,3,29,41.989444444446
20232024,2231.0,115373,PP,0.0,0.0,0,0,6.975555555555
20232024,2231.0,115373,SH,0.270587754350398,0.576311855137303,1,4,7.40944444444484
20232024,746.0,115374,EV,1.49088293497823,1.66337602683099,0,26,44.7894444444392
20232024,746.0,115374,PP,0.0,0.0,0,0,7.47666666666694
20232024,746.0,115374,SH,1.09572902629154,1.01409411102638,1,6,5.59222222222334
20232024,2141.0,115374,EV,1.20664467297415,1.13170802881088,3,15,21.7844444444442
20232024,2141.0,115374,PP,0.119433889648591,0.0699152945018359,0,1,1.973333333335
20232024,2141.0,115374,SH,1.14869777742803,1.50771411667544,3,7,3.82000000000028
20232024,2166.0,115374,EV,1.64184123865532,1.33745173841596,3,14,23.004999999995
20232024,2166.0,115374,PP,0.0,0.0,0,0,3.61888888888833
20232024,2166.0,115374,SH,0.453065169727248,0.369083593239102,1,5,3.65666666666666
20232024,12232.0,115375,EV,1.08899994860155,1.39688804404334,1,23,50.964
20232024,12232.0,115375,PP,0.0,0.0156880011587374,0,0,3.93666666666667
20232024,12232.0,115375,SH,0.640571950395677,0.617745197962909,0,4,3.92066666666666
20232024,13343.0,115375,EV,2.02677257882245,2.30159551118135,5,23,50.964
20232024,13343.0,115375,PP,0.0,0.0,0,0,3.92066666666666
20232024,13343.0,115375,SH,0.460660736026512,0.47381712770792,0,2,3.93666666666667
20232024,1427.0,115376,EV,3.69265613041079,4.020664430771,1,37,52.3399999999992
20232024,1427.0,115376,PP,0.0,0.0,0,0,3.81388888888883
20232024,1427.0,115376,SH,0.0,0.0,0,0,1.978888888889
20232024,13297.0,115376,EV,2.06287759336625,2.84232100023098,2,32,50.1772222222197
20232024,13297.0,115376,PP,0.316047520701911,0.303820982255859,0,1,1.978888888889
20232024,13297.0,115376,SH,0.156990859816424,0.547010974520599,0,3,3.81388888888883
20232024,860.0,115377,EV,2.72027424330553,2.17850230760806,4,34,51.4613333333334
20232024,860.0,115377,PP,0.0,0.0,0,0,2.01733333333333
20232024,860.0,115377,SH,0.894855092645216,0.605449878237463,1,4,4.68533333333334
20232024,14675.0,115377,EV,2.27632991839145,2.31930657833896,0,29,51.4613333333334
20232024,14675.0,115377,PP,0.0289200402857082,0.0134840530549352,0,1,4.68533333333334
20232024,14675.0,115377,SH,1.31304950956358,1.13004120267655,2,5,2.01733333333333
20232024,1438.0,115378,EV,1.92949582393893,1.97677240060206,2,22,48.1322222222172
20232024,1438.0,115378,PP,0.0,0.0,0,0,4.26388888888883
20232024,1438.0,115378,SH,0.964878794090902,0.756593931167409,1,5,5.92944444444451
20232024,2239.0,115378,EV,3.22737997853611,3.01036131105685,4,27,46.0472222222188
20232024,2239.0,115378,PP,0.0186563404847147,0.0122598899797879,0,1,5.92944444444451
20232024,2239.0,115378,SH,1.15815667241301,0.972018145794536,1,5,4.26388888888883
20232024,1862.0,115379,EV,3.22185012295771,2.71882338424118,2,26,42.44
20232024,1862.0,115379,PP,0.0194974689441361,0.0084162489974165,0,3,7.904
20232024,1862.0,115379,SH,0.0,0.459578543122053,0,0,5.81733333333333
20232024,2695.0,115379,EV,2.42344606265703,2.15002201753496,1,25,43.7486666666667
20232024,2695.0,115379,PP,0.0045283005578743,0.0320714371639069,0,1,5.81733333333333
20232024,2695.0,115379,SH,0.855382242148859,0.566524103250375,0,7,7.904
20232024,1812.0,115380,EV,2.93474930905793,2.58812116924849,3,36,44.4311111111235
20232024,1812.0,115380,PP,0.0793371575507097,0.0734016462833425,0,2,5.58333333333499
20232024,1812.0,115380,SH,1.09531264334119,0.935779365595995,2,9,7.74111111111832
20232024,2399.0,115380,EV,2.17145079817993,1.83787914829636,3,28,44.4561111111218
20232024,2399.0,115380,PP,0.0,0.0051517801778606,0,0,7.78833333333999
20232024,2399.0,115380,SH,0.506861655577041,0.401337178964586,1,6,5.58333333333499
20232024,678.0,115381,EV,1.65802239316206,1.79797467456404,2,17,19.73277777778
20232024,678.0,115381,PP,0.0,0.0,0,0,6.91333333333333
20232024,678.0,115381,SH,0.563176130776591,0.653932564550385,1,4,5.13999999999833
20232024,1794.0,115381,EV,1.48357499356489,1.68404836286345,3,21,45.1388888888895
20232024,1794.0,115381,PP,0.0,0.0030086194657628,0,0,5.13999999999833
20232024,1794.0,115381,SH,0.987666612986053,0.908120143277114,1,8,6.91333333333333
20232024,1856.0,115381,EV,1.64320334582298,1.2339423837034,3,24,24.0494444444428
20232024,1050.0,115382,EV,1.34450542219644,1.42397220648428,0,16,41.4555555555573
20232024,1050.0,115382,PP,0.374152290858957,0.300841869882816,0,4,8.64388888888667
20232024,1050.0,115382,SH,0.418052825010626,0.288110558685116,0,7,7.86333333333284
20232024,1805.0,115382,EV,2.22645021438312,2.63813210797588,4,29,41.572222222224
20232024,1805.0,115382,PP,0.0,0.0166122840984606,0,0,7.86333333333284
20232024,1805.0,115382,SH,0.529499359416701,0.489891925800987,1,6,8.64388888888667
20232024,2087.0,115383,EV,3.14685825134558,3.29375703406305,4,32,50.7150000000067
20232024,2087.0,115383,PP,0.254852488512846,0.1846353876741,1,5,7.08666666666768
20232024,12948.0,115383,EV,2.87022796446192,2.35814792959044,2,32,50.9516666666733
20232024,12948.0,115383,SH,0.611686600762501,0.482340270890626,1,7,7.08666666666768
20232024,2760.0,115384,EV,2.55053259989036,2.46133552541194,3,34,47.204
20232024,2760.0,115384,PP,0.206691398529499,0.257406591725994,1,2,6.24
20232024,2760.0,115384,SH,1.29753681901952,1.53434694686486,1,9,3.792
20232024,23017.0,115384,EV,1.11306666215709,1.30964727324801,3,20,47.828
20232024,23017.0,115384,PP,0.0,0.0,0,0,3.792
20232024,23017.0,115384,SH,1.62287401867387,1.25336502273871,1,14,6.24
20232024,426.0,115385,EV,1.99868122750526,1.7444944796899,2,24,53.4066666666635
20232024,426.0,115385,PP,0.531733914033188,0.388936012422162,1,3,4.56833333333166
20232024,426.0,115385,SH,0.0517253869283469,0.0439244250345707,0,1,0.702222222222333
20232024,2274.0,115385,EV,3.62739583115937,3.40960926608273,3,46,53.4066666666635
20232024,2274.0,115385,PP,0.0,0.0,0,0,0.702222222222333
20232024,2274.0,115385,SH,0.491639758528783,0.726421802462124,1,6,4.56833333333166
20232024,164.0,115386,EV,3.92870055696909,3.75414210882388,4,36,54.455000000004
20232024,164.0,115386,PP,0.0049648394591307,0.0035307046626994,0,1,1.69666666666617
20232024,164.0,115386,SH,1.59942977557383,1.06261772844665,0,12,7.29111111110967
20232024,1331.0,115386,EV,0.974782492550499,0.909003530790948,1,15,46.9261111111152
20232024,1331.0,115386,PP,0.0,0.0056757650217882,0,0,7.29111111110967
20232024,1331.0,115386,SH,0.0,0.0569351663303139,0,0,1.69666666666617
20232024,2802.0,115386,EV,0.813554441899161,0.755497399558544,3,8,6.76888888888883
20232024,502.0,115387,EV,3.54763896249454,3.06176321456701,1,41,51.6877777777964
20232024,502.0,115387,PP,0.0,0.0,0,0,3.01666666666733
20232024,502.0,115387,SH,0.691128247645965,0.559917300064112,1,7,3.69611111111183
20232024,1422.0,115387,EV,1.86796964620333,1.64176568435121,3,25,49.0294444444581
20232024,1422.0,115387,PP,0.0,0.0,0,0,3.69611111111183
20232024,1422.0,115387,SH,0.228361496730517,0.267638083239307,1,2,3.01666666666733
20232024,746.0,115388,EV,0.956152107098566,1.09023870120985,0,15,43.758333333341
20232024,746.0,115388,PP,0.425200898910236,0.350736781733158,0,4,9.06999999999899
20232024,746.0,115388,SH,0.698524751693903,0.559057420514559,0,7,5.1361111111095
20232024,8379.0,115388,EV,1.27282766171542,1.07372288827295,2,20,39.8733333333394
20232024,8379.0,115388,PP,0.0352775310880695,0.122482500605994,0,1,5.1361111111095
20232024,8379.0,115388,SH,1.67589358401903,2.06162875640094,0,12,9.06999999999899
20232024,1651.0,115389,EV,0.943930710449745,0.969729147722788,0,17,44.4433333333469
20232024,1651.0,115389,PP,0.0793198494666341,0.318720937234143,0,1,4.64722222222389
20232024,1651.0,115389,SH,0.790428385345615,0.933607046445093,2,9,8.47777777778232
20232024,2166.0,115389,EV,2.53847602312459,1.90151701500491,5,24,23.3133333333391
20232024,2166.0,115389,PP,0.0,0.0,0,0,4.48777777778066
20232024,2166.0,115389,SH,0.131772317572994,0.134847739793592,1,2,0.680555555555567
20232024,19729.0,115389,EV,2.73607589297765,2.78867262887229,3,21,21.9894444444533
20232024,19729.0,115389,PP,0.0042627252990697,0.0018102320755591,0,1,3.99000000000166
20232024,19729.0,115389,SH,0.613967726464169,0.696067925695311,1,3,3.96666666666833
20232024,1716.0,115390,EV,1.76819479073472,1.57363595325538,0,32,44.9263888888874
20232024,1716.0,115390,PP,0.0032141694892181,0.0028223514215288,0,1,6.3794444444455
20232024,1716.0,115390,SH,0.613241302437145,0.875143016141026,0,9,5.80805555555933
20232024,12127.0,115390,EV,1.11310928174154,1.33608886860793,4,25,44.9263888888874
20232024,12127.0,115390,PP,0.50380812754798,0.401176413973746,2,5,5.80805555555933
20232024,12127.0,115390,SH,0.829968414230591,0.736762212111533,1,11,6.3794444444455
20232024,1266.0,115391,EV,2.374968232834,2.39728990250549,3,30,47.3205555555514
20232024,1266.0,115391,PP,0.0823482480879358,0.0541018193815247,0,2,6.9744444444455
20232024,1266.0,115391,SH,0.611593111362305,0.60755203040346,1,6,3.18
20232024,7831.0,115391,EV,1.98330891121591,1.43164677057397,2,24,48.4249999999964
20232024,7831.0,115391,PP,0.0,0.0,0,0,3.18
20232024,7831.0,115391,SH,0.438568950766452,0.561445993288931,1,4,6.9744444444455
20232024,1591.0,115392,EV,3.07750480969876,2.41835336945922,2,35,48.096
20232024,1591.0,115392,PP,0.0,0.0,0,0,5.47866666666667
20232024,1591.0,115392,SH,0.516773024585285,0.425877260068908,0,3,3.88333333333334
20232024,12093.0,115392,EV,2.68727717531897,2.76422866261924,2,37,46.1293333333334
20232024,12093.0,115392,PP,0.0029345750254943,0.0007864184254643,0,1,3.88333333333334
20232024,12093.0,115392,SH,0.331521580850845,0.319856048461772,1,5,5.47866666666667
20232024,320.0,115393,EV,3.4777955544315,2.74953334311079,2,29,50.3600000000008
20232024,320.0,115393,PP,0.446218212798922,0.427006395501571,0,1,1.978055555555
20232024,320.0,115393,SH,0.345965264463256,0.508344945128865,0,4,6.08527777777665
20232024,9984.0,115393,EV,2.41531405672934,2.84080402757407,2,22,49.9455555555558
20232024,9984.0,115393,PP,0.0,0.0,0,0,6.08527777777665
20232024,9984.0,115393,SH,0.369212416301769,0.418770612288102,1,3,1.978055555555
20232024,1794.0,115394,EV,2.54977994577404,2.49322254207726,6,37,49.5586666666667
20232024,1794.0,115394,PP,0.0,0.0,0,0,3.57066666666667
20232024,1794.0,115394,SH,0.627009065254673,0.468409091308112,0,6,5.79266666666667
20232024,2760.0,115394,EV,1.57298181803955,1.46088104470431,1,18,38.3333333333333
20232024,2760.0,115394,PP,0.0,0.0,0,0,3.98533333333334
20232024,2760.0,115394,SH,0.61523167703124,0.447206068349632,0,4,1.94
20232024,8299.0,115394,EV,0.530339673947896,0.39535807056529,2,11,11.2253333333333
20232024,8299.0,115394,PP,0.188370495258785,0.139598437677854,0,1,1.80733333333333
20232024,8299.0,115394,SH,0.253595663280322,0.112499586290201,2,4,1.63066666666667
20232024,692.0,115395,EV,2.07809651791768,1.95613163399315,3,21,52.0044444444455
20232024,692.0,115395,PP,0.0,0.115803594491779,0,0,1.94444444444334
20232024,692.0,115395,SH,0.928936215862372,0.737614611467475,1,5,3.24222222222167
20232024,1862.0,115395,EV,0.755971062755557,1.09523930303153,3,13,5.90666666666662
20232024,1946.0,115395,EV,2.68671120354024,3.04516796750064,2,40,48.5055555555572
20232024,1946.0,115395,PP,0.0,0.0,0,0,3.24222222222167
20232024,1946.0,115395,SH,0.447515933378247,1.06559393400353,0,2,1.94444444444334
20232024,8379.0,115396,EV,1.20909677274529,1.51219615649905,2,19,46.3322222222234
20232024,8379.0,115396,PP,0.0082197437497761,0.0027652706178761,0,1,3.71888888888717
20232024,8379.0,115396,SH,1.22570521955842,1.30849829657445,1,8,5.74555555555667
20232024,10819.0,115396,EV,2.48523012549319,1.73474384652057,2,36,48.0633333333317
20232024,10819.0,115396,PP,0.331880334386487,0.376259492196904,0,1,5.74555555555667
20232024,10819.0,115396,SH,0.591836702518774,0.388373468509779,0,5,3.79555555555383
20232024,746.0,115397,EV,3.6744521060357,3.37235516067196,1,38,44.7805555555483
20232024,746.0,115397,PP,0.216454924367265,0.189000893438843,0,1,7.46744444444667
20232024,746.0,115397,SH,0.541260644893445,0.49360847531921,1,8,5.11072222222166
20232024,10060.0,115397,EV,2.14887265785206,1.94582732440665,3,27,44.7805555555483
20232024,10060.0,115397,PP,0.0030846381552903,0.0007829572022804,0,1,5.11072222222166
20232024,10060.0,115397,SH,1.27751684527564,1.37905215734656,3,11,7.46744444444667
20232024,467.0,115398,EV,0.970790569689031,0.906196374866468,3,8,10.5813888888884
20232024,467.0,115398,PP,0.0,0.0,0,0,1.97027777777783
20232024,467.0,115398,SH,0.3995584369564,0.244376675287594,1,4,0.996111111111001
20232024,1928.0,115398,EV,1.80595932657615,1.67333248424955,2,21,39.2872222222276
20232024,1928.0,115398,PP,0.0,0.0,0,0,7.65416666666767
20232024,1928.0,115398,SH,1.04277631815496,1.04372773960022,1,9,11.3761111111107
20232024,2087.0,115398,EV,1.41149197573343,1.14092797980811,0,13,28.7058333333391
20232024,2087.0,115398,PP,0.0031083615754078,0.0007444850144987,0,1,9.40583333333283
20232024,2087.0,115398,SH,1.33927513689232,1.40661906772247,1,7,6.65805555555667
20232024,426.0,115399,EV,1.64568191352494,1.52652004827932,1,21,46.6444444444411
20232024,426.0,115399,PP,0.0035438181836987,0.0010062616359817,0,1,6.27333333333001
20232024,426.0,115399,SH,0.322409724831513,0.340534452745003,1,4,6.70833333333283
20232024,13343.0,115399,EV,2.37759545355769,2.06962419621645,2,24,46.9427777777744
20232024,13343.0,115399,PP,0.282565973617361,0.237302220588035,0,2,6.70833333333283
20232024,13343.0,115399,SH,0.633873616255524,1.38417586864631,1,6,6.27333333333001
20232024,164.0,115400,EV,1.73760006914219,1.90108885813045,3,23,45.178
20232024,164.0,115400,PP,0.0,0.0,0,0,2.64866666666666
20232024,164.0,115400,SH,0.759564453167365,0.934426085982459,0,10,10.72
20232024,2399.0,115400,EV,1.9563931505274,2.18456602177476,3,29,42.0106666666667
20232024,2399.0,115400,PP,0.29511599172282,0.319003709489266,0,1,10.72
20232024,2399.0,115400,SH,0.870160013241141,0.513302675184655,2,6,2.64866666666666
20232024,369.0,115401,EV,2.2985836676408,1.94278430353759,3,30,41.1313333333333
20232024,369.0,115401,PP,0.0531726305396524,0.0343250521318344,0,3,7.732
20232024,369.0,115401,SH,0.184636042049561,0.273980715486908,1,3,6.76066666666667
20232024,1331.0,115401,EV,1.63905418534085,1.97686992538119,1,25,41.346
20232024,1331.0,115401,PP,0.0036036802878821,0.020441963596969,0,1,6.76066666666667
20232024,1331.0,115401,SH,1.04780199211499,1.47049986838747,1,10,9.67933333333333
20232024,1427.0,115402,EV,2.99956499766346,2.95341051134044,2,39,52.5038888889028
20232024,1427.0,115402,PP,0.141755726833555,0.116491052199509,0,1,1.94277777777783
20232024,1427.0,115402,SH,0.6818162947044,0.500361932109831,2,6,3.04666666666666
20232024,1438.0,115402,EV,1.33755327050286,1.2362734909324,2,22,52.6205555555711
20232024,1438.0,115402,PP,0.0,0.0,0,0,3.04666666666666
20232024,1438.0,115402,SH,0.523299594768177,0.390569634501177,0,3,1.94277777777783
20232024,818.0,115403,EV,2.00509349486886,1.85524196017891,2,17,47.7344444444366
20232024,818.0,115403,PP,0.0036854908643895,0.0423316978105326,0,1,5.8966666666645
20232024,818.0,115403,SH,0.0,0.0380588753329616,0,0,3.925
20232024,2231.0,115403,EV,3.37363660515869,2.5999043855505,3,42,46.0811111111033
20232024,2231.0,115403,PP,0.25265604357663,0.184617615597786,0,1,3.925
20232024,2231.0,115403,SH,0.348141336415824,0.327205904382953,0,2,5.8966666666645
20232024,1519.0,115404,EV,1.63639565818672,1.51377852095476,1,26,52.7555555555526
20232024,1519.0,115404,PP,0.002856215014044,0.0004888600480674,0,1,4.33500000000167
20232024,1519.0,115404,SH,0.68951722811856,0.867165410284093,2,7,5.57722222222283
20232024,2699.0,115404,EV,2.7256466251499,2.61840497315578,2,37,52.7555555555526
20232024,2699.0,115404,PP,0.0046080312493739,0.001339206215534,0,1,5.57722222222283
20232024,2699.0,115404,SH,1.02802327121033,1.27555999707431,1,7,4.33500000000167
20232024,320.0,115405,EV,1.56320807645135,1.73139899439518,1,29,50.1311111111168
20232024,320.0,115405,PP,0.0,0.0,0,0,4.12444444444534
20232024,320.0,115405,SH,0.292162351767798,0.154688046630834,0,3,2.15333333333333
20232024,1651.0,115405,EV,1.20611054784057,0.801788488561179,0,18,30.2477777777851
20232024,1651.0,115405,PP,0.299755356588742,0.291190204674975,0,1,2.15333333333333
20232024,1651.0,115405,SH,0.225150984168301,0.228231839592152,0,3,4.12444444444534
20232024,2536.0,115405,EV,0.761453758126894,1.19972291794684,0,10,20.9472222222183
20232024,1591.0,115406,EV,2.36666473053406,1.91314227348085,3,26,41.8866666666667
20232024,1591.0,115406,PP,0.403447421403358,0.420884380273722,1,4,6.66000000000001
20232024,1591.0,115406,SH,1.38982700529801,1.55241498214382,1,9,7.50466666666666
20232024,12127.0,115406,EV,1.54498490215731,1.58627186613768,1,20,43.208
20232024,12127.0,115406,PP,0.0,0.0,0,0,7.50466666666666
20232024,12127.0,115406,SH,0.242183642916572,0.28910684209766,2,6,6.66000000000001
20232024,2166.0,115407,EV,2.91830822161198,2.90041988584396,1,31,47.1700000000103
20232024,2166.0,115407,PP,0.0687787548028678,0.0669532512663154,0,2,5.27444444444998
20232024,2166.0,115407,SH,0.237520965342115,0.219059190033518,0,6,6.05944444444233
20232024,12232.0,115407,EV,1.50034464091485,1.34464122246826,1,15,45.6961111111208
20232024,12232.0,115407,PP,0.0,0.0,0,0,6.05944444444233
20232024,12232.0,115407,SH,0.402203420117503,0.390376110209315,1,5,5.27444444444998
20232024,1856.0,115408,EV,2.71032897140581,2.63642174992935,2,32,50.6588888889047
20232024,1856.0,115408,PP,0.0144379966574194,0.0071413691624105,0,1,5.87111111111333
20232024,1856.0,115408,SH,0.167524507097232,0.237098654510484,1,2,2.02388888889
20232024,2760.0,115408,EV,2.7762472841614,2.20588240773339,5,31,50.6588888889047
20232024,2760.0,115408,PP,0.0510744135281875,0.0334216633561855,0,2,2.02388888889
20232024,2760.0,115408,SH,0.940410040143295,0.965203944605076,1,7,5.87111111111333
20232024,392.0,115409,EV,2.82855833262916,2.55215319527181,4,28,52.478
20232024,392.0,115409,PP,0.0,0.0,0,0,3.90933333333334
20232024,392.0,115409,SH,0.250868291013573,0.221357787713607,0,3,1.886
20232024,692.0,115409,EV,2.24553066067504,1.9686886012806,2,29,52.478
20232024,692.0,115409,PP,0.307565051203495,0.266667623228965,1,2,1.886
20232024,692.0,115409,SH,0.537687132661582,0.288035628924759,0,5,3.90933333333334
20232024,1050.0,115410,EV,3.07633268577864,3.13921734859521,1,35,48.8733333333333
20232024,1050.0,115410,PP,0.0070961244205621,0.001967079680884,0,2,6.19
20232024,1050.0,115410,SH,0.0,0.010686959756667,0,0,2.90333333333334
20232024,1716.0,115410,EV,3.01686331833163,2.89153840439112,1,29,47.4326666666667
20232024,1716.0,115410,PP,0.0,0.0,0,0,2.90333333333334
20232024,1716.0,115410,SH,0.804411003306715,0.918480013448644,2,9,6.19
20232024,615.0,115411,EV,1.45659466287305,1.71244412006115,1,24,47.737222222219
20232024,615.0,115411,PP,0.250896949669929,0.20550575115186,0,1,6.77777777777617
20232024,615.0,115411,SH,0.436481843918195,0.62699789039411,2,5,7.46777777778051
20232024,9391.0,115411,EV,1.87701767781604,1.92961968317407,2,22,48.6705555555525
20232024,9391.0,115411,PP,0.0,0.0,0,0,7.46777777778051
20232024,9391.0,115411,SH,0.60924482448567,0.568604063224971,0,7,6.77777777777617
20232024,502.0,115412,EV,1.99569606935456,2.4989002780327,2,23,42.8844444444475
20232024,502.0,115412,PP,0.175600810802471,0.131180841304503,0,2,7.57888888889166
20232024,502.0,115412,SH,1.33056702929562,0.844777317534895,1,10,6.96500000000066
20232024,1794.0,115412,EV,2.91906629337674,2.62998787438206,4,25,39.1633333333342
20232024,1794.0,115412,PP,0.0,0.0,0,0,6.96500000000066
20232024,1794.0,115412,SH,0.916664749292975,0.934761815821214,1,7,7.57888888889166
20232024,678.0,115413,EV,1.56432652438861,1.50027178531667,4,20,50.3422222222268
20232024,678.0,115413,PP,0.0,0.0,0,0,3.895
20232024,678.0,115413,SH,0.0981071880282531,0.117881390523951,1,3,3.90388888889
20232024,7360.0,115413,EV,0.836775240787115,1.64251570614507,2,26,49.7622222222251
20232024,7360.0,115413,PP,0.24008875627478,0.273423988046277,0,2,3.90388888889
20232024,7360.0,115413,SH,0.21730633199843,0.422237856978398,0,3,3.895
20232024,1812.0,115414,EV,1.84516551051699,1.502646964859,0,23,53.42944444444
20232024,1812.0,115414,PP,0.393200759827479,0.335417274772746,1,2,3.92944444444168
20232024,1812.0,115414,SH,0.555464918739961,0.649305039865594,1,4,1.07733333333333
20232024,2274.0,115414,EV,1.6788837712703,1.34796244804022,2,26,52.2111111111084
20232024,2274.0,115414,PP,0.0,0.0,0,0,1.07733333333333
20232024,2274.0,115414,SH,1.72436701071686,1.25544363005895,2,11,3.92944444444168
20232024,756.0,115415,EV,2.47512596190104,2.44892434943744,1,29,54.3327777777757
20232024,756.0,115415,PP,0.027561017985843,0.0102533481556524,0,1,1.92166666666667
20232024,756.0,115415,SH,0.121907438859716,0.0475738235322094,0,2,1.96611111111
