sim,team,conference,gp,wins,losses,ot_losses,points,goals_for,goals_against,goal_differential,playoffs,second_round,third_round,final,champion
46,NYR,East,82,36,46,9,81,250,270,-20,0,0,0,0,0
46,BUF,East,82,35,47,11,81,245,269,-24,0,0,0,0,0
46,VAN,West,82,32,50,17,81,211,260,-49,0,0,0,0,0
46,SJS,West,82,32,50,16,80,242,278,-36,0,0,0,0,0
46,WSH,East,82,33,49,13,79,239,235,4,0,0,0,0,0
46,SEA,West,82,33,49,7,73,252,292,-40,0,0,0,0,0
46,DET,East,82,32,50,6,70,237,258,-21,0,0,0,0,0
46,CHI,West,82,23,59,9,55,198,294,-96,0,0,0,0,0
47,PHI,East,82,53,29,7,113,280,230,50,1,1,1,1,0
47,PIT,East,82,48,34,11,107,290,262,28,1,1,0,0,0
47,FLA,East,82,48,34,11,107,275,234,41,1,0,0,0,0
47,VGK,West,82,47,35,12,106,296,256,40,1,1,0,0,0
47,NYR,East,82,48,34,8,104,248,250,-2,1,1,1,0,0
47,CAR,East,82,47,35,10,104,292,243,49,1,0,0,0,0
47,COL,West,82,46,36,12,104,291,256,35,1,1,1,1,1
47,BOS,East,82,47,35,7,101,267,240,27,1,1,0,0,0
47,WPG,West,82,44,38,13,101,265,258,7,1,0,0,0,0
47,LAK,West,82,44,38,9,97,266,253,13,1,1,0,0,0
47,EDM,West,82,42,40,12,96,279,269,10,1,0,0,0,0
47,SJS,West,82,43,39,9,95,284,272,12,1,1,1,0,0
47,DAL,West,82,42,40,10,94,287,267,20,1,0,0,0,0
47,MTL,East,82,42,40,10,94,248,251,-3,1,0,0,0,0
47,UTA,West,82,41,41,12,94,262,256,6,1,0,0,0,0
47,TBL,East,82,43,39,7,93,257,280,-23,1,0,0,0,0
47,MIN,West,82,42,40,9,93,232,244,-12,0,0,0,0,0
47,NYI,East,82,43,39,6,92,260,250,10,0,0,0,0,0
47,NSH,West,82,40,42,11,91,251,263,-12,0,0,0,0,0
47,BUF,East,82,40,42,10,90,259,260,-1,0,0,0,0,0
47,STL,West,82,40,42,8,88,260,285,-25,0,0,0,0,0
47,SEA,West,82,37,45,14,88,247,258,-11,0,0,0,0,0
47,CBJ,East,82,37,45,13,87,246,256,-10,0,0,0,0,0
47,TOR,East,82,40,42,5,85,253,278,-25,0,0,0,0,0
47,WSH,East,82,37,45,11,85,233,251,-18,0,0,0,0,0
47,NJD,East,82,37,45,9,83,257,272,-15,0,0,0,0,0
47,ANA,West,82,34,48,13,81,230,254,-24,0,0,0,0,0
47,CGY,West,82,35,47,9,79,254,279,-25,0,0,0,0,0
47,DET,East,82,36,46,6,78,223,264,-41,0,0,0,0,0
47,OTT,East,82,33,49,12,78,248,279,-31,0,0,0,0,0
47,CHI,West,82,29,53,20,78,227,253,-26,0,0,0,0,0
47,VAN,West,82,27,55,18,72,196,240,-44,0,0,0,0,0
48,NYR,East,82,47,35,12,106,280,256,24,1,0,0,0,0
48,CAR,East,82,50,32,5,105,312,273,39,1,0,0,0,0
48,UTA,West,82,48,34,9,105,274,255,19,1,1,0,0,0
48,VGK,West,82,50,32,3,103,282,249,33,1,0,0,0,0
48,FLA,East,82,47,35,8,102,271,250,21,1,1,1,0,0
48,COL,West,82,46,36,10,102,298,280,18,1,0,0,0,0
48,TBL,East,82,46,36,9,101,278,248,30,1,1,1,1,0
48,PHI,East,82,45,37,9,99,253,226,27,1,0,0,0,0
48,NJD,East,82,43,39,11,97,258,237,21,1,0,0,0,0
48,OTT,East,82,44,38,8,96,259,248,11,1,1,0,0,0
48,SEA,West,82,44,38,7,95,244,251,-7,1,0,0,0,0
48,PIT,East,82,43,39,9,95,266,271,-5,1,1,0,0,0
48,CBJ,East,82,42,40,11,95,248,242,6,0,0,0,0,0
48,CGY,West,82,44,38,6,94,254,279,-25,1,1,0,0,0
48,LAK,West,82,42,40,10,94,238,251,-13,1,1,1,0,0
48,BOS,East,82,43,39,7,93,263,270,-7,0,0,0,0,0
48,STL,West,82,42,40,9,93,274,267,7,1,1,1,1,1
48,MTL,East,82,42,40,9,93,233,227,6,0,0,0,0,0
48,WSH,East,82,41,41,11,93,237,263,-26,0,0,0,0,0
48,WPG,West,82,41,41,9,91,260,241,19,1,0,0,0,0
48,DAL,West,82,39,43,12,90,254,253,1,0,0,0,0,0
48,NYI,East,82,39,43,10,88,240,244,-4,0,0,0,0,0
48,TOR,East,82,34,48,19,87,241,252,-11,0,0,0,0,0
48,MIN,West,82,38,44,10,86,238,267,-29,0,0,0,0,0
48,DET,East,82,36,46,14,86,255,261,-6,0,0,0,0,0
48,SJS,West,82,34,48,17,85,239,256,-17,0,0,0,0,0
48,BUF,East,82,34,48,16,84,238,249,-11,0,0,0,0,0
48,ANA,West,82,38,44,7,83,239,248,-9,0,0,0,0,0
48,CHI,West,82,34,48,15,83,218,240,-22,0,0,0,0,0
48,EDM,West,82,35,47,12,82,261,262,-1,0,0,0,0,0
48,NSH,West,82,34,48,11,79,243,276,-33,0,0,0,0,0
48,VAN,West,82,27,55,17,71,209,265,-56,0,0,0,0,0
49,COL,West,82,55,27,6,116,319,257,62,1,1,0,0,0
49,PIT,East,82,49,33,8,106,270,232,38,1,1,1,0,0
49,VGK,West,82,48,34,10,106,295,253,42,1,0,0,0,0
49,MTL,East,82,47,35,11,105,269,251,18,1,0,0,0,0
49,CGY,West,82,48,34,7,103,256,235,21,1,1,1,1,0
49,TBL,East,82,45,37,11,101,285,257,28,1,1,0,0,0
49,CAR,East,82,47,35,6,100,283,259,24,1,1,1,1,1
49,UTA,West,82,46,36,8,100,255,241,14,1,0,0,0,0
49,DAL,West,82,44,38,11,99,263,255,8,1,1,0,0,0
49,FLA,East,82,44,38,8,96,261,243,18,1,0,0,0,0
49,DET,East,82,40,42,16,96,268,251,17,1,0,0,0,0
49,LAK,West,82,42,40,11,95,256,244,12,1,0,0,0,0
49,EDM,West,82,40,42,15,95,266,259,7,1,1,1,0,0
49,NYR,East,82,45,37,4,94,279,278,1,1,1,0,0,0
49,BOS,East,82,43,39,8,94,246,258,-12,1,0,0,0,0
49,CBJ,East,82,40,42,13,93,261,259,2,0,0,0,0,0
49,NJD,East,82,41,41,10,92,245,256,-11,0,0,0,0,0
49,WPG,West,82,40,42,12,92,243,230,13,1,0,0,0,0
49,ANA,West,82,42,40,7,91,263,255,8,0,0,0,0,0
49,WSH,East,82,40,42,11,91,254,256,-2,0,0,0,0,0
49,NYI,East,82,40,42,9,89,275,283,-8,0,0,0,0,0
49,OTT,East,82,39,43,10,88,270,285,-15,0,0,0,0,0
49,STL,West,82,39,43,8,86,243,257,-14,0,0,0,0,0
49,PHI,East,82,40,42,5,85,234,261,-27,0,0,0,0,0
49,MIN,West,82,37,45,10,84,239,267,-28,0,0,0,0,0
49,SEA,West,82,36,46,12,84,244,258,-14,0,0,0,0,0
49,TOR,East,82,34,48,15,83,234,275,-41,0,0,0,0,0
49,NSH,West,82,35,47,12,82,233,247,-14,0,0,0,0,0
49,BUF,East,82,33,49,15,81,241,274,-33,0,0,0,0,0
49,VAN,West,82,33,49,14,80,234,261,-27,0,0,0,0,0
49,SJS,West,82,32,50,13,77,250,290,-40,0,0,0,0,0
49,CHI,West,82,28,54,18,74,212,259,-47,0,0,0,0,0
50,COL,West,82,52,30,3,107,294,255,39,1,1,0,0,0
50,CAR,East,82,49,33,7,105,269,248,21,1,1,1,0,0
50,NJD,East,82,47,35,11,105,272,234,38,1,0,0,0,0
50,VGK,West,82,49,33,6,104,287,239,48,1,1,0,0,0
50,PHI,East,82,47,35,10,104,260,231,29,1,0,0,0,0
50,PIT,East,82,47,35,8,102,287,246,41,1,0,0,0,0
50,NSH,West,82,44,38,13,101,263,243,20,1,0,0,0,0
50,OTT,East,82,44,38,13,101,245,242,3,1,1,1,1,0
50,EDM,West,82,45,37,10,100,289,273,16,1,1,1,0,0
50,SEA,West,82,45,37,9,99,261,274,-13,1,0,0,0,0
50,MIN,West,82,43,39,13,99,256,240,16,1,1,1,1,1
50,MTL,East,82,41,41,14,96,246,244,2,1,1,0,0,0
50,NYR,East,82,42,40,11,95,278,260,18,1,1,0,0,0
50,FLA,East,82,41,41,12,94,252,247,5,1,0,0,0,0
50,TBL,East,82,41,41,10,92,259,272,-13,0,0,0,0,0
50,NYI,East,82,39,43,14,92,247,249,-2,0,0,0,0,0
50,DET,East,82,42,40,7,91,237,233,4,0,0,0,0,0
50,VAN,West,82,38,44,13,89,236,256,-20,1,0,0,0,0
50,BOS,East,82,36,46,17,89,266,271,-5,0,0,0,0,0
50,DAL,West,82,39,43,10,88,267,277,-10,1,0,0,0,0
50,WPG,West,82,41,41,5,87,276,275,1,0,0,0,0,0
50,CGY,West,82,39,43,9,87,259,270,-11,0,0,0,0,0
50,ANA,West,82,38,44,11,87,252,272,-20,0,0,0,0,0
50,SJS,West,82,36,46,15,87,262,266,-4,0,0,0,0,0
50,BUF,East,82,36,46,15,87,252,277,-25,0,0,0,0,0
50,LAK,West,82,36,46,15,87,246,258,-12,0,0,0,0,0
50,WSH,East,82,37,45,12,86,215,243,-28,0,0,0,0,0
50,UTA,West,82,35,47,15,85,244,270,-26,0,0,0,0,0
50,STL,West,82,38,44,8,84,243,260,-17,0,0,0,0,0
50,TOR,East,82,37,45,10,84,239,277,-38,0,0,0,0,0
50,CBJ,East,82,37,45,7,81,250,284,-34,0,0,0,0,0
50,CHI,West,82,31,51,19,81,228,251,-23,0,0,0,0,0
51,CAR,East,82,55,27,9,119,326,242,84,1,1,1,0,0
51,CBJ,East,82,55,27,5,115,289,227,62,1,0,0,0,0
51,NSH,West,82,49,33,10,108,280,227,53,1,1,0,0,0
51,EDM,West,82,47,35,11,105,268,219,49,1,0,0,0,0
51,SJS,West,82,46,36,9,101,264,246,18,1,1,1,1,1
51,WPG,West,82,46,36,9,101,254,258,-4,1,0,0,0,0
51,PIT,East,82,44,38,13,101,291,260,31,1,0,0,0,0
51,TBL,East,82,44,38,13,101,265,254,11,1,1,0,0,0
51,COL,West,82,45,37,8,98,277,247,30,1,1,0,0,0
51,ANA,West,82,45,37,8,98,260,239,21,1,0,0,0,0
51,MIN,West,82,44,38,9,97,264,253,11,1,1,1,0,0
51,FLA,East,82,44,38,8,96,256,261,-5,1,0,0,0,0
51,SEA,West,82,41,41,14,96,259,259,0,1,0,0,0,0
51,PHI,East,82,43,39,8,94,254,243,11,1,1,1,1,0
51,DAL,West,82,44,38,4,92,258,283,-25,0,0,0,0,0
51,UTA,West,82,40,42,12,92,260,249,11,0,0,0,0,0
51,NYI,East,82,40,42,12,92,248,267,-19,1,1,0,0,0
51,MTL,East,82,40,42,10,90,243,257,-14,1,0,0,0,0
51,NJD,East,82,37,45,16,90,234,258,-24,0,0,0,0,0
51,STL,West,82,42,40,5,89,255,276,-21,0,0,0,0,0
51,CGY,West,82,39,43,10,88,244,259,-15,0,0,0,0,0
51,WSH,East,82,37,45,13,87,242,227,15,0,0,0,0,0
51,CHI,West,82,35,47,14,84,226,260,-34,0,0,0,0,0
51,TOR,East,82,38,44,7,83,241,271,-30,0,0,0,0,0
51,LAK,West,82,37,45,8,82,246,267,-21,0,0,0,0,0
51,OTT,East,82,35,47,12,82,253,264,-11,0,0,0,0,0
51,BOS,East,82,33,49,16,82,251,263,-12,0,0,0,0,0
51,VGK,West,82,37,45,7,81,247,280,-33,0,0,0,0,0
51,BUF,East,82,32,50,15,79,246,281,-35,0,0,0,0,0
51,NYR,East,82,38,44,2,78,266,282,-16,0,0,0,0,0
51,DET,East,82,32,50,14,78,211,272,-61,0,0,0,0,0
51,VAN,West,82,28,54,19,75,223,250,-27,0,0,0,0,0
52,SEA,West,82,51,31,7,109,260,228,32,1,0,0,0,0
52,STL,West,82,47,35,12,106,289,248,41,1,0,0,0,0
52,DET,East,82,48,34,9,105,245,239,6,1,1,0,0,0
52,NYI,East,82,47,35,11,105,256,239,17,1,1,1,0,0
52,UTA,West,82,49,33,6,104,261,243,18,1,0,0,0,0
52,WPG,West,82,48,34,8,104,274,244,30,1,0,0,0,0
52,CAR,East,82,47,35,9,103,294,256,38,1,0,0,0,0
52,BOS,East,82,47,35,9,103,252,226,26,1,1,0,0,0
52,EDM,West,82,45,37,13,103,262,261,1,1,1,0,0,0
52,CBJ,East,82,46,36,8,100,251,237,14,1,0,0,0,0
52,NSH,West,82,43,39,14,100,285,257,28,1,1,0,0,0
52,NYR,East,82,45,37,9,99,255,235,20,1,1,1,1,1
52,MIN,West,82,42,40,15,99,260,222,38,1,1,1,0,0
52,FLA,East,82,44,38,7,95,269,262,7,1,0,0,0,0
52,COL,West,82,42,40,11,95,249,258,-9,1,1,1,1,0
52,PHI,East,82,40,42,15,95,259,258,1,1,0,0,0,0
52,BUF,East,82,39,43,17,95,249,258,-9,0,0,0,0,0
52,SJS,West,82,41,41,12,94,255,250,5,0,0,0,0,0
52,PIT,East,82,42,40,9,93,266,255,11,0,0,0,0,0
52,VGK,West,82,40,42,13,93,255,265,-10,0,0,0,0,0
52,DAL,West,82,39,43,14,92,273,247,26,0,0,0,0,0
52,MTL,East,82,40,42,10,90,243,260,-17,0,0,0,0,0
52,OTT,East,82,42,40,5,89,280,279,1,0,0,0,0,0
52,ANA,West,82,34,48,20,88,227,268,-41,0,0,0,0,0
52,LAK,West,82,37,45,12,86,246,264,-18,0,0,0,0,0
52,NJD,East,82,37,45,12,86,236,248,-12,0,0,0,0,0
52,TBL,East,82,36,46,13,85,238,254,-16,0,0,0,0,0
52,CGY,West,82,35,47,12,82,253,268,-15,0,0,0,0,0
52,TOR,East,82,33,49,13,79,232,257,-25,0,0,0,0,0
52,WSH,East,82,34,48,9,77,220,274,-54,0,0,0,0,0
52,VAN,West,82,28,54,15,71,207,271,-64,0,0,0,0,0
52,CHI,West,82,24,58,11,59,202,272,-70,0,0,0,0,0
53,VGK,West,82,50,32,8,108,317,263,54,1,0,0,0,0
53,MTL,East,82,48,34,12,108,288,240,48,1,0,0,0,0
53,PIT,East,82,48,34,10,106,293,247,46,1,1,1,1,1
53,CAR,East,82,49,33,7,105,276,248,28,1,1,0,0,0
53,LAK,West,82,48,34,9,105,274,237,37,1,0,0,0,0
53,NJD,East,82,45,37,12,102,272,258,14,1,0,0,0,0
53,TOR,East,82,45,37,9,99,278,249,29,1,1,1,0,0
53,BOS,East,82,45,37,8,98,264,250,14,1,0,0,0,0
53,COL,West,82,47,35,3,97,272,256,16,1,0,0,0,0
53,OTT,East,82,44,38,8,96,287,260,27,1,0,0,0,0
53,EDM,West,82,44,38,8,96,275,274,1,1,1,0,0,0
53,CGY,West,82,43,39,10,96,271,261,10,1,0,0,0,0
53,DAL,West,82,44,38,6,94,261,243,18,1,1,1,1,0
53,ANA,West,82,42,40,9,93,252,278,-26,1,1,0,0,0
53,WSH,East,82,42,40,8,92,259,243,16,1,1,0,0,0
53,NYR,East,82,40,42,12,92,274,268,6,0,0,0,0,0
53,BUF,East,82,40,42,10,90,248,256,-8,0,0,0,0,0
53,NSH,West,82,40,42,10,90,226,239,-13,1,1,1,0,0
53,WPG,West,82,40,42,9,89,252,260,-8,0,0,0,0,0
53,VAN,West,82,39,43,11,89,224,256,-32,0,0,0,0,0
53,SJS,West,82,41,41,6,88,253,251,2,0,0,0,0,0
53,TBL,East,82,39,43,10,88,266,271,-5,0,0,0,0,0
53,STL,West,82,37,45,13,87,256,281,-25,0,0,0,0,0
53,CBJ,East,82,39,43,8,86,264,256,8,0,0,0,0,0
53,UTA,West,82,38,44,10,86,260,273,-13,0,0,0,0,0
53,MIN,West,82,38,44,7,83,249,252,-3,0,0,0,0,0
53,PHI,East,82,34,48,12,80,257,267,-10,0,0,0,0,0
53,FLA,East,82,34,48,11,79,241,261,-20,0,0,0,0,0
53,NYI,East,82,34,48,9,77,233,273,-40,0,0,0,0,0
53,SEA,West,82,33,49,10,76,222,260,-38,0,0,0,0,0
53,CHI,West,82,31,51,13,75,208,263,-55,0,0,0,0,0
53,DET,East,82,31,51,8,70,236,314,-78,0,0,0,0,0
54,DAL,West,82,50,32,12,112,279,234,45,1,1,0,0,0
54,VGK,West,82,51,31,7,109,302,258,44,1,0,0,0,0
54,CAR,East,82,49,33,8,106,334,254,80,1,1,0,0,0
54,STL,West,82,49,33,4,102,290,264,26,1,0,0,0,0
54,PIT,East,82,47,35,7,101,269,260,9,1,1,1,1,0
54,TBL,East,82,47,35,7,101,248,233,15,1,0,0,0,0
54,ANA,West,82,45,37,11,101,254,221,33,1,0,0,0,0
54,NYR,East,82,46,36,7,99,258,255,3,1,0,0,0,0
54,PHI,East,82,44,38,10,98,246,244,2,1,1,0,0,0
54,CGY,West,82,41,41,15,97,261,247,14,1,1,1,1,1
54,COL,West,82,44,38,8,96,285,258,27,1,1,0,0,0
54,OTT,East,82,43,39,10,96,276,263,13,1,1,1,0,0
54,NSH,West,82,43,39,10,96,264,263,1,1,1,1,0,0
54,UTA,West,82,42,40,12,96,274,256,18,1,0,0,0,0
54,BOS,East,82,41,41,14,96,274,268,6,1,0,0,0,0
54,NJD,East,82,40,42,16,96,269,263,6,1,0,0,0,0
54,MIN,West,82,43,39,9,95,250,263,-13,0,0,0,0,0
54,LAK,West,82,42,40,11,95,288,278,10,0,0,0,0,0
54,SJS,West,82,44,38,6,94,270,273,-3,0,0,0,0,0
54,EDM,West,82,41,41,10,92,274,257,17,0,0,0,0,0
54,WPG,West,82,39,43,14,92,248,241,7,0,0,0,0,0
54,NYI,East,82,42,40,6,90,242,248,-6,0,0,0,0,0
54,FLA,East,82,41,41,8,90,260,244,16,0,0,0,0,0
54,SEA,West,82,39,43,12,90,262,263,-1,0,0,0,0,0
54,CBJ,East,82,38,44,14,90,234,247,-13,0,0,0,0,0
54,MTL,East,82,36,46,13,85,244,251,-7,0,0,0,0,0
54,BUF,East,82,33,49,16,82,243,289,-46,0,0,0,0,0
54,WSH,East,82,32,50,15,79,211,253,-42,0,0,0,0,0
54,VAN,West,82,34,48,9,77,220,273,-53,0,0,0,0,0
54,TOR,East,82,29,53,13,71,212,292,-80,0,0,0,0,0
54,DET,East,82,29,53,12,70,221,285,-64,0,0,0,0,0
54,CHI,West,82,28,54,10,66,208,272,-64,0,0,0,0,0
55,COL,West,82,56,26,6,118,310,237,73,1,1,1,0,0
55,NSH,West,82,48,34,10,106,274,242,32,1,0,0,0,0
55,DAL,West,82,48,34,10,106,261,219,42,1,1,1,1,0
55,CAR,East,82,46,36,11,103,285,258,27,1,0,0,0,0
55,NYR,East,82,48,34,5,101,259,248,11,1,1,0,0,0
55,VGK,West,82,44,38,13,101,280,265,15,1,1,0,0,0
55,NJD,East,82,44,38,11,99,284,267,17,1,0,0,0,0
55,PHI,East,82,43,39,13,99,280,264,16,1,0,0,0,0
55,EDM,West,82,43,39,11,97,254,245,9,1,0,0,0,0
55,SJS,West,82,42,40,13,97,247,237,10,1,0,0,0,0
55,OTT,East,82,46,36,4,96,272,260,12,1,1,0,0,0
55,LAK,West,82,44,38,7,95,241,238,3,1,1,0,0,0
55,WPG,West,82,42,40,11,95,243,245,-2,1,0,0,0,0
55,SEA,West,82,42,40,11,95,241,250,-9,0,0,0,0,0
55,FLA,East,82,44,38,6,94,283,259,24,1,1,1,1,1
55,CBJ,East,82,43,39,7,93,278,276,2,1,0,0,0,0
55,STL,West,82,43,39,7,93,269,283,-14,0,0,0,0,0
55,TBL,East,82,41,41,11,93,268,276,-8,1,1,1,0,0
55,MTL,East,82,41,41,11,93,254,260,-6,0,0,0,0,0
55,WSH,East,82,39,43,13,91,235,244,-9,0,0,0,0,0
55,PIT,East,82,43,39,4,90,252,255,-3,0,0,0,0,0
55,UTA,West,82,38,44,12,88,249,259,-10,0,0,0,0,0
55,ANA,West,82,39,43,7,85,273,240,33,0,0,0,0,0
55,TOR,East,82,38,44,9,85,234,274,-40,0,0,0,0,0
55,NYI,East,82,35,47,13,83,248,256,-8,0,0,0,0,0
55,DET,East,82,35,47,13,83,239,268,-29,0,0,0,0,0
55,BUF,East,82,37,45,8,82,231,251,-20,0,0,0,0,0
55,BOS,East,82,33,49,13,79,248,270,-22,0,0,0,0,0
55,CGY,West,82,33,49,10,76,229,275,-46,0,0,0,0,0
55,VAN,West,82,32,50,12,76,221,249,-28,0,0,0,0,0
55,MIN,West,82,33,49,9,75,208,262,-54,0,0,0,0,0
55,CHI,West,82,29,53,17,75,234,252,-18,0,0,0,0,0
56,VGK,West,82,50,32,12,112,299,257,42,1,0,0,0,0
56,DAL,West,82,49,33,13,111,280,224,56,1,1,1,0,0
56,COL,West,82,52,30,4,108,302,238,64,1,1,0,0,0
56,CAR,East,82,47,35,14,108,310,266,44,1,1,1,1,0
56,SJS,West,82,49,33,7,105,268,236,32,1,0,0,0,0
56,PIT,East,82,46,36,10,102,283,255,28,1,0,0,0,0
56,PHI,East,82,47,35,5,99,257,243,14,1,0,0,0,0
56,STL,West,82,44,38,11,99,257,248,9,1,1,1,1,1
56,WPG,West,82,43,39,13,99,302,267,35,1,0,0,0,0
56,BUF,East,82,44,38,10,98,247,243,4,1,0,0,0,0
56,NSH,West,82,43,39,11,97,269,239,30,1,0,0,0,0
56,FLA,East,82,43,39,9,95,287,281,6,1,1,1,0,0
56,ANA,West,82,41,41,12,94,237,243,-6,1,1,0,0,0
56,UTA,West,82,42,40,8,92,257,260,-3,0,0,0,0,0
56,NYI,East,82,41,41,9,91,250,256,-6,1,1,0,0,0
56,OTT,East,82,39,43,13,91,259,258,1,1,1,0,0,0
56,NYR,East,82,38,44,15,91,254,278,-24,1,0,0,0,0
56,EDM,West,82,40,42,10,90,264,261,3,0,0,0,0,0
56,MTL,East,82,40,42,10,90,251,251,0,0,0,0,0,0
56,NJD,East,82,39,43,12,90,237,238,-1,0,0,0,0,0
56,SEA,West,82,40,42,9,89,243,255,-12,0,0,0,0,0
56,TOR,East,82,39,43,10,88,241,260,-19,0,0,0,0,0
56,LAK,West,82,38,44,11,87,245,253,-8,0,0,0,0,0
56,TBL,East,82,39,43,8,86,242,277,-35,0,0,0,0,0
56,CBJ,East,82,38,44,8,84,264,268,-4,0,0,0,0,0
56,CGY,West,82,36,46,12,84,237,263,-26,0,0,0,0,0
56,MIN,West,82,36,46,12,84,236,249,-13,0,0,0,0,0
56,DET,East,82,36,46,10,82,210,235,-25,0,0,0,0,0
56,WSH,East,82,35,47,12,82,236,267,-31,0,0,0,0,0
56,CHI,West,82,34,48,11,79,223,271,-48,0,0,0,0,0
56,BOS,East,82,33,49,7,73,224,256,-32,0,0,0,0,0
56,VAN,West,82,31,51,9,71,189,264,-75,0,0,0,0,0
57,DAL,West,82,49,33,8,106,272,259,13,1,0,0,0,0
57,PIT,East,82,48,34,10,106,282,250,32,1,0,0,0,0
57,MTL,East,82,47,35,11,105,258,223,35,1,0,0,0,0
57,UTA,West,82,46,36,13,105,298,255,43,1,0,0,0,0
57,VGK,West,82,47,35,10,104,262,262,0,1,1,1,1,0
57,NSH,West,82,44,38,16,104,265,234,31,1,0,0,0,0
57,SEA,West,82,48,34,7,103,264,245,19,1,1,1,0,0
57,PHI,East,82,46,36,10,102,270,252,18,1,1,1,1,1
57,TBL,East,82,45,37,12,102,287,266,21,1,0,0,0,0
57,STL,West,82,46,36,9,101,275,235,40,1,0,0,0,0
57,NYI,East,82,45,37,10,100,251,227,24,1,1,1,0,0
57,CAR,East,82,46,36,7,99,313,282,31,1,0,0,0,0
57,ANA,West,82,43,39,13,99,259,252,7,1,1,0,0,0
57,MIN,West,82,42,40,14,98,258,241,17,1,1,0,0,0
57,CBJ,East,82,41,41,13,95,270,252,18,1,1,0,0,0
57,NJD,East,82,42,40,10,94,246,254,-8,1,1,0,0,0
57,FLA,East,82,42,40,9,93,274,272,2,0,0,0,0,0
57,LAK,West,82,41,41,11,93,261,272,-11,0,0,0,0,0
57,COL,West,82,42,40,8,92,275,289,-14,0,0,0,0,0
57,OTT,East,82,42,40,7,91,260,259,1,0,0,0,0,0
57,EDM,West,82,34,48,21,89,262,260,2,0,0,0,0,0
57,BUF,East,82,39,43,10,88,245,267,-22,0,0,0,0,0
57,BOS,East,82,36,46,15,87,255,255,0,0,0,0,0,0
57,TOR,East,82,39,43,8,86,234,251,-17,0,0,0,0,0
57,CGY,West,82,38,44,10,86,251,242,9,0,0,0,0,0
57,NYR,East,82,38,44,9,85,238,262,-24,0,0,0,0,0
57,VAN,West,82,37,45,11,85,225,240,-15,0,0,0,0,0
57,WSH,East,82,35,47,10,80,230,283,-53,0,0,0,0,0
57,DET,East,82,33,49,13,79,228,252,-24,0,0,0,0,0
57,CHI,West,82,33,49,13,79,201,270,-69,0,0,0,0,0
57,WPG,West,82,29,53,14,72,225,271,-46,0,0,0,0,0
57,SJS,West,82,29,53,13,71,209,269,-60,0,0,0,0,0
58,COL,West,82,50,32,11,111,315,247,68,1,1,1,0,0
58,FLA,East,82,50,32,11,111,258,238,20,1,0,0,0,0
58,MTL,East,82,45,37,14,104,257,230,27,1,0,0,0,0
58,DAL,West,82,48,34,7,103,289,248,41,1,0,0,0,0
58,NJD,East,82,45,37,12,102,291,264,27,1,0,0,0,0
58,LAK,West,82,46,36,9,101,278,274,4,1,0,0,0,0
58,NSH,West,82,45,37,11,101,264,264,0,1,1,0,0,0
58,PIT,East,82,43,39,14,100,295,246,49,1,1,1,1,0
58,TBL,East,82,43,39,14,100,240,244,-4,1,0,0,0,0
58,SJS,West,82,42,40,14,98,276,259,17,1,0,0,0,0
58,CAR,East,82,46,36,5,97,251,237,14,1,1,1,0,0
58,EDM,West,82,44,38,9,97,276,256,20,1,1,1,1,1
58,OTT,East,82,43,39,11,97,257,235,22,1,1,0,0,0
58,VGK,West,82,43,39,10,96,268,270,-2,1,1,0,0,0
58,CGY,West,82,38,44,20,96,261,252,9,1,0,0,0,0
58,WPG,West,82,44,38,7,95,270,240,30,0,0,0,0,0
58,UTA,West,82,44,38,7,95,257,248,9,0,0,0,0,0
58,SEA,West,82,42,40,10,94,240,241,-1,0,0,0,0,0
58,NYR,East,82,39,43,16,94,232,243,-11,1,1,0,0,0
58,CBJ,East,82,41,41,11,93,235,241,-6,0,0,0,0,0
58,BUF,East,82,41,41,10,92,246,255,-9,0,0,0,0,0
58,NYI,East,82,39,43,10,88,246,241,5,0,0,0,0,0
58,BOS,East,82,35,47,18,88,234,272,-38,0,0,0,0,0
58,DET,East,82,35,47,18,88,229,252,-23,0,0,0,0,0
58,PHI,East,82,39,43,8,86,216,248,-32,0,0,0,0,0
58,MIN,West,82,38,44,8,84,252,243,9,0,0,0,0,0
58,VAN,West,82,37,45,10,84,216,272,-56,0,0,0,0,0
58,WSH,East,82,35,47,13,83,212,253,-41,0,0,0,0,0
58,TOR,East,82,33,49,15,81,239,255,-16,0,0,0,0,0
58,CHI,West,82,33,49,12,78,220,253,-33,0,0,0,0,0
58,ANA,West,82,33,49,10,76,225,273,-48,0,0,0,0,0
58,STL,West,82,33,49,6,72,241,292,-51,0,0,0,0,0
59,STL,West,82,51,31,7,109,287,260,27,1,0,0,0,0
59,COL,West,82,49,33,9,107,288,242,46,1,1,1,1,1
59,MTL,East,82,44,38,15,103,236,212,24,1,0,0,0,0
59,SEA,West,82,48,34,6,102,273,242,31,1,1,0,0,0
59,VGK,West,82,46,36,10,102,268,252,16,1,1,1,0,0
59,NJD,East,82,44,38,14,102,273,257,16,1,1,0,0,0
59,ANA,West,82,45,37,11,101,271,267,4,1,0,0,0,0
59,NYI,East,82,44,38,12,100,271,271,0,1,0,0,0,0
59,CAR,East,82,47,35,5,99,296,238,58,1,0,0,0,0
59,PIT,East,82,46,36,7,99,263,249,14,1,1,1,1,0
59,OTT,East,82,44,38,11,99,282,264,18,1,1,0,0,0
59,EDM,West,82,45,37,7,97,280,258,22,1,0,0,0,0
59,BOS,East,82,43,39,9,95,233,261,-28,1,0,0,0,0
