sim,team,conference,gp,wins,losses,ot_losses,points,goals_for,goals_against,goal_differential,playoffs,second_round,third_round,final,champion
34,NYI,East,82,48,34,8,104,281,229,52,1,1,0,0,0
34,CBJ,East,82,47,35,10,104,273,240,33,1,1,0,0,0
34,STL,West,82,45,37,14,104,293,248,45,1,1,0,0,0
34,VGK,West,82,45,37,14,104,277,251,26,1,0,0,0,0
34,EDM,West,82,48,34,6,102,271,260,11,1,1,1,1,0
34,UTA,West,82,46,36,9,101,285,262,23,1,0,0,0,0
34,SEA,West,82,45,37,10,100,269,244,25,1,0,0,0,0
34,PHI,East,82,45,37,9,99,278,268,10,1,0,0,0,0
34,WSH,East,82,44,38,9,97,276,247,29,1,0,0,0,0
34,CAR,East,82,43,39,11,97,262,233,29,1,1,1,1,1
34,TBL,East,82,45,37,6,96,258,244,14,1,1,1,0,0
34,WPG,West,82,41,41,9,91,234,259,-25,1,0,0,0,0
34,NYR,East,82,41,41,8,90,246,259,-13,0,0,0,0,0
34,TOR,East,82,39,43,12,90,246,259,-13,0,0,0,0,0
34,LAK,West,82,39,43,12,90,237,251,-14,0,0,0,0,0
34,MTL,East,82,38,44,13,89,254,251,3,0,0,0,0,0
34,CGY,West,82,38,44,13,89,247,250,-3,0,0,0,0,0
34,BOS,East,82,38,44,9,85,261,257,4,0,0,0,0,0
34,NJD,East,82,36,46,13,85,229,244,-15,0,0,0,0,0
34,BUF,East,82,35,47,14,84,230,256,-26,0,0,0,0,0
34,CHI,West,82,32,50,19,83,199,215,-16,0,0,0,0,0
34,DAL,West,82,35,47,12,82,234,255,-21,0,0,0,0,0
34,FLA,East,82,35,47,10,80,226,273,-47,0,0,0,0,0
34,ANA,West,82,30,52,16,76,226,275,-49,0,0,0,0,0
34,MIN,West,82,32,50,11,75,227,282,-55,0,0,0,0,0
34,VAN,West,82,31,51,12,74,224,270,-46,0,0,0,0,0
34,SJS,West,82,34,48,4,72,238,296,-58,0,0,0,0,0
34,DET,East,82,30,52,10,70,211,267,-56,0,0,0,0,0
35,COL,West,82,54,28,6,114,296,234,62,1,1,1,1,0
35,STL,West,82,51,31,9,111,287,233,54,1,0,0,0,0
35,FLA,East,82,47,35,16,110,276,245,31,1,1,0,0,0
35,OTT,East,82,48,34,7,103,285,279,6,1,0,0,0,0
35,CAR,East,82,48,34,5,101,311,268,43,1,1,0,0,0
35,PIT,East,82,47,35,6,100,246,243,3,1,1,1,0,0
35,VGK,West,82,45,37,10,100,312,277,35,1,0,0,0,0
35,DAL,West,82,43,39,14,100,265,239,26,1,0,0,0,0
35,SEA,West,82,45,37,8,98,264,261,3,1,1,0,0,0
35,EDM,West,82,44,38,9,97,296,269,27,1,1,1,0,0
35,CBJ,East,82,42,40,11,95,289,274,15,1,0,0,0,0
35,TBL,East,82,42,40,11,95,267,268,-1,1,0,0,0,0
35,UTA,West,82,42,40,11,95,265,251,14,1,1,0,0,0
35,VAN,West,82,42,40,11,95,238,242,-4,1,0,0,0,0
35,NYI,East,82,41,41,13,95,248,226,22,1,1,1,1,1
35,MIN,West,82,41,41,11,93,267,272,-5,0,0,0,0,0
35,SJS,West,82,44,38,4,92,270,265,5,0,0,0,0,0
35,LAK,West,82,41,41,10,92,279,275,4,0,0,0,0,0
35,DET,East,82,41,41,10,92,244,241,3,1,0,0,0,0
35,WPG,West,82,40,42,9,89,262,271,-9,0,0,0,0,0
35,ANA,West,82,39,43,11,89,246,243,3,0,0,0,0,0
35,NSH,West,82,41,41,6,88,263,268,-5,0,0,0,0,0
35,NYR,East,82,38,44,12,88,246,253,-7,0,0,0,0,0
35,PHI,East,82,38,44,11,87,271,300,-29,0,0,0,0,0
35,BOS,East,82,36,46,13,85,233,282,-49,0,0,0,0,0
35,MTL,East,82,34,48,14,82,275,292,-17,0,0,0,0,0
35,WSH,East,82,34,48,13,81,248,278,-30,0,0,0,0,0
35,TOR,East,82,33,49,15,81,230,267,-37,0,0,0,0,0
35,NJD,East,82,33,49,12,78,237,278,-41,0,0,0,0,0
35,BUF,East,82,34,48,8,76,246,268,-22,0,0,0,0,0
35,CHI,West,82,31,51,12,74,224,279,-55,0,0,0,0,0
35,CGY,West,82,33,49,7,73,229,274,-45,0,0,0,0,0
36,COL,West,82,54,28,7,115,302,246,56,1,1,0,0,0
36,PHI,East,82,48,34,9,105,283,247,36,1,0,0,0,0
36,CAR,East,82,49,33,5,103,301,277,24,1,1,1,1,1
36,MIN,West,82,47,35,6,100,258,225,33,1,0,0,0,0
36,CGY,West,82,46,36,7,99,265,262,3,1,0,0,0,0
36,SJS,West,82,46,36,7,99,265,253,12,1,0,0,0,0
36,EDM,West,82,44,38,11,99,276,245,31,1,1,0,0,0
36,LAK,West,82,47,35,4,98,250,244,6,1,1,1,0,0
36,VGK,West,82,45,37,8,98,278,279,-1,1,1,1,1,0
36,NYR,East,82,44,38,10,98,251,256,-5,1,0,0,0,0
36,ANA,West,82,43,39,9,95,286,263,23,1,0,0,0,0
36,PIT,East,82,45,37,4,94,267,230,37,1,1,0,0,0
36,NYI,East,82,42,40,9,93,277,286,-9,1,0,0,0,0
36,DAL,West,82,39,43,15,93,259,261,-2,0,0,0,0,0
36,TBL,East,82,39,43,15,93,223,233,-10,1,1,1,0,0
36,OTT,East,82,41,41,10,92,248,254,-6,1,0,0,0,0
36,WPG,West,82,41,41,10,92,244,249,-5,0,0,0,0,0
36,FLA,East,82,39,43,14,92,250,258,-8,1,1,0,0,0
36,NSH,West,82,42,40,6,90,267,240,27,0,0,0,0,0
36,UTA,West,82,40,42,10,90,278,261,17,0,0,0,0,0
36,BUF,East,82,39,43,12,90,249,263,-14,0,0,0,0,0
36,NJD,East,82,39,43,11,89,264,267,-3,0,0,0,0,0
36,BOS,East,82,39,43,10,88,263,272,-9,0,0,0,0,0
36,STL,West,82,37,45,14,88,282,292,-10,0,0,0,0,0
36,WSH,East,82,38,44,9,85,220,225,-5,0,0,0,0,0
36,MTL,East,82,38,44,7,83,250,270,-20,0,0,0,0,0
36,SEA,West,82,38,44,7,83,237,250,-13,0,0,0,0,0
36,DET,East,82,36,46,10,82,233,268,-35,0,0,0,0,0
36,CBJ,East,82,36,46,8,80,263,255,8,0,0,0,0,0
36,TOR,East,82,31,51,14,76,228,265,-37,0,0,0,0,0
36,VAN,West,82,32,50,11,75,207,271,-64,0,0,0,0,0
36,CHI,West,82,28,54,10,66,210,267,-57,0,0,0,0,0
37,COL,West,82,54,28,3,111,309,266,43,1,0,0,0,0
37,FLA,East,82,49,33,13,111,290,232,58,1,0,0,0,0
37,CAR,East,82,51,31,7,109,285,249,36,1,0,0,0,0
37,TBL,East,82,48,34,11,107,267,248,19,1,0,0,0,0
37,UTA,West,82,51,31,4,106,296,235,61,1,1,0,0,0
37,VGK,West,82,48,34,8,104,275,222,53,1,1,1,1,1
37,STL,West,82,48,34,7,103,274,249,25,1,1,0,0,0
37,NSH,West,82,44,38,15,103,256,226,30,1,0,0,0,0
37,MIN,West,82,44,38,14,102,272,238,34,1,0,0,0,0
37,NYI,East,82,43,39,16,102,238,230,8,1,0,0,0,0
37,NYR,East,82,44,38,12,100,256,221,35,1,1,1,0,0
37,MTL,East,82,44,38,9,97,248,238,10,1,1,1,1,0
37,BUF,East,82,44,38,8,96,246,259,-13,1,1,0,0,0
37,DAL,West,82,44,38,6,94,254,258,-4,1,0,0,0,0
37,EDM,West,82,41,41,12,94,248,252,-4,1,1,1,0,0
37,SJS,West,82,42,40,9,93,234,251,-17,0,0,0,0,0
37,TOR,East,82,40,42,13,93,254,243,11,1,1,0,0,0
37,SEA,West,82,41,41,8,90,245,260,-15,0,0,0,0,0
37,PIT,East,82,40,42,9,89,240,279,-39,0,0,0,0,0
37,PHI,East,82,36,46,15,87,249,242,7,0,0,0,0,0
37,WSH,East,82,38,44,10,86,235,265,-30,0,0,0,0,0
37,WPG,West,82,37,45,12,86,243,241,2,0,0,0,0,0
37,ANA,West,82,36,46,14,86,237,258,-21,0,0,0,0,0
37,OTT,East,82,35,47,15,85,259,262,-3,0,0,0,0,0
37,NJD,East,82,38,44,8,84,257,249,8,0,0,0,0,0
37,DET,East,82,36,46,11,83,236,264,-28,0,0,0,0,0
37,LAK,West,82,38,44,6,82,226,242,-16,0,0,0,0,0
37,CBJ,East,82,36,46,10,82,246,274,-28,0,0,0,0,0
37,CGY,West,82,33,49,14,80,243,282,-39,0,0,0,0,0
37,BOS,East,82,32,50,14,78,231,267,-36,0,0,0,0,0
37,CHI,West,82,27,55,16,70,206,270,-64,0,0,0,0,0
37,VAN,West,82,30,52,8,68,199,282,-83,0,0,0,0,0
38,COL,West,82,59,23,5,123,320,237,83,1,1,0,0,0
38,NYR,East,82,50,32,6,106,287,235,52,1,1,1,0,0
38,TOR,East,82,50,32,6,106,282,249,33,1,0,0,0,0
38,VGK,West,82,48,34,6,102,263,233,30,1,0,0,0,0
38,OTT,East,82,47,35,8,102,271,237,34,1,0,0,0,0
38,DAL,West,82,46,36,10,102,273,260,13,1,0,0,0,0
38,STL,West,82,47,35,7,101,297,270,27,1,1,0,0,0
38,FLA,East,82,47,35,7,101,278,261,17,1,0,0,0,0
38,PIT,East,82,45,37,10,100,277,258,19,1,1,1,1,0
38,LAK,West,82,46,36,7,99,281,271,10,1,0,0,0,0
38,NYI,East,82,42,40,15,99,267,244,23,1,1,0,0,0
38,NSH,West,82,43,39,10,96,274,269,5,1,1,1,1,1
38,CBJ,East,82,45,37,5,95,273,254,19,1,1,0,0,0
38,BOS,East,82,42,40,11,95,285,280,5,1,0,0,0,0
38,EDM,West,82,42,40,10,94,254,255,-1,1,1,1,0,0
38,NJD,East,82,39,43,16,94,267,264,3,0,0,0,0,0
38,PHI,East,82,39,43,14,92,238,232,6,0,0,0,0,0
38,SEA,West,82,40,42,10,90,235,255,-20,1,0,0,0,0
38,UTA,West,82,38,44,14,90,263,259,4,0,0,0,0,0
38,SJS,West,82,40,42,8,88,262,274,-12,0,0,0,0,0
38,TBL,East,82,39,43,10,88,256,252,4,0,0,0,0,0
38,BUF,East,82,38,44,9,85,239,273,-34,0,0,0,0,0
38,MIN,West,82,37,45,11,85,238,276,-38,0,0,0,0,0
38,DET,East,82,35,47,13,83,234,245,-11,0,0,0,0,0
38,ANA,West,82,38,44,6,82,249,272,-23,0,0,0,0,0
38,CAR,East,82,37,45,8,82,263,296,-33,0,0,0,0,0
38,CHI,West,82,33,49,16,82,212,239,-27,0,0,0,0,0
38,CGY,West,82,35,47,6,76,222,267,-45,0,0,0,0,0
38,WPG,West,82,32,50,12,76,266,287,-21,0,0,0,0,0
38,WSH,East,82,32,50,12,76,232,271,-39,0,0,0,0,0
38,MTL,East,82,31,51,13,75,248,285,-37,0,0,0,0,0
38,VAN,West,82,30,52,14,74,200,246,-46,0,0,0,0,0
39,NSH,West,82,53,29,10,116,281,225,56,1,1,0,0,0
39,TBL,East,82,54,28,6,114,285,225,60,1,1,0,0,0
39,NYR,East,82,50,32,12,112,286,236,50,1,1,1,0,0
39,OTT,East,82,49,33,13,111,301,255,46,1,0,0,0,0
39,EDM,West,82,48,34,11,107,263,228,35,1,0,0,0,0
39,CAR,East,82,48,34,10,106,312,261,51,1,1,0,0,0
39,UTA,West,82,50,32,3,103,284,252,32,1,1,0,0,0
39,COL,West,82,47,35,6,100,301,255,46,1,1,1,1,0
39,MIN,West,82,45,37,9,99,254,258,-4,1,0,0,0,0
39,STL,West,82,45,37,9,99,253,253,0,1,0,0,0,0
39,PHI,East,82,44,38,9,97,270,254,16,1,0,0,0,0
39,FLA,East,82,43,39,11,97,275,277,-2,1,1,1,1,1
39,LAK,West,82,42,40,13,97,256,252,4,1,1,1,0,0
39,TOR,East,82,42,40,12,96,253,241,12,1,0,0,0,0
39,CBJ,East,82,41,41,14,96,265,244,21,1,0,0,0,0
39,WSH,East,82,43,39,8,94,222,238,-16,0,0,0,0,0
39,MTL,East,82,41,41,11,93,236,244,-8,0,0,0,0,0
39,VGK,West,82,38,44,14,90,263,265,-2,1,0,0,0,0
39,ANA,West,82,38,44,13,89,267,274,-7,0,0,0,0,0
39,NYI,East,82,38,44,13,89,249,245,4,0,0,0,0,0
39,DET,East,82,36,46,17,89,233,240,-7,0,0,0,0,0
39,DAL,West,82,40,42,8,88,234,274,-40,0,0,0,0,0
39,CHI,West,82,36,46,14,86,237,270,-33,0,0,0,0,0
39,WPG,West,82,37,45,11,85,229,260,-31,0,0,0,0,0
39,SEA,West,82,37,45,10,84,254,286,-32,0,0,0,0,0
39,CGY,West,82,34,48,15,83,241,257,-16,0,0,0,0,0
39,BOS,East,82,35,47,11,81,228,265,-37,0,0,0,0,0
39,VAN,West,82,34,48,12,80,215,244,-29,0,0,0,0,0
39,NJD,East,82,33,49,11,77,218,288,-70,0,0,0,0,0
39,BUF,East,82,30,52,17,77,244,247,-3,0,0,0,0,0
39,PIT,East,82,33,49,4,70,250,295,-45,0,0,0,0,0
39,SJS,West,82,28,54,13,69,206,257,-51,0,0,0,0,0
40,COL,West,82,53,29,9,115,289,238,51,1,1,1,1,0
40,EDM,West,82,51,31,11,113,276,221,55,1,0,0,0,0
40,FLA,East,82,51,31,9,111,267,227,40,1,1,0,0,0
40,PIT,East,82,49,33,8,106,279,234,45,1,1,1,0,0
40,WPG,West,82,48,34,9,105,279,240,39,1,0,0,0,0
40,NJD,East,82,47,35,11,105,284,264,20,1,1,0,0,0
40,MIN,West,82,46,36,12,104,253,252,1,1,0,0,0,0
40,NSH,West,82,48,34,6,102,282,261,21,1,1,1,0,0
40,BOS,East,82,43,39,15,101,260,238,22,1,0,0,0,0
40,OTT,East,82,43,39,11,97,273,261,12,1,1,1,1,1
40,VGK,West,82,45,37,6,96,276,265,11,1,1,0,0,0
40,NYI,East,82,45,37,6,96,260,283,-23,1,0,0,0,0
40,NYR,East,82,43,39,10,96,253,258,-5,1,0,0,0,0
40,CAR,East,82,44,38,7,95,259,260,-1,1,0,0,0,0
40,PHI,East,82,39,43,16,94,268,251,17,0,0,0,0,0
40,WSH,East,82,38,44,18,94,238,238,0,0,0,0,0,0
40,STL,West,82,39,43,13,91,228,230,-2,1,1,0,0,0
40,LAK,West,82,38,44,14,90,247,252,-5,1,0,0,0,0
40,BUF,East,82,39,43,11,89,250,260,-10,0,0,0,0,0
40,UTA,West,82,38,44,13,89,226,242,-16,0,0,0,0,0
40,DAL,West,82,39,43,9,87,274,243,31,0,0,0,0,0
40,SJS,West,82,39,43,9,87,256,259,-3,0,0,0,0,0
40,TBL,East,82,40,42,6,86,245,252,-7,0,0,0,0,0
40,SEA,West,82,39,43,8,86,249,257,-8,0,0,0,0,0
40,MTL,East,82,36,46,12,84,257,266,-9,0,0,0,0,0
40,TOR,East,82,35,47,11,81,232,259,-27,0,0,0,0,0
40,DET,East,82,35,47,11,81,222,270,-48,0,0,0,0,0
40,VAN,West,82,35,47,11,81,221,251,-30,0,0,0,0,0
40,CBJ,East,82,32,50,13,77,243,285,-42,0,0,0,0,0
40,ANA,West,82,31,51,14,76,237,277,-40,0,0,0,0,0
40,CHI,West,82,32,50,9,73,185,239,-54,0,0,0,0,0
40,CGY,West,82,32,50,8,72,230,265,-35,0,0,0,0,0
41,DAL,West,82,53,29,7,113,262,235,27,1,0,0,0,0
41,COL,West,82,50,32,10,110,299,249,50,1,1,0,0,0
41,MTL,East,82,50,32,6,106,282,266,16,1,1,1,0,0
41,WPG,West,82,47,35,11,105,260,242,18,1,1,0,0,0
41,CAR,East,82,45,37,12,102,287,250,37,1,1,1,1,0
41,EDM,West,82,47,35,7,101,270,227,43,1,1,1,1,1
41,SEA,West,82,46,36,8,100,245,241,4,1,0,0,0,0
41,NYI,East,82,44,38,12,100,260,237,23,1,1,0,0,0
41,UTA,West,82,44,38,12,100,253,236,17,1,0,0,0,0
41,PIT,East,82,45,37,9,99,298,269,29,1,0,0,0,0
41,PHI,East,82,44,38,10,98,271,255,16,1,1,0,0,0
41,STL,West,82,44,38,10,98,268,277,-9,1,0,0,0,0
41,NSH,West,82,43,39,12,98,259,257,2,1,1,1,0,0
41,TBL,East,82,44,38,7,95,283,265,18,1,0,0,0,0
41,CBJ,East,82,41,41,12,94,258,263,-5,1,0,0,0,0
41,NJD,East,82,40,42,14,94,264,270,-6,1,0,0,0,0
41,MIN,West,82,39,43,16,94,251,251,0,0,0,0,0,0
41,LAK,West,82,41,41,10,92,249,252,-3,0,0,0,0,0
41,OTT,East,82,41,41,8,90,271,270,1,0,0,0,0,0
41,BOS,East,82,40,42,10,90,241,235,6,0,0,0,0,0
41,NYR,East,82,39,43,12,90,249,274,-25,0,0,0,0,0
41,ANA,West,82,39,43,11,89,241,243,-2,0,0,0,0,0
41,SJS,West,82,40,42,8,88,266,257,9,0,0,0,0,0
41,VGK,West,82,39,43,10,88,276,254,22,0,0,0,0,0
41,FLA,East,82,35,47,17,87,253,257,-4,0,0,0,0,0
41,BUF,East,82,37,45,12,86,226,253,-27,0,0,0,0,0
41,CGY,West,82,39,43,6,84,249,258,-9,0,0,0,0,0
41,TOR,East,82,36,46,10,82,227,258,-31,0,0,0,0,0
41,DET,East,82,33,49,14,80,236,275,-39,0,0,0,0,0
41,WSH,East,82,29,53,19,77,224,258,-34,0,0,0,0,0
41,VAN,West,82,31,51,14,76,217,276,-59,0,0,0,0,0
41,CHI,West,82,27,55,8,62,199,284,-85,0,0,0,0,0
42,PIT,East,82,51,31,7,109,274,239,35,1,0,0,0,0
42,TBL,East,82,46,36,11,103,269,259,10,1,1,1,1,1
42,OTT,East,82,46,36,9,101,289,248,41,1,0,0,0,0
42,TOR,East,82,44,38,12,100,258,235,23,1,1,0,0,0
42,BUF,East,82,45,37,9,99,252,241,11,1,0,0,0,0
42,VGK,West,82,44,38,10,98,275,264,11,1,1,0,0,0
42,CAR,East,82,45,37,7,97,300,279,21,1,1,1,0,0
42,COL,West,82,44,38,9,97,268,254,14,1,1,1,0,0
42,WSH,East,82,44,38,8,96,252,245,7,1,0,0,0,0
42,SJS,West,82,43,39,10,96,250,259,-9,1,0,0,0,0
42,PHI,East,82,42,40,11,95,259,250,9,1,1,0,0,0
42,DAL,West,82,40,42,15,95,251,237,14,1,1,0,0,0
42,FLA,East,82,43,39,8,94,254,262,-8,0,0,0,0,0
42,WPG,West,82,42,40,10,94,247,231,16,1,0,0,0,0
42,SEA,West,82,40,42,14,94,269,260,9,1,1,1,1,0
42,NJD,East,82,42,40,8,92,249,247,2,0,0,0,0,0
42,CGY,West,82,41,41,10,92,262,262,0,1,0,0,0,0
42,NSH,West,82,41,41,9,91,265,260,5,1,0,0,0,0
42,ANA,West,82,42,40,5,89,260,278,-18,0,0,0,0,0
42,STL,West,82,40,42,9,89,244,258,-14,0,0,0,0,0
42,BOS,East,82,39,43,11,89,251,246,5,0,0,0,0,0
42,DET,East,82,39,43,11,89,243,254,-11,0,0,0,0,0
42,EDM,West,82,38,44,13,89,267,255,12,0,0,0,0,0
42,MIN,West,82,38,44,12,88,233,258,-25,0,0,0,0,0
42,NYR,East,82,39,43,9,87,267,264,3,0,0,0,0,0
42,CHI,West,82,38,44,10,86,224,253,-29,0,0,0,0,0
42,UTA,West,82,37,45,10,84,249,262,-13,0,0,0,0,0
42,NYI,East,82,36,46,12,84,246,256,-10,0,0,0,0,0
42,CBJ,East,82,35,47,14,84,261,278,-17,0,0,0,0,0
42,MTL,East,82,37,45,9,83,232,269,-37,0,0,0,0,0
42,LAK,West,82,39,43,2,80,243,263,-20,0,0,0,0,0
42,VAN,West,82,32,50,12,76,197,234,-37,0,0,0,0,0
43,BUF,East,82,54,28,6,114,269,226,43,1,1,1,0,0
43,COL,West,82,53,29,6,112,302,270,32,1,1,1,1,0
43,CGY,West,82,51,31,8,110,270,241,29,1,0,0,0,0
43,EDM,West,82,50,32,8,108,282,218,64,1,1,1,0,0
43,VGK,West,82,49,33,9,107,274,238,36,1,0,0,0,0
43,UTA,West,82,43,39,17,103,273,223,50,1,1,0,0,0
43,WPG,West,82,45,37,11,101,284,252,32,1,0,0,0,0
43,FLA,East,82,47,35,6,100,268,247,21,1,1,0,0,0
43,DAL,West,82,45,37,10,100,298,269,29,1,1,0,0,0
43,CBJ,East,82,45,37,8,98,271,256,15,1,0,0,0,0
43,CAR,East,82,44,38,9,97,292,264,28,1,1,1,1,1
43,TBL,East,82,43,39,9,95,260,253,7,1,0,0,0,0
43,PIT,East,82,42,40,10,94,260,261,-1,1,1,0,0,0
43,NSH,West,82,41,41,11,93,273,275,-2,1,0,0,0,0
43,ANA,West,82,40,42,13,93,243,245,-2,0,0,0,0,0
43,MIN,West,82,41,41,10,92,249,247,2,0,0,0,0,0
43,BOS,East,82,42,40,7,91,257,254,3,1,0,0,0,0
43,SJS,West,82,41,41,7,89,235,245,-10,0,0,0,0,0
43,STL,West,82,40,42,9,89,254,251,3,0,0,0,0,0
43,OTT,East,82,40,42,9,89,251,248,3,1,0,0,0,0
43,NYR,East,82,39,43,11,89,254,268,-14,0,0,0,0,0
43,LAK,West,82,39,43,8,86,244,272,-28,0,0,0,0,0
43,WSH,East,82,34,48,18,86,248,260,-12,0,0,0,0,0
43,NJD,East,82,39,43,7,85,269,281,-12,0,0,0,0,0
43,NYI,East,82,39,43,7,85,257,265,-8,0,0,0,0,0
43,PHI,East,82,37,45,10,84,248,253,-5,0,0,0,0,0
43,TOR,East,82,35,47,13,83,210,259,-49,0,0,0,0,0
43,MTL,East,82,33,49,15,81,240,289,-49,0,0,0,0,0
43,SEA,West,82,33,49,12,78,227,272,-45,0,0,0,0,0
43,DET,East,82,32,50,9,73,214,256,-42,0,0,0,0,0
43,VAN,West,82,30,52,11,71,220,283,-63,0,0,0,0,0
43,CHI,West,82,26,56,19,71,207,262,-55,0,0,0,0,0
44,OTT,East,82,50,32,12,112,283,257,26,1,0,0,0,0
44,NYR,East,82,50,32,11,111,263,203,60,1,1,1,0,0
44,TBL,East,82,47,35,11,105,270,232,38,1,0,0,0,0
44,COL,West,82,48,34,6,102,317,276,41,1,1,0,0,0
44,STL,West,82,46,36,10,102,275,256,19,1,1,1,1,0
44,VGK,West,82,49,33,3,101,274,249,25,1,1,0,0,0
44,PHI,East,82,47,35,6,100,286,249,37,1,0,0,0,0
44,EDM,West,82,45,37,8,98,278,244,34,1,1,1,0,0
44,NSH,West,82,43,39,12,98,267,253,14,1,0,0,0,0
44,BUF,East,82,44,38,8,96,258,269,-11,1,1,0,0,0
44,FLA,East,82,44,38,8,96,252,244,8,1,1,1,1,1
44,SJS,West,82,41,41,14,96,259,244,15,1,0,0,0,0
44,MIN,West,82,41,41,14,96,247,251,-4,1,0,0,0,0
44,TOR,East,82,40,42,16,96,253,235,18,1,0,0,0,0
44,MTL,East,82,44,38,7,95,249,249,0,1,1,0,0,0
44,PIT,East,82,42,40,11,95,264,267,-3,0,0,0,0,0
44,CAR,East,82,43,39,8,94,281,275,6,0,0,0,0,0
44,WSH,East,82,40,42,13,93,221,243,-22,0,0,0,0,0
44,LAK,West,82,40,42,12,92,273,265,8,1,0,0,0,0
44,UTA,West,82,38,44,14,90,266,268,-2,0,0,0,0,0
44,WPG,West,82,39,43,11,89,223,233,-10,0,0,0,0,0
44,ANA,West,82,39,43,10,88,233,259,-26,0,0,0,0,0
44,SEA,West,82,40,42,6,86,239,254,-15,0,0,0,0,0
44,DAL,West,82,38,44,10,86,241,258,-17,0,0,0,0,0
44,NJD,East,82,38,44,10,86,239,246,-7,0,0,0,0,0
44,CGY,West,82,40,42,5,85,243,257,-14,0,0,0,0,0
44,NYI,East,82,35,47,14,84,257,259,-2,0,0,0,0,0
44,BOS,East,82,37,45,9,83,250,272,-22,0,0,0,0,0
44,DET,East,82,34,48,13,81,228,261,-33,0,0,0,0,0
44,CBJ,East,82,33,49,10,76,249,289,-40,0,0,0,0,0
44,VAN,West,82,33,49,9,75,213,273,-60,0,0,0,0,0
44,CHI,West,82,24,58,14,62,216,277,-61,0,0,0,0,0
45,COL,West,82,54,28,7,115,310,239,71,1,1,1,1,1
45,VGK,West,82,48,34,14,110,289,243,46,1,1,1,0,0
45,OTT,East,82,49,33,6,104,281,252,29,1,0,0,0,0
45,TBL,East,82,46,36,10,102,264,243,21,1,0,0,0,0
45,MIN,West,82,41,41,17,99,258,249,9,1,0,0,0,0
45,BOS,East,82,46,36,6,98,274,252,22,1,1,1,0,0
45,PHI,East,82,42,40,13,97,295,264,31,1,0,0,0,0
45,DAL,West,82,45,37,6,96,273,258,15,1,1,0,0,0
45,PIT,East,82,43,39,10,96,259,256,3,1,1,0,0,0
45,BUF,East,82,42,40,12,96,237,234,3,1,0,0,0,0
45,CGY,West,82,42,40,12,96,216,233,-17,1,0,0,0,0
45,CAR,East,82,45,37,5,95,285,263,22,1,1,1,1,0
45,EDM,West,82,40,42,15,95,251,256,-5,1,1,0,0,0
45,STL,West,82,44,38,6,94,280,274,6,1,0,0,0,0
45,SJS,West,82,43,39,8,94,264,242,22,1,0,0,0,0
45,NJD,East,82,41,41,12,94,258,273,-15,1,1,0,0,0
45,MTL,East,82,41,41,11,93,247,245,2,0,0,0,0,0
45,NSH,West,82,40,42,12,92,256,268,-12,0,0,0,0,0
45,WPG,West,82,42,40,7,91,248,251,-3,0,0,0,0,0
45,FLA,East,82,40,42,11,91,258,267,-9,0,0,0,0,0
45,CBJ,East,82,42,40,6,90,248,248,0,0,0,0,0,0
45,NYR,East,82,40,42,9,89,260,290,-30,0,0,0,0,0
45,NYI,East,82,38,44,13,89,267,278,-11,0,0,0,0,0
45,TOR,East,82,38,44,12,88,248,257,-9,0,0,0,0,0
45,SEA,West,82,39,43,8,86,246,241,5,0,0,0,0,0
45,LAK,West,82,38,44,10,86,251,257,-6,0,0,0,0,0
45,VAN,West,82,36,46,13,85,239,256,-17,0,0,0,0,0
45,UTA,West,82,35,47,12,82,263,268,-5,0,0,0,0,0
45,WSH,East,82,37,45,7,81,240,267,-27,0,0,0,0,0
45,DET,East,82,34,48,13,81,225,255,-30,0,0,0,0,0
45,ANA,West,82,32,50,16,80,247,280,-33,0,0,0,0,0
45,CHI,West,82,29,53,10,68,191,269,-78,0,0,0,0,0
46,CAR,East,82,51,31,7,109,311,278,33,1,0,0,0,0
46,DAL,West,82,49,33,10,108,260,247,13,1,1,0,0,0
46,PHI,East,82,46,36,15,107,283,244,39,1,1,0,0,0
46,VGK,West,82,50,32,6,106,290,249,41,1,1,0,0,0
46,FLA,East,82,47,35,12,106,267,245,22,1,0,0,0,0
46,MTL,East,82,47,35,11,105,263,237,26,1,0,0,0,0
46,PIT,East,82,47,35,10,104,306,268,38,1,1,1,1,0
46,NYI,East,82,46,36,12,104,252,235,17,1,1,0,0,0
46,COL,West,82,46,36,7,99,326,278,48,1,1,1,1,1
46,ANA,West,82,44,38,10,98,269,261,8,1,0,0,0,0
46,CBJ,East,82,45,37,7,97,273,258,15,1,0,0,0,0
46,NSH,West,82,44,38,8,96,259,275,-16,1,1,1,0,0
46,EDM,West,82,45,37,5,95,250,260,-10,1,0,0,0,0
46,STL,West,82,42,40,10,94,271,257,14,1,0,0,0,0
46,CGY,West,82,41,41,12,94,241,235,6,1,0,0,0,0
46,TOR,East,82,42,40,9,93,250,235,15,1,1,1,0,0
46,WPG,West,82,41,41,11,93,257,258,-1,0,0,0,0,0
46,MIN,West,82,41,41,11,93,254,257,-3,0,0,0,0,0
46,NJD,East,82,43,39,6,92,254,268,-14,0,0,0,0,0
46,BOS,East,82,41,41,10,92,248,243,5,0,0,0,0,0
46,UTA,West,82,40,42,12,92,258,242,16,0,0,0,0,0
46,TBL,East,82,39,43,13,91,255,275,-20,0,0,0,0,0
46,LAK,West,82,39,43,11,89,238,227,11,0,0,0,0,0
46,OTT,East,82,40,42,6,86,228,249,-21,0,0,0,0,0
