sim,team,conference,gp,wins,losses,ot_losses,points,goals_for,goals_against,goal_differential,playoffs,second_round,third_round,final,champion
13,TOR,East,82,39,43,8,86,220,232,-12,0,0,0,0,0
13,ANA,West,82,39,43,7,85,243,258,-15,0,0,0,0,0
13,MTL,East,82,37,45,9,83,250,252,-2,0,0,0,0,0
13,CBJ,East,82,36,46,10,82,238,230,8,0,0,0,0,0
13,COL,West,82,40,42,1,81,262,284,-22,0,0,0,0,0
13,DET,East,82,36,46,8,80,249,269,-20,0,0,0,0,0
13,DAL,West,82,36,46,8,80,236,259,-23,0,0,0,0,0
13,VAN,West,82,33,49,9,75,210,254,-44,0,0,0,0,0
13,BUF,East,82,34,48,6,74,253,260,-7,0,0,0,0,0
13,CGY,West,82,33,49,8,74,227,256,-29,0,0,0,0,0
13,NYR,East,82,33,49,7,73,244,287,-43,0,0,0,0,0
13,WSH,East,82,33,49,7,73,218,264,-46,0,0,0,0,0
13,CHI,West,82,27,55,11,65,200,245,-45,0,0,0,0,0
14,NYR,East,82,55,27,6,116,286,236,50,1,0,0,0,0
14,COL,West,82,51,31,9,111,308,245,63,1,1,0,0,0
14,CAR,East,82,50,32,5,105,311,266,45,1,0,0,0,0
14,FLA,East,82,48,34,6,102,290,256,34,1,1,0,0,0
14,UTA,West,82,49,33,3,101,309,259,50,1,0,0,0,0
14,EDM,West,82,47,35,7,101,294,245,49,1,1,0,0,0
14,PIT,East,82,49,33,2,100,291,268,23,1,0,0,0,0
14,PHI,East,82,47,35,6,100,267,235,32,1,1,1,1,0
14,BUF,East,82,43,39,10,96,257,259,-2,1,0,0,0,0
14,NSH,West,82,43,39,9,95,267,267,0,1,1,1,1,1
14,ANA,West,82,43,39,5,91,271,266,5,1,0,0,0,0
14,DAL,West,82,42,40,7,91,275,261,14,1,0,0,0,0
14,SEA,West,82,42,40,6,90,264,253,11,1,1,1,0,0
14,CGY,West,82,40,42,10,90,243,242,1,1,0,0,0,0
14,BOS,East,82,42,40,4,88,288,292,-4,1,1,0,0,0
14,VGK,West,82,42,40,4,88,270,253,17,0,0,0,0,0
14,SJS,West,82,42,40,4,88,250,275,-25,0,0,0,0,0
14,NYI,East,82,40,42,8,88,257,258,-1,1,1,1,0,0
14,TBL,East,82,40,42,7,87,266,265,1,0,0,0,0,0
14,MIN,West,82,39,43,5,83,275,267,8,0,0,0,0,0
14,OTT,East,82,39,43,5,83,264,276,-12,0,0,0,0,0
14,TOR,East,82,38,44,4,80,249,253,-4,0,0,0,0,0
14,STL,West,82,36,46,8,80,272,271,1,0,0,0,0,0
14,MTL,East,82,37,45,4,78,247,291,-44,0,0,0,0,0
14,WSH,East,82,37,45,4,78,216,270,-54,0,0,0,0,0
14,NJD,East,82,35,47,8,78,235,257,-22,0,0,0,0,0
14,VAN,West,82,35,47,7,77,248,267,-19,0,0,0,0,0
14,WPG,West,82,34,48,9,77,262,283,-21,0,0,0,0,0
14,LAK,West,82,35,47,6,76,236,273,-37,0,0,0,0,0
14,CBJ,East,82,33,49,5,71,223,270,-47,0,0,0,0,0
14,DET,East,82,30,52,9,69,232,284,-52,0,0,0,0,0
14,CHI,West,82,29,53,10,68,203,263,-60,0,0,0,0,0
15,COL,West,82,53,29,5,111,343,255,88,1,0,0,0,0
15,STL,West,82,51,31,6,108,282,251,31,1,1,1,0,0
15,CAR,East,82,50,32,8,108,297,250,47,1,1,1,1,1
15,OTT,East,82,50,32,6,106,272,242,30,1,1,1,0,0
15,PIT,East,82,49,33,3,101,289,235,54,1,0,0,0,0
15,LAK,West,82,48,34,5,101,282,246,36,1,0,0,0,0
15,VGK,West,82,46,36,7,99,275,235,40,1,0,0,0,0
15,MTL,East,82,43,39,10,96,254,242,12,1,1,0,0,0
15,PHI,East,82,44,38,6,94,279,268,11,1,0,0,0,0
15,MIN,West,82,42,40,10,94,257,254,3,1,1,1,1,0
15,CBJ,East,82,41,41,11,93,243,229,14,1,1,0,0,0
15,SEA,West,82,40,42,13,93,245,247,-2,1,1,0,0,0
15,ANA,West,82,41,41,10,92,256,265,-9,1,0,0,0,0
15,TBL,East,82,41,41,9,91,271,282,-11,1,0,0,0,0
15,FLA,East,82,41,41,8,90,274,273,1,1,0,0,0,0
15,UTA,West,82,41,41,8,90,253,265,-12,1,1,0,0,0
15,DET,East,82,42,40,5,89,248,256,-8,0,0,0,0,0
15,CGY,West,82,41,41,7,89,258,276,-18,0,0,0,0,0
15,DAL,West,82,41,41,7,89,254,250,4,0,0,0,0,0
15,NJD,East,82,40,42,8,88,259,257,2,0,0,0,0,0
15,NYI,East,82,41,41,5,87,235,253,-18,0,0,0,0,0
15,NSH,West,82,40,42,5,85,257,265,-8,0,0,0,0,0
15,TOR,East,82,36,46,10,82,254,266,-12,0,0,0,0,0
15,EDM,West,82,36,46,9,81,259,262,-3,0,0,0,0,0
15,CHI,West,82,35,47,11,81,235,278,-43,0,0,0,0,0
15,NYR,East,82,37,45,5,79,250,282,-32,0,0,0,0,0
15,SJS,West,82,36,46,7,79,251,254,-3,0,0,0,0,0
15,WPG,West,82,34,48,9,77,250,291,-41,0,0,0,0,0
15,BOS,East,82,36,46,4,76,249,287,-38,0,0,0,0,0
15,BUF,East,82,35,47,5,75,230,270,-40,0,0,0,0,0
15,VAN,West,82,31,51,12,74,216,261,-45,0,0,0,0,0
15,WSH,East,82,30,52,11,71,251,281,-30,0,0,0,0,0
16,OTT,East,82,51,31,6,108,295,247,48,1,1,1,0,0
16,CBJ,East,82,49,33,9,107,280,238,42,1,1,0,0,0
16,EDM,West,82,48,34,5,101,303,260,43,1,1,0,0,0
16,CAR,East,82,49,33,2,100,284,255,29,1,1,1,1,0
16,COL,West,82,48,34,4,100,292,260,32,1,1,1,1,1
16,BUF,East,82,47,35,6,100,240,242,-2,1,1,0,0,0
16,NJD,East,82,46,36,5,97,289,248,41,1,0,0,0,0
16,TBL,East,82,45,37,5,95,248,238,10,1,0,0,0,0
16,UTA,West,82,43,39,9,95,274,256,18,1,0,0,0,0
16,SEA,West,82,42,40,11,95,257,237,20,1,0,0,0,0
16,LAK,West,82,46,36,2,94,263,244,19,1,1,0,0,0
16,WPG,West,82,44,38,5,93,279,265,14,1,1,1,0,0
16,DAL,West,82,43,39,6,92,281,273,8,1,0,0,0,0
16,STL,West,82,41,41,10,92,242,246,-4,1,0,0,0,0
16,PIT,East,82,41,41,9,91,255,261,-6,1,0,0,0,0
16,TOR,East,82,41,41,7,89,267,277,-10,1,0,0,0,0
16,NSH,West,82,39,43,10,88,251,247,4,0,0,0,0,0
16,MTL,East,82,40,42,7,87,257,266,-9,0,0,0,0,0
16,NYR,East,82,40,42,6,86,258,252,6,0,0,0,0,0
16,ANA,West,82,40,42,6,86,246,277,-31,0,0,0,0,0
16,VAN,West,82,39,43,8,86,236,238,-2,0,0,0,0,0
16,WSH,East,82,40,42,5,85,243,252,-9,0,0,0,0,0
16,CGY,West,82,37,45,9,83,239,263,-24,0,0,0,0,0
16,SJS,West,82,37,45,7,81,225,242,-17,0,0,0,0,0
16,NYI,East,82,37,45,6,80,240,274,-34,0,0,0,0,0
16,BOS,East,82,37,45,4,78,250,255,-5,0,0,0,0,0
16,DET,East,82,37,45,4,78,239,283,-44,0,0,0,0,0
16,VGK,West,82,35,47,7,77,274,268,6,0,0,0,0,0
16,FLA,East,82,34,48,9,77,257,266,-9,0,0,0,0,0
16,MIN,West,82,35,47,6,76,254,296,-42,0,0,0,0,0
16,PHI,East,82,35,47,5,75,259,278,-19,0,0,0,0,0
16,CHI,West,82,26,56,7,59,206,279,-73,0,0,0,0,0
17,EDM,West,82,50,32,4,104,321,263,58,1,1,1,0,0
17,DAL,West,82,47,35,6,100,270,269,1,1,1,0,0,0
17,OTT,East,82,46,36,7,99,282,254,28,1,1,0,0,0
17,SJS,West,82,45,37,9,99,292,264,28,1,0,0,0,0
17,TBL,East,82,46,36,5,97,291,270,21,1,0,0,0,0
17,ANA,West,82,46,36,5,97,275,249,26,1,1,1,1,1
17,STL,West,82,45,37,6,96,276,253,23,1,0,0,0,0
17,FLA,East,82,46,36,3,95,260,254,6,1,0,0,0,0
17,COL,West,82,45,37,5,95,261,249,12,1,1,0,0,0
17,SEA,West,82,42,40,9,93,281,285,-4,1,0,0,0,0
17,VGK,West,82,43,39,6,92,267,266,1,1,0,0,0,0
17,UTA,West,82,44,38,2,90,253,252,1,0,0,0,0,0
17,TOR,East,82,42,40,6,90,268,248,20,1,0,0,0,0
17,DET,East,82,42,40,6,90,242,236,6,1,1,1,0,0
17,MTL,East,82,40,42,10,90,266,276,-10,1,1,0,0,0
17,PHI,East,82,42,40,4,88,277,283,-6,1,1,1,1,0
17,NSH,West,82,42,40,4,88,244,271,-27,0,0,0,0,0
17,CBJ,East,82,40,42,8,88,245,250,-5,1,0,0,0,0
17,LAK,West,82,41,41,5,87,260,273,-13,0,0,0,0,0
17,BUF,East,82,41,41,5,87,258,262,-4,0,0,0,0,0
17,NYI,East,82,41,41,5,87,257,255,2,0,0,0,0,0
17,CGY,West,82,41,41,3,85,254,239,15,0,0,0,0,0
17,NYR,East,82,41,41,3,85,246,250,-4,0,0,0,0,0
17,VAN,West,82,38,44,9,85,228,233,-5,0,0,0,0,0
17,MIN,West,82,38,44,8,84,275,277,-2,0,0,0,0,0
17,WSH,East,82,38,44,8,84,226,234,-8,0,0,0,0,0
17,CAR,East,82,40,42,2,82,279,276,3,0,0,0,0,0
17,WPG,West,82,33,49,9,75,250,275,-25,0,0,0,0,0
17,PIT,East,82,33,49,8,74,247,263,-16,0,0,0,0,0
17,BOS,East,82,32,50,6,70,248,283,-35,0,0,0,0,0
17,NJD,East,82,31,51,7,69,241,282,-41,0,0,0,0,0
17,CHI,West,82,31,51,6,68,207,253,-46,0,0,0,0,0
18,COL,West,82,57,25,2,116,302,216,86,1,0,0,0,0
18,OTT,East,82,49,33,5,103,277,243,34,1,1,0,0,0
18,MTL,East,82,46,36,9,101,247,221,26,1,0,0,0,0
18,BUF,East,82,49,33,2,100,255,239,16,1,1,1,0,0
18,PIT,East,82,48,34,3,99,272,250,22,1,1,0,0,0
18,VGK,West,82,45,37,7,97,262,245,17,1,0,0,0,0
18,DAL,West,82,44,38,8,96,266,248,18,1,1,1,1,0
18,TBL,East,82,46,36,2,94,260,267,-7,1,0,0,0,0
18,CBJ,East,82,44,38,6,94,284,257,27,1,0,0,0,0
18,CGY,West,82,43,39,7,93,269,258,11,1,0,0,0,0
18,CAR,East,82,44,38,4,92,280,282,-2,1,1,1,1,1
18,BOS,East,82,41,41,10,92,249,262,-13,1,0,0,0,0
18,WPG,West,82,43,39,5,91,252,256,-4,1,1,1,0,0
18,EDM,West,82,40,42,11,91,265,246,19,1,0,0,0,0
18,WSH,East,82,40,42,11,91,241,236,5,0,0,0,0,0
18,ANA,West,82,42,40,6,90,259,250,9,1,1,0,0,0
18,NJD,East,82,41,41,7,89,248,252,-4,0,0,0,0,0
18,NYR,East,82,42,40,4,88,235,247,-12,0,0,0,0,0
18,STL,West,82,41,41,6,88,239,270,-31,1,1,0,0,0
18,PHI,East,82,39,43,7,85,247,249,-2,0,0,0,0,0
18,UTA,West,82,40,42,4,84,255,268,-13,0,0,0,0,0
18,SJS,West,82,37,45,10,84,267,260,7,0,0,0,0,0
18,DET,East,82,37,45,8,82,235,249,-14,0,0,0,0,0
18,MIN,West,82,38,44,5,81,255,268,-13,0,0,0,0,0
18,LAK,West,82,38,44,5,81,235,238,-3,0,0,0,0,0
18,SEA,West,82,37,45,7,81,252,238,14,0,0,0,0,0
18,NSH,West,82,38,44,3,79,247,291,-44,0,0,0,0,0
18,VAN,West,82,36,46,6,78,210,251,-41,0,0,0,0,0
18,TOR,East,82,35,47,8,78,227,260,-33,0,0,0,0,0
18,FLA,East,82,35,47,5,75,271,269,2,0,0,0,0,0
18,NYI,East,82,32,50,9,73,268,278,-10,0,0,0,0,0
18,CHI,West,82,25,57,9,59,208,275,-67,0,0,0,0,0
19,TBL,East,82,56,26,7,119,267,204,63,1,1,1,0,0
19,COL,West,82,54,28,4,112,324,250,74,1,1,1,1,1
19,EDM,West,82,49,33,4,102,275,256,19,1,0,0,0,0
19,LAK,West,82,48,34,6,102,262,248,14,1,0,0,0,0
19,SJS,West,82,47,35,8,102,262,239,23,1,1,1,0,0
19,ANA,West,82,47,35,7,101,291,235,56,1,0,0,0,0
19,DAL,West,82,45,37,9,99,263,246,17,1,1,0,0,0
19,VGK,West,82,46,36,5,97,261,235,26,1,1,0,0,0
19,TOR,East,82,45,37,7,97,258,234,24,1,0,0,0,0
19,CAR,East,82,46,36,4,96,308,280,28,1,1,1,1,0
19,WPG,West,82,44,38,8,96,264,260,4,1,0,0,0,0
19,MTL,East,82,43,39,10,96,279,274,5,1,1,0,0,0
19,CBJ,East,82,43,39,7,93,268,236,32,1,0,0,0,0
19,NSH,West,82,42,40,8,92,246,226,20,0,0,0,0,0
19,CGY,West,82,44,38,3,91,258,259,-1,0,0,0,0,0
19,SEA,West,82,41,41,9,91,245,229,16,0,0,0,0,0
19,PIT,East,82,40,42,9,89,267,263,4,1,0,0,0,0
19,DET,East,82,39,43,9,87,233,245,-12,1,1,0,0,0
19,STL,West,82,41,41,4,86,262,274,-12,0,0,0,0,0
19,OTT,East,82,39,43,8,86,275,278,-3,1,0,0,0,0
19,NJD,East,82,40,42,3,83,248,253,-5,0,0,0,0,0
19,VAN,West,82,38,44,6,82,263,257,6,0,0,0,0,0
19,PHI,East,82,36,46,9,81,233,264,-31,0,0,0,0,0
19,NYR,East,82,36,46,6,78,241,259,-18,0,0,0,0,0
19,BUF,East,82,36,46,6,78,240,282,-42,0,0,0,0,0
19,BOS,East,82,36,46,6,78,221,266,-45,0,0,0,0,0
19,FLA,East,82,36,46,4,76,242,281,-39,0,0,0,0,0
19,UTA,West,82,33,49,10,76,270,295,-25,0,0,0,0,0
19,WSH,East,82,34,48,6,74,213,268,-55,0,0,0,0,0
19,NYI,East,82,31,51,10,72,238,290,-52,0,0,0,0,0
19,MIN,West,82,30,52,11,71,238,276,-38,0,0,0,0,0
19,CHI,West,82,27,55,13,67,217,270,-53,0,0,0,0,0
20,COL,West,82,55,27,5,115,320,236,84,1,1,1,1,1
20,BUF,East,82,53,29,5,111,278,229,49,1,1,1,0,0
20,CAR,East,82,52,30,4,108,287,239,48,1,0,0,0,0
20,TBL,East,82,51,31,6,108,278,233,45,1,0,0,0,0
20,LAK,West,82,51,31,5,107,263,244,19,1,0,0,0,0
20,DAL,West,82,51,31,3,105,286,231,55,1,0,0,0,0
20,VGK,West,82,49,33,4,102,271,250,21,1,0,0,0,0
20,NYI,East,82,46,36,7,99,285,245,40,1,1,0,0,0
20,STL,West,82,45,37,5,95,266,258,8,1,1,1,0,0
20,NSH,West,82,41,41,12,94,293,267,26,1,1,0,0,0
20,EDM,West,82,45,37,3,93,269,277,-8,1,1,0,0,0
20,FLA,East,82,43,39,7,93,257,255,2,1,0,0,0,0
20,PHI,East,82,42,40,9,93,269,251,18,1,1,1,1,0
20,NJD,East,82,44,38,4,92,259,238,21,1,1,0,0,0
20,NYR,East,82,41,41,8,90,262,269,-7,1,0,0,0,0
20,TOR,East,82,41,41,8,90,258,253,5,0,0,0,0,0
20,BOS,East,82,40,42,8,88,249,266,-17,0,0,0,0,0
20,SEA,West,82,38,44,11,87,233,254,-21,1,0,0,0,0
20,SJS,West,82,41,41,4,86,268,279,-11,0,0,0,0,0
20,UTA,West,82,41,41,4,86,260,258,2,0,0,0,0,0
20,OTT,East,82,40,42,4,84,254,252,2,0,0,0,0,0
20,MTL,East,82,36,46,12,84,258,265,-7,0,0,0,0,0
20,MIN,West,82,38,44,6,82,238,268,-30,0,0,0,0,0
20,DET,East,82,37,45,7,81,245,250,-5,0,0,0,0,0
20,ANA,West,82,37,45,6,80,243,289,-46,0,0,0,0,0
20,CBJ,East,82,37,45,5,79,243,279,-36,0,0,0,0,0
20,WPG,West,82,35,47,4,74,227,270,-43,0,0,0,0,0
20,PIT,East,82,34,48,6,74,248,273,-25,0,0,0,0,0
20,VAN,West,82,29,53,14,72,214,272,-58,0,0,0,0,0
20,WSH,East,82,30,52,10,70,250,282,-32,0,0,0,0,0
20,CGY,West,82,28,54,13,69,222,269,-47,0,0,0,0,0
20,CHI,West,82,21,61,21,63,200,252,-52,0,0,0,0,0
21,CBJ,East,82,51,31,4,106,269,238,31,1,0,0,0,0
21,UTA,West,82,48,34,10,106,262,216,46,1,1,1,0,0
21,LAK,West,82,49,33,7,105,272,241,31,1,1,0,0,0
21,PIT,East,82,48,34,8,104,286,230,56,1,0,0,0,0
21,NJD,East,82,48,34,7,103,271,237,34,1,0,0,0,0
21,COL,West,82,49,33,1,99,272,247,25,1,1,1,1,0
21,STL,West,82,45,37,9,99,289,245,44,1,0,0,0,0
21,BUF,East,82,47,35,4,98,261,245,16,1,1,0,0,0
21,OTT,East,82,46,36,4,96,282,255,27,1,0,0,0,0
21,TOR,East,82,43,39,8,94,239,240,-1,1,1,0,0,0
21,TBL,East,82,45,37,2,92,264,244,20,1,1,1,1,1
21,CAR,East,82,43,39,6,92,297,263,34,1,1,1,0,0
21,VGK,West,82,43,39,6,92,253,253,0,1,1,0,0,0
21,BOS,East,82,42,40,7,91,239,228,11,0,0,0,0,0
21,DAL,West,82,41,41,9,91,276,267,9,1,0,0,0,0
21,SEA,West,82,41,41,8,90,237,246,-9,1,0,0,0,0
21,DET,East,82,40,42,9,89,240,240,0,0,0,0,0,0
21,CGY,West,82,39,43,11,89,221,247,-26,1,0,0,0,0
21,SJS,West,82,40,42,7,87,242,259,-17,0,0,0,0,0
21,WSH,East,82,38,44,10,86,233,260,-27,0,0,0,0,0
21,ANA,West,82,40,42,5,85,230,260,-30,0,0,0,0,0
21,MIN,West,82,35,47,15,85,242,268,-26,0,0,0,0,0
21,WPG,West,82,39,43,6,84,244,248,-4,0,0,0,0,0
21,VAN,West,82,36,46,11,83,236,233,3,0,0,0,0,0
21,PHI,East,82,36,46,10,82,231,251,-20,0,0,0,0,0
21,NSH,West,82,37,45,7,81,242,257,-15,0,0,0,0,0
21,NYR,East,82,37,45,5,79,223,250,-27,0,0,0,0,0
21,FLA,East,82,36,46,7,79,243,277,-34,0,0,0,0,0
21,MTL,East,82,35,47,7,77,220,269,-49,0,0,0,0,0
21,NYI,East,82,34,48,6,74,240,260,-20,0,0,0,0,0
21,CHI,West,82,29,53,13,71,207,247,-40,0,0,0,0,0
21,EDM,West,82,32,50,6,70,237,279,-42,0,0,0,0,0
22,EDM,West,82,48,34,7,103,294,263,31,1,1,1,0,0
22,UTA,West,82,47,35,9,103,301,241,60,1,0,0,0,0
22,VGK,West,82,47,35,9,103,281,255,26,1,1,1,1,0
22,OTT,East,82,47,35,8,102,260,241,19,1,1,0,0,0
22,TBL,East,82,44,38,12,100,274,244,30,1,1,1,0,0
22,PIT,East,82,47,35,5,99,302,266,36,1,1,0,0,0
22,ANA,West,82,45,37,7,97,276,251,25,1,0,0,0,0
22,COL,West,82,47,35,2,96,285,285,0,1,1,0,0,0
22,SEA,West,82,44,38,8,96,263,246,17,1,0,0,0,0
22,LAK,West,82,45,37,5,95,290,267,23,1,1,0,0,0
22,CGY,West,82,45,37,5,95,249,234,15,1,0,0,0,0
22,BOS,East,82,43,39,8,94,268,266,2,1,0,0,0,0
22,STL,West,82,43,39,7,93,259,232,27,0,0,0,0,0
22,CAR,East,82,45,37,1,91,303,306,-3,1,1,1,1,1
22,NJD,East,82,42,40,4,88,248,242,6,1,0,0,0,0
22,NSH,West,82,41,41,5,87,261,288,-27,0,0,0,0,0
22,WPG,West,82,40,42,7,87,262,269,-7,0,0,0,0,0
22,PHI,East,82,40,42,7,87,252,257,-5,1,0,0,0,0
22,FLA,East,82,41,41,4,86,265,281,-16,1,0,0,0,0
22,NYR,East,82,41,41,4,86,264,268,-4,0,0,0,0,0
22,DAL,West,82,39,43,7,85,258,272,-14,0,0,0,0,0
22,MIN,West,82,38,44,8,84,269,274,-5,0,0,0,0,0
22,WSH,East,82,38,44,6,82,252,243,9,0,0,0,0,0
22,MTL,East,82,36,46,9,81,251,268,-17,0,0,0,0,0
22,CBJ,East,82,36,46,7,79,248,235,13,0,0,0,0,0
22,NYI,East,82,37,45,4,78,254,284,-30,0,0,0,0,0
22,VAN,West,82,36,46,5,77,216,255,-39,0,0,0,0,0
22,SJS,West,82,34,48,9,77,249,266,-17,0,0,0,0,0
22,BUF,East,82,34,48,9,77,235,263,-28,0,0,0,0,0
22,TOR,East,82,35,47,6,76,221,240,-19,0,0,0,0,0
22,DET,East,82,36,46,2,74,242,268,-26,0,0,0,0,0
22,CHI,West,82,31,51,5,67,202,284,-82,0,0,0,0,0
23,COL,West,82,52,30,8,112,296,224,72,1,1,1,1,0
23,CAR,East,82,51,31,5,107,298,245,53,1,1,1,0,0
23,LAK,West,82,47,35,6,100,286,266,20,1,1,1,0,0
23,WSH,East,82,45,37,10,100,258,240,18,1,1,0,0,0
23,OTT,East,82,48,34,3,99,250,223,27,1,0,0,0,0
23,CBJ,East,82,46,36,7,99,275,265,10,1,0,0,0,0
23,PHI,East,82,47,35,4,98,251,233,18,1,1,1,1,1
23,SJS,West,82,43,39,8,94,261,255,6,1,1,0,0,0
23,FLA,East,82,43,39,8,94,244,259,-15,1,1,0,0,0
23,EDM,West,82,45,37,2,92,284,254,30,1,0,0,0,0
23,DAL,West,82,42,40,8,92,290,282,8,1,1,0,0,0
23,MTL,East,82,43,39,5,91,278,247,31,1,0,0,0,0
23,NYI,East,82,42,40,6,90,259,250,9,1,0,0,0,0
23,PIT,East,82,41,41,8,90,256,247,9,0,0,0,0,0
23,TBL,East,82,40,42,10,90,267,262,5,0,0,0,0,0
23,STL,West,82,40,42,10,90,243,225,18,1,0,0,0,0
23,TOR,East,82,43,39,3,89,229,246,-17,0,0,0,0,0
23,NYR,East,82,40,42,7,87,270,276,-6,0,0,0,0,0
23,VGK,West,82,39,43,7,85,241,250,-9,1,0,0,0,0
23,SEA,West,82,40,42,4,84,236,251,-15,1,0,0,0,0
23,ANA,West,82,39,43,6,84,268,273,-5,0,0,0,0,0
23,BOS,East,82,39,43,5,83,257,285,-28,0,0,0,0,0
23,NSH,West,82,40,42,2,82,230,251,-21,0,0,0,0,0
23,CHI,West,82,38,44,6,82,222,246,-24,0,0,0,0,0
23,BUF,East,82,37,45,8,82,233,256,-23,0,0,0,0,0
23,VAN,West,82,37,45,7,81,211,231,-20,0,0,0,0,0
23,UTA,West,82,37,45,5,79,252,277,-25,0,0,0,0,0
23,DET,East,82,34,48,10,78,249,254,-5,0,0,0,0,0
23,NJD,East,82,36,46,5,77,237,267,-30,0,0,0,0,0
23,WPG,West,82,34,48,5,73,232,272,-40,0,0,0,0,0
23,CGY,West,82,33,49,7,73,269,289,-20,0,0,0,0,0
23,MIN,West,82,31,51,10,72,254,285,-31,0,0,0,0,0
24,DAL,West,82,52,30,3,107,291,242,49,1,0,0,0,0
24,COL,West,82,51,31,5,107,290,250,40,1,1,0,0,0
24,CAR,East,82,52,30,2,106,309,262,47,1,1,0,0,0
24,TBL,East,82,48,34,10,106,268,223,45,1,1,1,1,1
24,CBJ,East,82,48,34,8,104,258,231,27,1,1,0,0,0
24,PHI,East,82,46,36,5,97,250,239,11,1,1,1,0,0
24,FLA,East,82,45,37,7,97,284,244,40,1,0,0,0,0
24,MTL,East,82,44,38,8,96,267,258,9,1,0,0,0,0
24,NSH,West,82,41,41,13,95,258,252,6,1,0,0,0,0
24,SJS,West,82,41,41,12,94,268,241,27,1,1,0,0,0
24,PIT,East,82,45,37,3,93,276,262,14,1,0,0,0,0
24,OTT,East,82,42,40,9,93,283,269,14,1,0,0,0,0
24,EDM,West,82,45,37,2,92,280,275,5,1,0,0,0,0
24,VGK,West,82,43,39,6,92,280,252,28,1,1,1,1,0
24,NYR,East,82,43,39,5,91,281,264,17,0,0,0,0,0
24,DET,East,82,40,42,11,91,233,248,-15,0,0,0,0,0
24,ANA,West,82,41,41,7,89,255,265,-10,1,0,0,0,0
24,NJD,East,82,41,41,6,88,240,246,-6,0,0,0,0,0
24,LAK,West,82,40,42,8,88,277,272,5,1,1,1,0,0
24,SEA,West,82,42,40,2,86,245,256,-11,0,0,0,0,0
24,WSH,East,82,41,41,4,86,239,246,-7,0,0,0,0,0
24,BOS,East,82,41,41,3,85,254,256,-2,0,0,0,0,0
24,NYI,East,82,38,44,8,84,252,266,-14,0,0,0,0,0
24,STL,West,82,37,45,9,83,261,276,-15,0,0,0,0,0
24,CGY,West,82,36,46,8,80,214,246,-32,0,0,0,0,0
24,UTA,West,82,37,45,4,78,247,272,-25,0,0,0,0,0
24,BUF,East,82,33,49,12,78,240,259,-19,0,0,0,0,0
24,CHI,West,82,34,48,9,77,212,257,-45,0,0,0,0,0
24,WPG,West,82,33,49,10,76,248,264,-16,0,0,0,0,0
24,TOR,East,82,30,52,11,71,223,267,-44,0,0,0,0,0
24,MIN,West,82,31,51,8,70,225,273,-48,0,0,0,0,0
24,VAN,West,82,31,51,4,66,218,293,-75,0,0,0,0,0
25,VGK,West,82,50,32,8,108,306,247,59,1,1,0,0,0
25,NYI,East,82,49,33,3,101,272,244,28,1,0,0,0,0
25,PIT,East,82,48,34,4,100,302,259,43,1,1,1,0,0
25,CAR,East,82,47,35,3,97,287,274,13,1,1,1,1,1
25,NSH,West,82,43,39,9,95,251,265,-14,1,1,1,0,0
25,UTA,West,82,44,38,6,94,271,240,31,1,1,0,0,0
25,EDM,West,82,45,37,3,93,280,256,24,1,0,0,0,0
25,TBL,East,82,44,38,5,93,247,260,-13,1,0,0,0,0
25,NJD,East,82,39,43,15,93,242,247,-5,1,1,0,0,0
25,LAK,West,82,44,38,4,92,255,265,-10,1,1,1,1,0
25,SEA,West,82,43,39,6,92,259,261,-2,1,0,0,0,0
25,DET,East,82,42,40,8,92,286,284,2,1,0,0,0,0
25,BUF,East,82,41,41,9,91,212,241,-29,1,0,0,0,0
25,WSH,East,82,42,40,6,90,252,248,4,1,1,0,0,0
25,ANA,West,82,43,39,2,88,262,264,-2,1,0,0,0,0
25,PHI,East,82,43,39,2,88,250,250,0,0,0,0,0,0
25,COL,West,82,42,40,4,88,270,253,17,1,0,0,0,0
25,CBJ,East,82,42,40,4,88,261,248,13,0,0,0,0,0
25,SJS,West,82,38,44,12,88,283,269,14,0,0,0,0,0
25,MIN,West,82,40,42,7,87,279,258,21,0,0,0,0,0
25,BOS,East,82,41,41,4,86,271,281,-10,0,0,0,0,0
25,NYR,East,82,40,42,5,85,272,257,15,0,0,0,0,0
25,DAL,West,82,40,42,5,85,256,266,-10,0,0,0,0,0
25,STL,West,82,40,42,5,85,252,276,-24,0,0,0,0,0
25,OTT,East,82,38,44,6,82,280,262,18,0,0,0,0,0
25,WPG,West,82,37,45,7,81,259,251,8,0,0,0,0,0
25,FLA,East,82,36,46,9,81,253,273,-20,0,0,0,0,0
25,MTL,East,82,33,49,14,80,230,239,-9,0,0,0,0,0
25,CHI,West,82,37,45,5,79,228,259,-31,0,0,0,0,0
25,TOR,East,82,35,47,7,77,230,264,-34,0,0,0,0,0
25,CGY,West,82,36,46,1,73,217,269,-52,0,0,0,0,0
25,VAN,West,82,30,52,13,73,217,262,-45,0,0,0,0,0
26,CAR,East,82,57,25,3,117,321,256,65,1,0,0,0,0
26,NSH,West,82,50,32,5,105,289,268,21,1,1,1,0,0
26,UTA,West,82,49,33,4,102,277,245,32,1,0,0,0,0
26,MTL,East,82,48,34,6,102,266,240,26,1,1,1,1,1
26,PIT,East,82,48,34,5,101,273,234,39,1,1,0,0,0
26,OTT,East,82,47,35,7,101,270,257,13,1,1,1,0,0
26,DET,East,82,46,36,9,101,276,248,28,1,0,0,0,0
