sim,team,conference,gp,wins,losses,ot_losses,points,goals_for,goals_against,goal_differential,playoffs,second_round,third_round,final,champion
9,CBJ,East,82,45,37,4,94,298,267,31,1,1,0,0,0
9,DET,East,82,43,39,6,92,277,246,31,1,0,0,0,0
9,MIN,West,82,43,39,6,92,248,243,5,1,0,0,0,0
9,NJD,East,82,43,39,6,92,242,243,-1,1,1,0,0,0
9,PHI,East,82,42,40,8,92,295,273,22,0,0,0,0,0
9,VGK,West,82,43,39,5,91,292,265,27,1,0,0,0,0
9,ANA,West,82,42,40,7,91,259,267,-8,0,0,0,0,0
9,NYR,East,82,41,41,8,90,248,250,-2,0,0,0,0,0
9,NSH,West,82,40,42,10,90,258,229,29,0,0,0,0,0
9,PIT,East,82,42,40,4,88,268,262,6,0,0,0,0,0
9,BOS,East,82,40,42,4,84,258,289,-31,0,0,0,0,0
9,LAK,West,82,39,43,6,84,244,278,-34,0,0,0,0,0
9,CGY,West,82,40,42,3,83,226,255,-29,0,0,0,0,0
9,STL,West,82,38,44,4,80,252,274,-22,0,0,0,0,0
9,NYI,East,82,37,45,5,79,238,264,-26,0,0,0,0,0
9,CHI,West,82,34,48,6,74,232,259,-27,0,0,0,0,0
9,BUF,East,82,33,49,8,74,240,276,-36,0,0,0,0,0
9,TOR,East,82,32,50,9,73,219,275,-56,0,0,0,0,0
9,WSH,East,82,32,50,8,72,224,256,-32,0,0,0,0,0
9,SEA,West,82,30,52,10,70,221,263,-42,0,0,0,0,0
9,VAN,West,82,31,51,7,69,217,294,-77,0,0,0,0,0
10,LAK,West,82,52,30,7,111,262,227,35,1,1,0,0,0
10,NYI,East,82,53,29,2,108,293,220,73,1,0,0,0,0
10,TBL,East,82,47,35,9,103,290,251,39,1,1,0,0,0
10,VGK,West,82,47,35,9,103,282,247,35,1,1,1,0,0
10,UTA,West,82,47,35,8,102,279,256,23,1,1,0,0,0
10,STL,West,82,49,33,2,100,263,238,25,1,0,0,0,0
10,FLA,East,82,47,35,3,97,259,236,23,1,0,0,0,0
10,MTL,East,82,45,37,7,97,269,242,27,1,1,0,0,0
10,CAR,East,82,45,37,4,94,288,268,20,1,0,0,0,0
10,NYR,East,82,45,37,4,94,288,286,2,1,1,1,0,0
10,OTT,East,82,45,37,4,94,277,275,2,1,0,0,0,0
10,PIT,East,82,44,38,6,94,262,256,6,1,1,1,1,1
10,COL,West,82,44,38,5,93,263,262,1,1,1,1,1,0
10,ANA,West,82,43,39,5,91,256,241,15,1,0,0,0,0
10,CBJ,East,82,41,41,9,91,268,270,-2,0,0,0,0,0
10,NJD,East,82,40,42,10,90,255,264,-9,0,0,0,0,0
10,EDM,West,82,41,41,7,89,296,279,17,1,0,0,0,0
10,CGY,West,82,40,42,6,86,261,238,23,1,0,0,0,0
10,BOS,East,82,40,42,6,86,234,244,-10,0,0,0,0,0
10,NSH,West,82,40,42,5,85,272,268,4,0,0,0,0,0
10,DET,East,82,40,42,4,84,256,273,-17,0,0,0,0,0
10,SEA,West,82,39,43,5,83,249,267,-18,0,0,0,0,0
10,TOR,East,82,34,48,15,83,233,245,-12,0,0,0,0,0
10,SJS,West,82,38,44,6,82,244,274,-30,0,0,0,0,0
10,VAN,West,82,37,45,8,82,239,268,-29,0,0,0,0,0
10,MIN,West,82,37,45,7,81,256,270,-14,0,0,0,0,0
10,BUF,East,82,34,48,9,77,247,292,-45,0,0,0,0,0
10,PHI,East,82,34,48,7,75,245,290,-45,0,0,0,0,0
10,DAL,West,82,33,49,7,73,280,298,-18,0,0,0,0,0
10,CHI,West,82,31,51,7,69,220,248,-28,0,0,0,0,0
10,WSH,East,82,30,52,7,67,239,283,-44,0,0,0,0,0
10,WPG,West,82,30,52,7,67,217,266,-49,0,0,0,0,0
11,CAR,East,82,53,29,8,114,311,233,78,1,0,0,0,0
11,CBJ,East,82,50,32,8,108,286,243,43,1,0,0,0,0
11,PIT,East,82,48,34,7,103,300,239,61,1,0,0,0,0
11,WPG,West,82,47,35,7,101,277,244,33,1,0,0,0,0
11,STL,West,82,47,35,5,99,258,261,-3,1,0,0,0,0
11,EDM,West,82,45,37,7,97,299,267,32,1,0,0,0,0
11,OTT,East,82,44,38,9,97,270,243,27,1,0,0,0,0
11,COL,West,82,46,36,4,96,293,257,36,1,1,0,0,0
11,ANA,West,82,43,39,10,96,272,233,39,1,0,0,0,0
11,DAL,West,82,45,37,4,94,297,263,34,1,1,1,1,0
11,NYR,East,82,43,39,7,93,257,257,0,1,1,1,0,0
11,SJS,West,82,43,39,6,92,272,269,3,1,1,0,0,0
11,FLA,East,82,40,42,12,92,250,254,-4,1,1,0,0,0
11,NYI,East,82,43,39,5,91,256,259,-3,1,1,1,1,1
11,MIN,West,82,43,39,4,90,263,267,-4,1,1,1,0,0
11,NJD,East,82,40,42,8,88,249,251,-2,1,1,0,0,0
11,TBL,East,82,40,42,7,87,240,253,-13,0,0,0,0,0
11,SEA,West,82,40,42,6,86,237,255,-18,0,0,0,0,0
11,VGK,West,82,41,41,3,85,266,268,-2,0,0,0,0,0
11,MTL,East,82,38,44,9,85,255,246,9,0,0,0,0,0
11,TOR,East,82,38,44,9,85,243,262,-19,0,0,0,0,0
11,VAN,West,82,38,44,8,84,216,234,-18,0,0,0,0,0
11,PHI,East,82,40,42,3,83,257,271,-14,0,0,0,0,0
11,BOS,East,82,38,44,7,83,232,264,-32,0,0,0,0,0
11,DET,East,82,37,45,9,83,239,269,-30,0,0,0,0,0
11,NSH,West,82,37,45,7,81,256,282,-26,0,0,0,0,0
11,BUF,East,82,34,48,12,80,240,262,-22,0,0,0,0,0
11,UTA,West,82,37,45,5,79,253,288,-35,0,0,0,0,0
11,CHI,West,82,34,48,9,77,216,251,-35,0,0,0,0,0
11,WSH,East,82,33,49,10,76,226,256,-30,0,0,0,0,0
11,LAK,West,82,35,47,4,74,238,284,-46,0,0,0,0,0
11,CGY,West,82,32,50,8,72,234,273,-39,0,0,0,0,0
12,CAR,East,82,55,27,4,114,316,226,90,1,0,0,0,0
12,VGK,West,82,51,31,2,104,277,240,37,1,0,0,0,0
12,MIN,West,82,50,32,4,104,266,264,2,1,1,1,0,0
12,NSH,West,82,47,35,6,100,288,245,43,1,1,1,1,1
12,NYR,East,82,48,34,2,98,258,249,9,1,1,1,1,0
12,UTA,West,82,47,35,4,98,299,263,36,1,0,0,0,0
12,MTL,East,82,46,36,5,97,256,244,12,1,1,1,0,0
12,STL,West,82,46,36,5,97,253,247,6,1,1,0,0,0
12,COL,West,82,46,36,4,96,285,263,22,1,0,0,0,0
12,NYI,East,82,42,40,11,95,278,254,24,1,1,0,0,0
12,FLA,East,82,44,38,6,94,260,247,13,1,0,0,0,0
12,BOS,East,82,45,37,2,92,267,239,28,1,0,0,0,0
12,VAN,West,82,42,40,8,92,219,222,-3,1,0,0,0,0
12,BUF,East,82,41,41,10,92,235,219,16,1,0,0,0,0
12,WPG,West,82,40,42,12,92,244,236,8,1,1,0,0,0
12,PIT,East,82,42,40,6,90,283,282,1,1,1,0,0,0
12,SJS,West,82,39,43,11,89,246,252,-6,0,0,0,0,0
12,CGY,West,82,41,41,5,87,245,251,-6,0,0,0,0,0
12,SEA,West,82,40,42,7,87,231,243,-12,0,0,0,0,0
12,EDM,West,82,39,43,9,87,256,265,-9,0,0,0,0,0
12,ANA,West,82,39,43,8,86,256,281,-25,0,0,0,0,0
12,TOR,East,82,36,46,14,86,233,246,-13,0,0,0,0,0
12,DET,East,82,40,42,4,84,238,246,-8,0,0,0,0,0
12,CBJ,East,82,39,43,4,82,233,255,-22,0,0,0,0,0
12,OTT,East,82,37,45,8,82,259,276,-17,0,0,0,0,0
12,DAL,West,82,36,46,10,82,257,268,-11,0,0,0,0,0
12,PHI,East,82,36,46,10,82,230,243,-13,0,0,0,0,0
12,NJD,East,82,37,45,4,78,233,252,-19,0,0,0,0,0
12,LAK,West,82,35,47,6,76,240,282,-42,0,0,0,0,0
12,TBL,East,82,33,49,6,72,249,274,-25,0,0,0,0,0
12,WSH,East,82,30,52,11,71,205,258,-53,0,0,0,0,0
12,CHI,West,82,23,59,11,57,206,269,-63,0,0,0,0,0
13,NSH,West,82,53,29,3,109,261,239,22,1,0,0,0,0
13,CAR,East,82,49,33,6,104,299,246,53,1,0,0,0,0
13,MIN,West,82,49,33,6,104,259,223,36,1,1,0,0,0
13,STL,West,82,47,35,10,104,284,233,51,1,1,1,1,0
13,SJS,West,82,49,33,4,102,258,225,33,1,0,0,0,0
13,BOS,East,82,48,34,3,99,233,231,2,1,1,0,0,0
13,LAK,West,82,46,36,5,97,261,231,30,1,1,0,0,0
13,PIT,East,82,45,37,7,97,263,263,0,1,1,0,0,0
13,UTA,West,82,46,36,4,96,267,258,9,1,0,0,0,0
13,TBL,East,82,45,37,6,96,251,255,-4,1,1,1,1,1
13,NJD,East,82,42,40,11,95,245,245,0,1,0,0,0,0
13,SEA,West,82,44,38,6,94,273,251,22,1,0,0,0,0
13,VGK,West,82,45,37,3,93,261,258,3,1,1,1,0,0
13,FLA,East,82,44,38,4,92,283,278,5,1,0,0,0,0
13,WPG,West,82,42,40,8,92,268,244,24,0,0,0,0,0
13,PHI,East,82,41,41,8,90,268,267,1,1,0,0,0,0
13,OTT,East,82,42,40,5,89,270,252,18,1,1,1,0,0
13,EDM,West,82,40,42,7,87,277,282,-5,0,0,0,0,0
13,NYI,East,82,39,43,8,86,246,246,0,0,0,0,0,0
