sim,seasonstage,pid,name,team,position,goals,a1,a2,points
2,regular,8482097,Jack Quinn,BUF,F,24,13,9,46
2,regular,8481522,Peyton Krebs,BUF,F,13,19,2,34
2,regular,8477839,Conor Sheary,NYR,F,19,7,6,32
2,regular,8481525,Matthew Robertson,NYR,D,10,9,8,27
2,regular,8482157,Will Cuylle,NYR,F,18,2,3,23
2,regular,8482073,Braden Schneider,NYR,D,3,13,6,22
2,regular,8479390,Taylor Raddysh,NYR,F,5,6,3,14
2,regular,8477946,Dylan Larkin,DET,F,39,11,21,71
2,regular,8484471,Emmitt Finnie,DET,F,13,15,7,35
2,regular,8475279,Ben Chiarot,DET,D,3,1,13,17
2,regular,8477456,J.T. Compher,DET,F,22,6,10,38
2,regular,8478891,Mason Appleton,DET,F,8,6,8,22
2,regular,8482078,Lucas Raymond,DET,F,37,21,13,71
2,regular,8481542,Moritz Seider,DET,D,14,20,18,52
2,regular,8484984,Ivan Demidov,MTL,F,9,17,11,37
2,regular,8483752,Dominic James,TBL,F,18,15,1,34
2,regular,8479542,Brandon Hagel,TBL,F,30,23,12,65
2,regular,8477426,Nick Paul,TBL,F,10,5,4,19
2,regular,8482201,Gage Goncalves,TBL,F,9,13,10,32
2,regular,8477404,Jake Guentzel,TBL,F,35,34,16,85
2,regular,8478010,Brayden Point,TBL,F,24,32,14,70
2,regular,8478519,Anthony Cirelli,TBL,F,27,5,18,50
2,regular,8476453,Nikita Kucherov,TBL,F,47,37,22,106
2,regular,8482655,J.J. Moser,TBL,D,5,6,17,28
2,regular,8481528,Dylan Cozens,OTT,F,33,13,16,62
2,regular,8482092,Ridly Greig,OTT,F,20,9,4,33
2,regular,8482105,Jake Sanderson,OTT,D,13,19,14,46
2,regular,8480188,Fabian Zetterlund,OTT,F,12,9,5,26
2,regular,8482116,Tim Stützle,OTT,F,30,25,16,71
2,regular,8480208,Drake Batherson,OTT,F,37,13,17,67
2,regular,8478439,Travis Konecny,PHI,F,39,20,17,76
2,regular,8484142,Denver Barkey,PHI,F,10,21,5,36
2,regular,8480015,Owen Tippett,PHI,F,30,4,13,47
2,regular,8471675,Sidney Crosby,PIT,F,14,37,13,64
2,regular,8478438,Thomas Novak,PIT,F,19,13,11,43
2,regular,8478854,Ryan Shea,PIT,D,5,21,2,28
2,regular,8471215,Evgeni Malkin,PIT,F,26,21,11,58
2,regular,8482475,Egor Chinakhov,PIT,F,36,14,7,57
2,regular,8474578,Erik Karlsson,PIT,D,26,16,29,71
2,regular,8481481,Blake Lizotte,PIT,F,8,8,9,25
2,regular,8481725,Elmer Soderblom,PIT,F,12,4,4,20
2,regular,8475314,Anders Lee,NYI,F,17,25,7,49
2,regular,8475170,Brayden Schenn,NYI,F,17,17,11,45
2,regular,8485366,Matthew Schaefer,NYI,D,26,26,15,67
2,regular,8476292,Ondrej Palat,NYI,F,13,5,8,26
2,regular,8476917,Adam Pelech,NYI,D,5,23,2,30
2,regular,8477500,Bo Horvat,NYI,F,36,4,20,60
2,regular,8478970,Jalen Chatfield,CAR,D,5,0,14,19
2,regular,8475791,Taylor Hall,CAR,F,13,24,5,42
2,regular,8482702,Logan Stankoven,CAR,F,22,6,10,38
2,regular,8480830,Andrei Svechnikov,CAR,F,36,11,11,58
2,regular,8482093,Seth Jarvis,CAR,F,25,26,18,69
2,regular,8478427,Sebastian Aho,CAR,F,26,22,19,67
2,regular,8473533,Jordan Staal,CAR,F,17,9,3,29
2,regular,8482809,Jackson Blake,CAR,F,13,9,15,37
2,regular,8481559,Jack Hughes,NJD,F,29,41,12,82
2,regular,8483495,Simon Nemec,NJD,D,12,10,4,26
2,regular,8478399,Jonas Siegenthaler,NJD,D,1,4,27,32
2,regular,8482110,Dawson Mercer,NJD,F,11,16,4,31
2,regular,8477015,Connor Brown,NJD,F,21,15,23,59
2,regular,8479996,Cody Glass,NJD,F,28,14,3,45
2,regular,8480192,Johnathan Kovacevic,NJD,D,3,12,6,21
2,regular,8476462,Dougie Hamilton,NJD,D,25,13,21,59
2,regular,8482090,Jack Finley,STL,F,6,5,4,15
2,regular,8480023,Robert Thomas,STL,F,37,27,16,80
2,regular,8479385,Jordan Kyrou,STL,F,14,28,13,55
2,regular,8480459,Pius Suter,STL,F,23,3,9,35
2,regular,8481557,Matt Boldy,MIN,F,39,19,12,70
2,regular,8477451,Ryan Hartman,MIN,F,23,20,4,47
2,regular,8481477,Nico Sturm,MIN,F,11,5,3,19
2,regular,8473507,Jeff Petry,MIN,D,0,6,3,9
2,regular,8475149,Marcus Johansson,MIN,F,11,17,23,51
2,regular,8474716,Jared Spurgeon,MIN,D,5,8,9,22
2,regular,8478508,Yakov Trenin,MIN,F,5,5,1,11
2,regular,8475692,Mats Zuccarello,MIN,F,25,23,19,67
2,regular,8483525,Danila Yurov,MIN,F,21,0,10,31
2,regular,8482768,Fedor Svechkov,NSH,F,8,9,4,21
2,regular,8474600,Roman Josi,NSH,D,31,25,30,86
2,regular,8479525,Ross Colton,COL,F,7,11,5,23
2,regular,8479980,Nicolas Hague,NSH,D,6,8,6,20
2,regular,8474564,Steven Stamkos,NSH,F,61,12,7,80
2,regular,8482146,Luke Evangelista,NSH,F,14,22,17,53
2,regular,8482482,Adam Wilsby,NSH,D,5,14,15,34
2,regular,8484241,Matthew Wood,NSH,F,28,9,2,39
2,regular,8475158,Ryan O'Reilly,NSH,F,26,32,22,80
2,regular,8476887,Filip Forsberg,NSH,F,61,34,12,107
2,regular,8481716,Dmitri Voronkov,CBJ,F,18,2,7,27
2,regular,8476923,Damon Severson,CBJ,D,20,22,14,56
2,regular,8484166,Adam Fantilli,CBJ,F,23,22,22,67
2,regular,8475745,Charlie Coyle,CBJ,F,28,18,13,59
2,regular,8482660,Kent Johnson,CBJ,F,12,7,4,23
2,regular,8481043,Cole Koepke,WPG,F,20,11,5,36
2,regular,8480014,Gabriel Vilardi,WPG,F,43,32,15,90
2,regular,8482145,Mavrik Bourque,DAL,F,23,14,8,45
2,regular,8481581,Thomas Harley,DAL,D,7,18,7,32
2,regular,8476902,Esa Lindell,DAL,D,4,8,11,23
2,regular,8478420,Mikko Rantanen,DAL,F,19,34,11,64
2,regular,8476278,Colin Blackwell,DAL,F,4,6,8,18
2,regular,8476889,Radek Faksa,DAL,F,4,7,3,14
2,regular,8482740,Wyatt Johnston,DAL,F,51,10,13,74
2,regular,8480878,Nils Lundkvist,DAL,D,2,8,4,14
2,regular,8480036,Miro Heiskanen,DAL,D,2,29,23,54
2,regular,8475168,Matt Duchene,DAL,F,25,29,13,67
2,regular,8478449,Roope Hintz,DAL,F,17,23,14,54
2,regular,8480069,Cale Makar,COL,D,29,28,33,90
2,regular,8475172,Nazem Kadri,COL,F,19,8,2,29
2,regular,8483431,Logan Cooley,UTA,F,21,16,8,45
2,regular,8477021,Alexander Kerfoot,UTA,F,12,13,7,32
2,regular,8477951,Nick Schmaltz,UTA,F,39,10,11,60
2,regular,8479619,Michael Carcone,UTA,F,17,11,6,34
2,regular,8479410,Mikhail Sergachev,UTA,D,13,18,27,58
2,regular,8482175,JJ Peterka,UTA,F,14,10,2,26
2,regular,8482699,Dylan Guenther,UTA,F,47,11,12,70
2,regular,8479343,Clayton Keller,UTA,F,17,51,21,89
2,regular,8474013,Ian Cole,UTA,D,3,6,12,21
2,regular,8478474,Lawson Crouse,UTA,F,32,10,10,52
2,regular,8480855,Jack McBain,UTA,F,9,16,2,27
2,regular,8478444,Brock Boeser,VAN,F,36,31,7,74
2,regular,8482055,Drew O'Connor,VAN,F,17,17,1,35
2,regular,8480012,Elias Pettersson,VAN,F,20,36,33,89
2,regular,8478498,Jake DeBrusk,VAN,F,40,12,5,57
2,regular,8479425,Filip Hronek,VAN,D,14,18,12,44
2,regular,8476927,Teddy Blueger,VAN,F,25,8,11,44
2,regular,8484240,Tom Willander,VAN,D,6,3,16,25
2,regular,8482079,Marco Rossi,VAN,F,24,22,22,68
2,regular,8481024,Linus Karlsson,VAN,F,13,19,11,43
2,regular,8481028,Martin Pospisil,CGY,F,3,8,5,16
2,regular,8481068,Yegor Sharangovich,CGY,F,22,8,4,34
2,regular,8476456,Jonathan Huberdeau,CGY,F,13,13,12,38
2,regular,8482679,Matt Coronato,CGY,F,14,23,8,45
2,regular,8476399,Blake Coleman,CGY,F,32,16,7,55
2,regular,8484860,Matvei Gridin,CGY,F,14,26,10,50
2,regular,8484227,Will Smith,SJS,F,33,20,14,67
2,regular,8475906,John Klingberg,SJS,D,16,9,27,52
2,regular,8485402,Michael Misa,SJS,F,25,8,24,57
2,regular,8484911,Collin Graf,SJS,F,22,12,13,47
2,regular,8482667,William Eklund,SJS,F,9,33,4,46
2,regular,8480748,Kiefer Sherwood,SJS,F,20,12,9,41
2,regular,8475200,Dmitry Orlov,SJS,D,4,19,8,31
2,regular,8479983,Mario Ferraro,SJS,D,9,12,4,25
2,regular,8478397,Rasmus Andersson,VGK,D,20,17,7,44
2,regular,8483890,Braeden Bowman,VGK,F,5,20,12,37
2,regular,8481604,Pavel Dorofeyev,VGK,F,28,12,14,54
2,regular,8478396,Noah Hanifin,VGK,D,8,7,22,37
2,regular,8482062,Cole Smith,VGK,F,4,9,6,19
2,regular,8482751,Ryan Winterton,SEA,F,5,21,8,34
2,regular,8482259,Bobby McMann,SEA,F,40,8,10,58
2,regular,8478407,Vince Dunn,SEA,D,6,21,19,46
2,regular,8481554,Kaapo Kakko,SEA,F,33,15,11,59
2,regular,8483524,Shane Wright,SEA,F,16,14,5,35
2,regular,8477955,Jared McCann,SEA,F,25,34,8,67
2,regular,8476457,Adam Larsson,SEA,D,10,16,17,43
2,regular,8482665,Matty Beniers,SEA,F,33,4,9,46
2,regular,8477986,Brandon Montour,SEA,D,13,11,17,41
2,regular,8479324,Ryan Lindgren,SEA,D,1,5,4,10
2,regular,8477919,Freddy Gaudreau,SEA,F,11,25,14,50
2,regular,8475184,Chris Kreider,ANA,F,24,17,30,71
2,regular,8478873,Troy Terry,ANA,F,18,28,14,60
2,regular,8484762,Beckett Sennecke,ANA,F,31,15,19,65
2,regular,8482745,Mason McTavish,ANA,F,12,16,5,33
2,regular,8477504,Josh Morrissey,WPG,D,23,23,19,65
2,regular,8476460,Mark Scheifele,WPG,F,42,37,32,111
2,regular,8482149,Cole Perfetti,WPG,F,21,25,7,53
2,regular,8482787,Nikita Chibrikov,WPG,F,5,8,2,15
2,regular,8473604,Jonathan Toews,WPG,F,21,12,5,38
2,regular,8476392,Adam Lowry,WPG,F,7,9,18,34
2,regular,8481532,Alex Turcotte,LAK,F,9,7,9,25
2,regular,8482730,Brandt Clarke,LAK,D,2,33,14,49
2,regular,8482074,Connor Zary,CGY,F,13,7,10,30
2,regular,8480028,Morgan Frost,CGY,F,42,12,10,64
2,regular,8476874,Olli Maatta,CGY,D,3,18,11,32
2,regular,8480860,Kevin Bahl,CGY,D,1,9,14,24
2,regular,8482077,Dylan Holloway,STL,F,17,20,15,52
2,regular,8483516,Jimmy Snuggerud,STL,F,28,15,15,58
2,regular,8480035,Henri Jokiharju,BOS,D,2,13,12,27
2,regular,8477496,Elias Lindholm,BOS,F,24,6,14,44
2,regular,8479987,Morgan Geekie,BOS,F,28,13,11,52
2,regular,8477956,David Pastrnak,BOS,F,31,65,9,105
2,regular,8482511,Mason Lohrei,BOS,D,12,6,10,28
2,regular,8480355,Mark Kastelic,BOS,F,11,2,7,20
2,regular,8476854,Hampus Lindholm,BOS,D,9,7,18,34
2,regular,8481524,Bowen Byram,BUF,D,3,17,12,32
2,regular,8482659,Josh Doan,BUF,F,27,14,7,48
2,regular,8483500,Noah Ostlund,BUF,F,10,9,8,27
2,regular,8480802,Ryan McLeod,BUF,F,9,26,10,45
2,regular,8484145,Zach Benson,BUF,F,11,19,12,42
2,regular,8480839,Rasmus Dahlin,BUF,D,28,22,24,74
2,regular,8482762,Simon Edvinsson,DET,D,11,18,5,34
2,regular,8478904,Steven Lorentz,TOR,F,8,9,8,25
2,regular,8482720,Matthew Knies,TOR,F,18,25,23,66
2,regular,8477939,William Nylander,TOR,F,48,42,11,101
2,regular,8479407,Jesper Bratt,NJD,F,32,23,16,71
2,regular,8473419,Brad Marchand,FLA,F,31,14,16,61
2,regular,8478055,Gustav Forsling,FLA,D,4,9,13,26
2,regular,8480801,Brady Tkachuk,OTT,F,30,30,12,72
2,regular,8479314,Matthew Tkachuk,FLA,F,24,28,23,75
2,regular,8477409,Carter Verhaeghe,FLA,F,28,8,10,46
2,regular,8480003,Jesper Boqvist,FLA,F,5,5,3,13
2,regular,8477933,Sam Reinhart,FLA,F,19,32,9,60
2,regular,8478859,Niko Mikkola,FLA,D,6,1,8,15
2,regular,8477932,Aaron Ekblad,FLA,D,2,16,5,23
2,regular,8480185,Eetu Luostarinen,FLA,F,18,5,6,29
2,regular,8482113,Anton Lundell,FLA,F,22,15,15,52
2,regular,8478542,Evan Rodrigues,FLA,F,5,13,10,28
2,regular,8482095,Tyler Kleven,OTT,D,9,28,4,41
2,regular,8477073,Kurtis MacDermid,OTT,F,2,4,4,10
2,regular,8481606,Jordan Spence,OTT,D,7,8,11,26
2,regular,8482476,Emil Heineman,NYI,F,26,11,6,43
2,regular,8476419,Jean-Gabriel Pageau,NYI,F,19,3,18,40
2,regular,8478445,Mathew Barzal,NYI,F,23,34,29,86
2,regular,8481601,Simon Holmstrom,NYI,F,27,15,6,48
2,regular,8476429,Scott Mayfield,NYI,D,1,9,11,21
2,regular,8482088,Justin Sourdif,WSH,F,29,18,6,53
2,regular,8481656,Aliaksei Protas,WSH,F,24,21,6,51
2,regular,8481580,Connor McMichael,WSH,F,9,21,15,45
2,regular,8478463,Anthony Beauvillier,WSH,F,8,4,10,22
2,regular,8476880,Tom Wilson,WSH,F,22,16,6,44
2,regular,8479345,Jakob Chychrun,WSH,D,18,10,17,45
2,regular,8484186,Ryan Leonard,WSH,F,23,13,4,40
2,regular,8475810,Bryan Rust,PIT,F,25,16,8,49
2,regular,8478450,Parker Wotherspoon,PIT,D,1,9,12,22
2,regular,8482109,Alexis Lafrenière,NYR,F,34,15,6,55
2,regular,8480336,Sean Walker,CAR,D,5,9,11,25
2,regular,8482142,Jamie Drysdale,PHI,D,8,13,12,33
2,regular,8476461,Sean Couturier,PHI,F,9,9,11,29
2,regular,8477948,Travis Sanheim,PHI,D,15,13,9,37
2,regular,8482159,Tyson Foerster,PHI,F,31,6,16,53
2,regular,8484197,Oliver Moore,CHI,F,6,16,13,35
2,regular,8481523,Kirby Dach,MTL,F,13,2,7,22
2,regular,8476539,Jonathan Marchessault,NSH,F,11,18,20,49
2,regular,8478864,Kirill Kaprizov,MIN,F,50,10,16,76
2,regular,8477446,Michael McCarron,MIN,F,17,3,5,25
2,regular,8475220,Marcus Foligno,MIN,F,13,3,3,19
2,regular,8480800,Quinn Hughes,MIN,D,6,39,28,73
2,regular,8477497,Sean Monahan,CBJ,F,24,12,3,39
2,regular,8480893,Kirill Marchenko,CBJ,F,31,27,26,84
2,regular,8481161,Jake Christiansen,CBJ,D,0,6,4,10
2,regular,8477425,Miles Wood,CBJ,F,10,6,6,22
2,regular,8479671,Mathieu Olivier,CBJ,F,16,3,5,24
2,regular,8478460,Zach Werenski,CBJ,D,23,30,24,77
2,regular,8478500,Ivan Provorov,CBJ,D,11,12,7,30
2,regular,8481186,Logan O'Connor,COL,F,12,6,4,22
2,regular,8475794,Tyler Seguin,DAL,F,15,10,10,35
2,regular,8479351,Sam Steel,DAL,F,16,10,9,35
2,regular,8475786,Zach Hyman,EDM,F,35,13,13,61
2,regular,8483512,Matt Savoie,EDM,F,16,19,8,43
2,regular,8478402,Connor McDavid,EDM,F,52,38,17,107
2,regular,8480803,Evan Bouchard,EDM,D,37,48,28,113
2,regular,8482859,Zack Ostapchuk,SJS,F,8,1,4,13
2,regular,8484806,Sam Dickinson,SJS,D,1,4,20,25
2,regular,8484801,Macklin Celebrini,SJS,F,36,32,18,86
2,regular,8480068,Ryan Poehling,ANA,F,19,18,14,51
2,regular,8484153,Leo Carlsson,ANA,F,23,18,6,47
2,regular,8483445,Cutter Gauthier,ANA,F,43,10,8,61
2,regular,8473986,Alex Killorn,ANA,F,28,8,5,41
2,regular,8475798,Mikael Granlund,ANA,F,21,17,13,51
2,regular,8481605,Jackson LaCombe,ANA,D,9,40,18,67
2,regular,8485512,Tim Washe,ANA,F,8,7,7,22
2,regular,8474586,Jordan Eberle,SEA,F,21,21,7,49
2,regular,8484800,Berkly Catton,SEA,F,12,9,12,33
2,regular,8476905,Chandler Stephenson,SEA,F,16,16,18,50
2,regular,8478483,Mitch Marner,VGK,F,24,23,5,52
2,regular,8478440,Dylan Strome,WSH,F,22,18,6,46
2,regular,8484797,Konsta Helenius,BUF,F,3,4,0,7
2,regular,8478462,Nicolas Roy,COL,F,19,6,0,25
2,regular,8485395,James Hagens,BOS,F,2,4,3,9
2,regular,8480426,Charle-Edouard D'Astous,TBL,D,3,9,20,32
2,regular,8474151,Ryan McDonagh,TBL,D,3,6,10,19
2,regular,8478469,Thomas Chabot,OTT,D,10,29,8,47
2,regular,8482245,Artem Zub,OTT,D,5,30,13,48
2,regular,8477998,Warren Foegele,OTT,F,24,5,10,39
2,regular,8478020,Michael Amadio,OTT,F,19,4,16,39
2,regular,8475231,Casey Cizikas,NYI,F,26,9,3,38
2,regular,8477950,Tony DeAngelo,NYI,D,9,21,12,42
2,regular,8478398,Kyle Connor,WPG,F,30,34,18,82
2,regular,8476853,Morgan Rielly,TOR,D,12,4,7,23
2,regular,8479337,Alex DeBrincat,DET,F,33,33,19,85
2,regular,8481607,Albert Johansson,DET,D,14,4,4,22
2,regular,8481533,Trevor Zegras,PHI,F,25,21,9,55
2,regular,8477495,Seth Jones,FLA,D,19,12,18,49
2,regular,8478856,Conor Garland,CBJ,F,10,16,4,30
2,regular,8480002,Nico Hischier,NJD,F,39,17,9,65
2,regular,8478414,Timo Meier,NJD,F,18,16,4,38
2,regular,8477969,Marcus Pettersson,VAN,D,10,6,14,30
2,regular,8477573,Nathan Walker,STL,F,13,12,2,27
2,regular,8484164,Dalibor Dvorsky,STL,F,15,6,7,28
2,regular,8473422,Nick Foligno,MIN,F,3,11,5,19
2,regular,8476469,Joel Armia,LAK,F,18,16,4,38
2,regular,8482726,Samuel Helenius,LAK,F,15,6,8,29
2,regular,8482807,Ethan Del Mastro,CHI,D,4,4,5,13
2,regular,8480434,Sean Durzi,UTA,D,6,11,14,31
2,regular,8477346,MacKenzie Weegar,UTA,D,6,18,20,44
2,regular,8478507,John Marino,UTA,D,5,14,10,29
2,regular,8478840,Will Borgen,NYR,D,3,8,6,17
2,regular,8482877,Jaroslav Chmelar,NYR,F,8,4,4,16
2,regular,8475218,Mattias Ekholm,EDM,D,10,8,31,49
2,regular,8481617,Vasily Podkolzin,EDM,F,23,10,9,42
2,regular,8477416,Oliver Bjorkstrand,TBL,F,16,9,2,27
2,regular,8476878,Zemgus Girgensons,TBL,F,4,9,10,23
2,regular,8470621,Corey Perry,TBL,F,17,10,4,31
2,regular,8480727,Zach Whitecloud,CGY,D,4,12,12,28
2,regular,8480797,Joel Farabee,CGY,F,16,13,5,34
2,regular,8484150,Hunter Brzustewicz,CGY,D,5,2,8,15
2,regular,8478468,Jeremy Lauzon,VGK,D,1,4,7,12
2,regular,8475188,Brayden McNabb,VGK,D,13,8,5,26
2,regular,8482122,Brock Faber,MIN,D,21,21,9,51
2,regular,8480798,Philipp Kurashev,SJS,F,14,16,8,38
2,regular,8477478,William Carrier,CAR,F,5,6,4,15
2,regular,8477940,Nikolaj Ehlers,CAR,F,23,37,4,64
2,regular,8476921,Jordan Martinook,CAR,F,8,12,10,30
2,regular,8478366,Frank Vatrano,ANA,F,6,3,4,13
2,regular,8482803,Olen Zellweger,ANA,D,6,10,8,24
2,regular,8478569,Noel Acciari,PIT,F,12,6,1,19
2,regular,8471724,Kris Letang,PIT,D,1,7,14,22
2,regular,8475842,Sam Carrick,BUF,F,12,4,5,21
2,regular,8478173,Hayden Hodgson,OTT,F,5,7,5,17
2,regular,8477429,Andrew Copp,DET,F,12,26,14,52
2,regular,8484304,Uvis Balinskis,FLA,D,8,5,6,19
2,regular,8481598,Philip Broberg,STL,D,18,15,15,48
2,regular,8476892,Colton Parayko,STL,D,8,1,4,13
2,regular,8481013,Jonatan Berggren,STL,F,12,14,9,35
2,regular,8480281,Alexey Toropchenko,STL,F,8,10,9,27
2,regular,8477987,Ryan Donato,CHI,F,13,14,2,29
2,regular,8479977,Kailer Yamamoto,UTA,F,16,10,5,31
2,regular,8483609,Adam Klapka,CGY,F,9,9,8,26
2,regular,8480870,Bo Groulx,TOR,F,8,2,5,15
2,regular,8475690,Chris Tanev,TOR,D,1,4,5,10
2,regular,8481593,Jayden Struble,MTL,D,4,11,4,19
2,regular,8476875,Mike Matheson,MTL,D,2,11,7,20
2,regular,8482713,Mackie Samoskevich,FLA,F,20,1,4,25
2,regular,8484958,Maksim Tsyplakov,NJD,F,5,4,1,10
2,regular,8481655,Cole Schwindt,FLA,F,8,4,4,16
2,regular,8477369,Carson Soucy,NYI,D,7,7,7,21
2,regular,8480834,Ty Emberson,EDM,D,1,0,7,8
2,regular,8477499,Rasmus Ristolainen,PHI,D,1,12,21,34
2,regular,8484387,Matvei Michkov,PHI,F,21,23,7,51
2,regular,8483731,Alex Bump,PHI,F,5,5,7,17
2,regular,8476525,Colin Miller,WPG,D,9,8,12,29
2,regular,8480049,Dylan Samberg,WPG,D,2,10,12,24
2,regular,8484829,Justin Hryckowian,DAL,F,10,4,6,20
2,regular,8476881,Tomas Hertl,VGK,F,8,8,4,20
2,regular,8480817,K'Andre Miller,CAR,D,10,9,10,29
2,regular,8476906,Shayne Gostisbehere,CAR,D,16,20,22,58
2,regular,8483406,Taylor Ward,LAK,F,7,8,4,19
2,regular,8479992,Michael Rasmussen,DET,F,8,5,10,23
2,regular,8476826,Yanni Gourde,TBL,F,4,12,3,19
2,regular,8471214,Alex Ovechkin,WSH,F,24,8,9,41
2,regular,8480796,Martin Fehervary,WSH,D,5,4,7,16
2,regular,8483491,Ivan Miroshnichenko,WSH,F,4,6,5,15
2,regular,8478233,Andrew Mangiapane,CHI,F,14,6,3,23
2,regular,8484783,Artyom Levshunov,CHI,D,2,2,22,26
2,regular,8477220,Nate Schmidt,UTA,D,4,1,7,12
2,regular,8476624,Barclay Goodrow,SJS,F,5,10,3,18
2,regular,8482671,Owen Power,BUF,D,7,2,9,18
2,regular,8477493,,FLA,,5,4,2,11
2,regular,8477935,Sam Bennett,FLA,F,25,17,4,46
2,regular,8477498,Darnell Nurse,EDM,D,4,5,3,12
2,regular,8475171,Oliver Ekman-Larsson,TOR,D,2,5,27,34
2,regular,8481546,Cam York,PHI,D,9,13,9,31
2,regular,8482705,Cole Sillinger,CBJ,F,4,14,4,22
2,regular,8477402,Pavel Buchnevich,STL,F,23,11,4,38
2,regular,8480027,Jason Robertson,DAL,F,48,12,23,83
2,regular,8482765,Isak Rosen,WPG,F,28,9,6,43
2,regular,8476869,Brady Skjei,NSH,D,9,13,6,28
2,regular,8480246,Nick Perbix,NSH,D,0,10,3,13
2,regular,8475754,Brock Nelson,COL,F,24,19,14,57
2,regular,8482947,Zakhar Bardakov,COL,F,1,11,3,15
2,regular,8479661,Tanner Jeannot,BOS,F,4,9,2,15
2,regular,8480762,Eric Robinson,CAR,F,11,5,3,19
2,regular,8481535,Nils Hoglander,VAN,F,3,9,8,20
2,regular,8483464,Marco Kasper,DET,F,11,19,6,36
2,regular,8478013,Jake Walman,EDM,D,13,9,1,23
2,regular,8477444,Andre Burakovsky,CHI,F,2,9,10,21
2,regular,8485391,Anton Frondell,CHI,F,2,3,3,8
2,regular,8476374,Sean Kuraly,BOS,F,4,12,5,21
2,regular,8478136,Jake Middleton,MIN,D,6,11,2,19
2,regular,8481618,Alex Newhook,MTL,F,23,14,7,44
2,regular,8479982,Conor Timmins,BUF,D,0,1,13,14
2,regular,8474150,Mikael Backlund,CGY,F,18,19,4,41
2,regular,8479365,Trent Frederic,EDM,F,7,5,2,14
2,regular,8480848,Ty Dellandrea,SJS,F,5,7,4,16
2,regular,8483630,Pavol Regenda,SJS,F,24,4,4,32
2,regular,8482166,Shakir Mukhamadullin,SJS,D,9,3,1,13
2,regular,8478911,Matt Roy,WSH,D,0,8,7,15
2,regular,8477845,Trevor van Riemsdyk,WSH,D,4,5,9,18
2,regular,8479591,Michael Eyssimont,BOS,F,10,12,5,27
2,regular,8482733,Logan Mailloux,STL,D,10,9,7,26
2,regular,8481006,Tyler Tucker,STL,D,4,8,9,21
2,regular,8475764,Cam Fowler,STL,D,5,16,16,37
2,regular,8480840,Oskar Bäck,DAL,F,8,1,4,13
2,regular,8483485,Denton Mateychuk,CBJ,D,23,11,13,47
2,regular,8475455,Brenden Dillon,NJD,D,0,2,9,11
2,regular,8481032,Paul Cotter,NJD,F,8,7,6,21
2,regular,8483490,Pavel Mintyukov,ANA,D,10,7,19,36
2,regular,8481560,Arthur Kaliyev,OTT,F,18,7,5,30
2,regular,8477989,Christian Dvorak,PHI,F,20,26,7,53
2,regular,8476372,Nick Seeler,PHI,D,4,2,3,9
2,regular,8480220,Noah Cates,PHI,F,13,17,8,38
2,regular,8481806,Louis Crevier,CHI,D,8,5,13,26
2,regular,8475753,Justin Faulk,DET,D,14,16,13,43
2,regular,8482089,Jake Neighbours,STL,F,13,15,5,33
2,regular,8483499,Liam Ohgren,VAN,F,16,6,7,29
2,regular,8477938,Haydn Fleury,WPG,D,5,4,4,13
2,regular,8482703,Colton Dach,EDM,F,7,5,3,15
2,regular,8476931,Jake McCabe,TOR,D,2,11,4,17
2,regular,8475760,Nick Bjugstad,NJD,F,8,10,5,23
2,regular,8479371,Dante Fabbro,CBJ,D,5,4,5,14
2,regular,8475795,Dylan McIlrath,WSH,D,1,5,5,11
2,regular,8477903,Garnet Hathaway,PHI,F,4,7,6,17
2,regular,8480835,Jack Drury,COL,F,7,13,12,32
2,regular,8478038,Devon Toews,COL,D,4,6,14,24
2,regular,8475765,Vladimir Tarasenko,MIN,F,24,15,2,41
2,regular,8480806,Isac Lundeström,CBJ,F,2,9,5,16
2,regular,8482100,Alexander Nikishin,CAR,D,12,8,6,26
2,regular,8477406,Mattias Janmark,EDM,F,0,10,9,19
2,regular,8474149,Evgenii Dadonov,NJD,F,11,8,7,26
2,regular,8476331,Dylan DeMelo,WPG,D,4,4,5,13
2,regular,8481572,Ville Heinola,WPG,D,2,5,7,14
2,regular,8478831,Kevin Stenlund,UTA,F,2,1,2,5
2,regular,8479293,Brandon Tanev,UTA,F,3,2,6,11
2,regular,8483690,Noah Laba,NYR,F,3,6,13,22
2,regular,8481596,Shane Pinto,OTT,F,13,9,8,30
2,regular,8484768,Zayne Parekh,CGY,D,10,6,4,20
2,regular,8476873,Mark Jankowski,CAR,F,16,6,6,28
2,regular,8482929,Emil Lilleberg,TBL,D,12,4,8,24
2,regular,8482148,Hendrix Lapierre,WSH,F,9,3,2,14
2,regular,8479520,Brandon Duhaime,WSH,F,3,2,4,9
2,regular,8482691,Aatu Räty,VAN,F,8,7,3,18
2,regular,8482858,Ryker Evans,SEA,D,8,2,3,13
2,regular,8483676,Stephen Halliday,OTT,F,12,5,5,22
2,regular,8478416,Erik Cernak,TBL,D,6,3,2,11
2,regular,8482470,Ilya Solovyov,PIT,D,3,4,10,17
2,regular,8475799,Nino Niederreiter,WPG,F,9,8,5,22
2,regular,8476925,Colton Sissons,VGK,F,13,2,3,18
2,regular,8484999,Ilya Protas,WSH,F,4,5,1,10
2,regular,8474574,Tyler Myers,DAL,D,1,2,10,13
2,regular,8484873,Cole Hutson,WSH,D,3,1,4,8
2,regular,8483425,Lian Bichsel,DAL,D,8,5,0,13
