game_id,season,date,hometeam,awayteam,home_score,away_score
52070,20212022,2021-10-12,TBL,PIT,2.0,6.0
53880,20212022,2021-10-12,VGK,SEA,4.0,3.0
52071,20212022,2021-10-13,TOR,MTL,2.0,1.0
52072,20212022,2021-10-13,WSH,NYR,5.0,1.0
52073,20212022,2021-10-13,ANA,WPG,4.0,1.0
52074,20212022,2021-10-13,COL,CHI,4.0,2.0
52075,20212022,2021-10-13,EDM,VAN,3.0,2.0
52076,20212022,2021-10-14,BUF,MTL,5.0,1.0
52077,20212022,2021-10-14,OTT,TOR,3.0,2.0
52078,20212022,2021-10-14,FLA,PIT,5.0,4.0
52079,20212022,2021-10-14,NYR,DAL,2.0,3.0
52080,20212022,2021-10-14,CAR,NYI,6.0,3.0
52081,20212022,2021-10-14,CBJ,ARI,8.0,2.0
52082,20212022,2021-10-14,DET,TBL,6.0,7.0
52083,20212022,2021-10-14,LAK,VGK,6.0,2.0
53881,20212022,2021-10-14,NSH,SEA,3.0,4.0
52084,20212022,2021-10-15,NJD,CHI,4.0,3.0
52085,20212022,2021-10-15,PHI,VAN,4.0,5.0
52086,20212022,2021-10-15,ANA,MIN,1.0,2.0
52087,20212022,2021-10-16,BUF,ARI,2.0,1.0
52088,20212022,2021-10-16,FLA,NYI,5.0,1.0
52089,20212022,2021-10-16,BOS,DAL,3.0,1.0
52090,20212022,2021-10-16,TOR,OTT,3.0,1.0
52091,20212022,2021-10-16,MTL,NYR,1.0,3.0
52092,20212022,2021-10-16,DET,VAN,3.0,1.0
52093,20212022,2021-10-16,PIT,CHI,5.0,2.0
52094,20212022,2021-10-16,WSH,TBL,1.0,2.0
52095,20212022,2021-10-16,NSH,CAR,2.0,3.0
52096,20212022,2021-10-16,COL,STL,3.0,5.0
52097,20212022,2021-10-16,SJS,WPG,4.0,3.0
52098,20212022,2021-10-16,EDM,CGY,5.0,2.0
52099,20212022,2021-10-16,LAK,MIN,2.0,3.0
53882,20212022,2021-10-16,CBJ,SEA,2.0,1.0
52100,20212022,2021-10-17,OTT,DAL,3.0,2.0
52101,20212022,2021-10-18,TOR,NYR,1.0,2.0
52102,20212022,2021-10-18,CGY,ANA,2.0,3.0
52103,20212022,2021-10-18,ARI,STL,4.0,7.0
53883,20212022,2021-10-18,PHI,SEA,6.0,1.0
52104,20212022,2021-10-19,BUF,VAN,5.0,2.0
52105,20212022,2021-10-19,MTL,SJS,0.0,5.0
52106,20212022,2021-10-19,TBL,FLA,1.0,4.0
52107,20212022,2021-10-19,PIT,DAL,1.0,2.0
52108,20212022,2021-10-19,WSH,COL,6.0,3.0
52109,20212022,2021-10-19,DET,CBJ,4.0,1.0
52110,20212022,2021-10-19,CHI,NYI,1.0,4.0
52111,20212022,2021-10-19,NSH,LAK,2.0,1.0
52112,20212022,2021-10-19,MIN,WPG,6.0,5.0
52113,20212022,2021-10-19,EDM,ANA,6.0,5.0
53884,20212022,2021-10-19,NJD,SEA,4.0,2.0
52114,20212022,2021-10-20,PHI,BOS,6.0,3.0
52115,20212022,2021-10-20,VGK,STL,1.0,3.0
52116,20212022,2021-10-21,MTL,CAR,1.0,4.0
52117,20212022,2021-10-21,OTT,SJS,1.0,2.0
52118,20212022,2021-10-21,FLA,COL,4.0,1.0
52119,20212022,2021-10-21,NJD,WSH,1.0,4.0
52120,20212022,2021-10-21,CBJ,NYI,3.0,2.0
52121,20212022,2021-10-21,DET,CGY,0.0,3.0
52122,20212022,2021-10-21,NSH,NYR,1.0,3.0
52123,20212022,2021-10-21,WPG,ANA,5.0,1.0
52124,20212022,2021-10-21,CHI,VAN,1.0,4.0
52125,20212022,2021-10-21,ARI,EDM,1.0,5.0
52126,20212022,2021-10-22,TOR,SJS,3.0,5.0
52127,20212022,2021-10-22,BUF,BOS,1.0,4.0
52128,20212022,2021-10-22,DAL,LAK,3.0,2.0
52129,20212022,2021-10-22,VGK,EDM,3.0,5.0
52130,20212022,2021-10-23,OTT,NYR,2.0,3.0
52131,20212022,2021-10-23,WSH,CGY,3.0,4.0
52132,20212022,2021-10-23,MIN,ANA,4.0,3.0
52133,20212022,2021-10-23,WPG,NSH,6.0,4.0
52134,20212022,2021-10-23,MTL,DET,6.0,1.0
52135,20212022,2021-10-23,TBL,COL,3.0,4.0
52136,20212022,2021-10-23,NJD,BUF,2.0,1.0
52137,20212022,2021-10-23,PHI,FLA,2.0,4.0
52138,20212022,2021-10-23,PIT,TOR,7.0,1.0
52139,20212022,2021-10-23,CBJ,CAR,1.0,5.0
52140,20212022,2021-10-23,STL,LAK,7.0,3.0
52141,20212022,2021-10-23,ARI,NYI,0.0,3.0
53885,20212022,2021-10-23,SEA,VAN,2.0,4.0
52142,20212022,2021-10-24,BOS,SJS,4.0,3.0
52143,20212022,2021-10-24,MIN,NSH,2.0,5.0
52144,20212022,2021-10-24,CHI,DET,3.0,6.0
52145,20212022,2021-10-24,VGK,NYI,0.0,2.0
52146,20212022,2021-10-25,BUF,TBL,5.0,1.0
52147,20212022,2021-10-25,OTT,WSH,5.0,7.0
52148,20212022,2021-10-25,FLA,ARI,5.0,3.0
52149,20212022,2021-10-25,NYR,CGY,1.0,5.0
52150,20212022,2021-10-25,CAR,TOR,4.0,1.0
52151,20212022,2021-10-25,CBJ,DAL,4.0,1.0
52152,20212022,2021-10-25,STL,LAK,3.0,0.0
52153,20212022,2021-10-26,NJD,CGY,3.0,5.0
52154,20212022,2021-10-26,PIT,TBL,1.0,5.0
52155,20212022,2021-10-26,COL,VGK,1.0,3.0
52156,20212022,2021-10-26,NSH,SJS,3.0,1.0
52157,20212022,2021-10-26,VAN,MIN,2.0,3.0
52158,20212022,2021-10-26,ANA,WPG,3.0,4.0
53886,20212022,2021-10-26,SEA,MTL,5.0,1.0
52159,20212022,2021-10-27,FLA,BOS,4.0,1.0
52160,20212022,2021-10-27,WSH,DET,2.0,3.0
52161,20212022,2021-10-27,CHI,TOR,2.0,3.0
52162,20212022,2021-10-27,DAL,VGK,2.0,3.0
52163,20212022,2021-10-27,EDM,PHI,3.0,5.0
52164,20212022,2021-10-28,TBL,ARI,5.0,1.0
52165,20212022,2021-10-28,PIT,CGY,0.0,4.0
52166,20212022,2021-10-28,CAR,BOS,3.0,0.0
52167,20212022,2021-10-28,STL,COL,3.0,4.0
52168,20212022,2021-10-28,VAN,PHI,1.0,2.0
52169,20212022,2021-10-28,ANA,BUF,3.0,4.0
52170,20212022,2021-10-28,LAK,WPG,2.0,3.0
52171,20212022,2021-10-28,SJS,MTL,0.0,4.0
53887,20212022,2021-10-28,SEA,MIN,4.0,1.0
52172,20212022,2021-10-29,DET,FLA,2.0,3.0
52173,20212022,2021-10-29,NYR,CBJ,4.0,0.0
52174,20212022,2021-10-29,WSH,ARI,2.0,0.0
52175,20212022,2021-10-29,CAR,CHI,6.0,3.0
52176,20212022,2021-10-29,VGK,ANA,5.0,4.0
52177,20212022,2021-10-29,DAL,OTT,1.0,4.0
52178,20212022,2021-10-30,NSH,NYI,3.0,2.0
52179,20212022,2021-10-30,LAK,MTL,5.0,2.0
52180,20212022,2021-10-30,SJS,WPG,2.0,1.0
52181,20212022,2021-10-30,BOS,FLA,3.0,2.0
52182,20212022,2021-10-30,TOR,DET,5.0,4.0
52183,20212022,2021-10-30,PIT,NJD,2.0,4.0
52184,20212022,2021-10-30,STL,CHI,1.0,0.0
52185,20212022,2021-10-30,COL,MIN,4.0,1.0
52186,20212022,2021-10-30,VAN,EDM,1.0,2.0
52187,20212022,2021-10-30,CGY,PHI,4.0,0.0
52188,20212022,2021-10-31,CAR,ARI,2.0,1.0
52189,20212022,2021-10-31,ANA,MTL,4.0,2.0
52190,20212022,2021-10-31,LAK,BUF,3.0,2.0
52191,20212022,2021-10-31,NJD,CBJ,3.0,4.0
53888,20212022,2021-10-31,SEA,NYR,1.0,3.0
52192,20212022,2021-11-01,TBL,WSH,3.0,2.0
52193,20212022,2021-11-01,CHI,OTT,5.0,1.0
53889,20212022,2021-11-01,EDM,SEA,5.0,2.0
52194,20212022,2021-11-02,TOR,VGK,4.0,0.0
52195,20212022,2021-11-02,MTL,DET,3.0,0.0
52196,20212022,2021-11-02,PHI,ARI,3.0,0.0
52197,20212022,2021-11-02,MIN,OTT,5.0,4.0
52198,20212022,2021-11-02,WPG,DAL,4.0,3.0
52199,20212022,2021-11-02,CGY,NSH,2.0,3.0
52200,20212022,2021-11-02,VAN,NYR,3.0,2.0
52201,20212022,2021-11-02,ANA,NJD,4.0,0.0
52202,20212022,2021-11-02,SJS,BUF,5.0,3.0
52203,20212022,2021-11-03,EDM,NSH,5.0,2.0
52204,20212022,2021-11-03,CHI,CAR,3.0,4.0
52205,20212022,2021-11-03,COL,CBJ,4.0,5.0
52207,20212022,2021-11-03,LAK,STL,3.0,2.0
52208,20212022,2021-11-04,BOS,DET,5.0,1.0
52209,20212022,2021-11-04,TOR,TBL,2.0,1.0
52210,20212022,2021-11-04,MTL,NYI,2.0,6.0
52211,20212022,2021-11-04,OTT,VGK,1.0,5.0
52212,20212022,2021-11-04,FLA,WSH,5.0,4.0
52213,20212022,2021-11-04,PIT,PHI,3.0,2.0
52214,20212022,2021-11-04,CGY,DAL,3.0,4.0
52215,20212022,2021-11-04,SJS,STL,3.0,5.0
53890,20212022,2021-11-04,SEA,BUF,5.0,2.0
52216,20212022,2021-11-05,WPG,CHI,5.0,1.0
52217,20212022,2021-11-05,EDM,NYR,6.0,5.0
52219,20212022,2021-11-05,VAN,NSH,2.0,3.0
52220,20212022,2021-11-05,ANA,ARI,3.0,1.0
52221,20212022,2021-11-05,LAK,NJD,3.0,2.0
52222,20212022,2021-11-06,OTT,TBL,3.0,5.0
52223,20212022,2021-11-06,FLA,CAR,5.0,2.0
52224,20212022,2021-11-06,WPG,NYI,0.0,2.0
52225,20212022,2021-11-06,BUF,DET,3.0,4.0
52226,20212022,2021-11-06,TOR,BOS,5.0,2.0
52227,20212022,2021-11-06,MTL,VGK,2.0,5.0
52228,20212022,2021-11-06,PIT,MIN,4.0,5.0
52229,20212022,2021-11-06,WSH,PHI,1.0,2.0
52230,20212022,2021-11-06,CBJ,COL,4.0,2.0
52231,20212022,2021-11-06,CGY,NYR,6.0,0.0
52232,20212022,2021-11-06,SJS,NJD,2.0,3.0
53891,20212022,2021-11-06,ARI,SEA,5.0,4.0
52233,20212022,2021-11-07,DET,VGK,5.0,2.0
52234,20212022,2021-11-07,CHI,NSH,2.0,1.0
52235,20212022,2021-11-07,ANA,STL,4.0,1.0
52236,20212022,2021-11-07,MIN,NYI,5.0,2.0
52237,20212022,2021-11-07,VAN,DAL,6.0,3.0
52238,20212022,2021-11-08,NYR,FLA,4.0,3.0
52239,20212022,2021-11-08,WSH,BUF,5.0,3.0
52240,20212022,2021-11-08,TOR,LAK,1.0,5.0
52241,20212022,2021-11-09,BOS,OTT,3.0,2.0
52242,20212022,2021-11-09,MTL,LAK,2.0,3.0
52243,20212022,2021-11-09,TBL,CAR,1.0,2.0
52244,20212022,2021-11-09,NJD,FLA,7.0,3.0
52245,20212022,2021-11-09,DET,EDM,4.0,2.0
52246,20212022,2021-11-09,WPG,STL,2.0,3.0
52247,20212022,2021-11-09,CHI,PIT,3.0,2.0
52248,20212022,2021-11-09,CGY,SJS,1.0,4.0
52249,20212022,2021-11-09,VAN,ANA,2.0,3.0
53892,20212022,2021-11-09,VGK,SEA,4.0,2.0
52250,20212022,2021-11-10,PHI,TOR,0.0,3.0
52251,20212022,2021-11-10,DAL,NSH,2.0,4.0
52252,20212022,2021-11-10,ARI,MIN,2.0,5.0
52253,20212022,2021-11-11,BOS,EDM,3.0,5.0
52254,20212022,2021-11-11,MTL,CGY,4.0,2.0
52255,20212022,2021-11-11,OTT,LAK,0.0,2.0
52256,20212022,2021-11-11,NJD,NYI,4.0,0.0
52257,20212022,2021-11-11,PIT,FLA,3.0,2.0
52258,20212022,2021-11-11,DET,WSH,0.0,2.0
52259,20212022,2021-11-11,STL,NSH,3.0,4.0
52260,20212022,2021-11-11,WPG,SJS,4.0,1.0
52261,20212022,2021-11-11,COL,VAN,7.0,1.0
52262,20212022,2021-11-11,VGK,MIN,3.0,2.0
53893,20212022,2021-11-11,SEA,ANA,4.0,7.0
52263,20212022,2021-11-12,TOR,CGY,2.0,1.0
52264,20212022,2021-11-12,BUF,EDM,3.0,2.0
52265,20212022,2021-11-12,CAR,PHI,1.0,2.0
52266,20212022,2021-11-12,CBJ,WSH,3.0,4.0
52267,20212022,2021-11-12,CHI,ARI,2.0,1.0
52268,20212022,2021-11-13,NJD,BOS,2.0,5.0
52269,20212022,2021-11-13,WPG,LAK,3.0,2.0
52270,20212022,2021-11-13,BUF,TOR,4.0,5.0
52271,20212022,2021-11-13,OTT,PIT,6.0,3.0
52272,20212022,2021-11-13,DET,MTL,3.0,2.0
52273,20212022,2021-11-13,TBL,FLA,3.0,2.0
52274,20212022,2021-11-13,CAR,STL,3.0,2.0
52275,20212022,2021-11-13,CBJ,NYR,3.0,5.0
52276,20212022,2021-11-13,NSH,ARI,4.0,1.0
52277,20212022,2021-11-13,DAL,PHI,5.0,2.0
52278,20212022,2021-11-13,COL,SJS,6.0,2.0
52279,20212022,2021-11-13,VGK,VAN,7.0,4.0
53894,20212022,2021-11-13,SEA,MIN,2.0,4.0
52280,20212022,2021-11-14,OTT,CGY,0.0,4.0
52281,20212022,2021-11-14,STL,EDM,4.0,5.0
52282,20212022,2021-11-14,BOS,MTL,5.0,2.0
52283,20212022,2021-11-14,NYR,NJD,4.0,3.0
52284,20212022,2021-11-14,WSH,PIT,6.0,1.0
52285,20212022,2021-11-14,ANA,VAN,5.0,1.0
52286,20212022,2021-11-15,TBL,NYI,4.0,1.0
52287,20212022,2021-11-15,CBJ,DET,5.0,3.0
52288,20212022,2021-11-16,TOR,NSH,3.0,0.0
52289,20212022,2021-11-16,FLA,NYI,6.0,1.0
52291,20212022,2021-11-16,NYR,MTL,3.0,2.0
52292,20212022,2021-11-16,PHI,CGY,2.0,1.0
52293,20212022,2021-11-16,PIT,BUF,1.0,2.0
52294,20212022,2021-11-16,STL,ARI,2.0,3.0
52295,20212022,2021-11-16,MIN,SJS,1.0,4.0
52296,20212022,2021-11-16,WPG,EDM,5.0,2.0
52297,20212022,2021-11-16,DAL,DET,5.0,2.0
52298,20212022,2021-11-16,VGK,CAR,2.0,4.0
52299,20212022,2021-11-16,ANA,WSH,3.0,2.0
52300,20212022,2021-11-17,VAN,COL,2.0,4.0
52301,20212022,2021-11-17,LAK,WSH,0.0,2.0
53895,20212022,2021-11-17,SEA,CHI,2.0,4.0
52302,20212022,2021-11-18,BUF,CGY,0.0,5.0
52303,20212022,2021-11-18,TOR,NYR,2.0,1.0
52304,20212022,2021-11-18,MTL,PIT,0.0,6.0
52306,20212022,2021-11-18,FLA,NJD,4.0,1.0
52307,20212022,2021-11-18,PHI,TBL,3.0,4.0
52308,20212022,2021-11-18,STL,SJS,4.0,1.0
52309,20212022,2021-11-18,MIN,DAL,7.0,2.0
52310,20212022,2021-11-18,EDM,WPG,2.0,1.0
52311,20212022,2021-11-18,ARI,CBJ,4.0,5.0
52312,20212022,2021-11-18,VGK,DET,5.0,2.0
52313,20212022,2021-11-18,ANA,CAR,1.0,2.0
52314,20212022,2021-11-19,VAN,WPG,3.0,2.0
53896,20212022,2021-11-19,SEA,COL,3.0,7.0
52316,20212022,2021-11-20,LAK,CAR,4.0,5.0
52317,20212022,2021-11-20,TBL,NJD,3.0,5.0
52318,20212022,2021-11-20,FLA,MIN,5.0,4.0
52319,20212022,2021-11-20,TOR,PIT,0.0,2.0
52320,20212022,2021-11-20,MTL,NSH,6.0,3.0
52321,20212022,2021-11-20,NYI,CGY,2.0,5.0
52322,20212022,2021-11-20,PHI,BOS,2.0,5.0
52323,20212022,2021-11-20,ARI,DET,2.0,1.0
52324,20212022,2021-11-20,DAL,STL,4.0,1.0
52325,20212022,2021-11-20,VGK,CBJ,3.0,2.0
52326,20212022,2021-11-20,EDM,CHI,5.0,2.0
52327,20212022,2021-11-20,SJS,WSH,0.0,4.0
52328,20212022,2021-11-21,TBL,MIN,5.0,4.0
52329,20212022,2021-11-21,NYR,BUF,5.0,4.0
52330,20212022,2021-11-21,BOS,CGY,0.0,4.0
52331,20212022,2021-11-21,NYI,TOR,0.0,3.0
52332,20212022,2021-11-21,VAN,CHI,0.0,1.0
52333,20212022,2021-11-21,LAK,ARI,1.0,2.0
53897,20212022,2021-11-21,SEA,WSH,5.0,2.0
52334,20212022,2021-11-22,BUF,CBJ,4.0,7.0
52335,20212022,2021-11-22,STL,VGK,5.0,2.0
52336,20212022,2021-11-22,NSH,ANA,3.0,2.0
52337,20212022,2021-11-22,COL,OTT,7.0,5.0
52338,20212022,2021-11-22,WPG,PIT,1.0,3.0
52339,20212022,2021-11-22,SJS,CAR,2.0,1.0
52340,20212022,2021-11-23,TBL,PHI,4.0,0.0
52341,20212022,2021-11-23,DAL,EDM,4.0,1.0
52342,20212022,2021-11-23,CGY,CHI,5.0,2.0
52343,20212022,2021-11-24,BUF,BOS,1.0,5.0
52344,20212022,2021-11-24,FLA,PHI,2.0,1.0
52345,20212022,2021-11-24,NJD,MIN,2.0,3.0
52346,20212022,2021-11-24,PIT,VAN,4.0,1.0
52347,20212022,2021-11-24,WSH,MTL,6.0,3.0
52348,20212022,2021-11-24,CBJ,WPG,3.0,0.0
52349,20212022,2021-11-24,DET,STL,4.0,2.0
52350,20212022,2021-11-24,NYI,NYR,1.0,4.0
52351,20212022,2021-11-24,NSH,VGK,2.0,5.0
52352,20212022,2021-11-24,COL,ANA,5.0,2.0
52353,20212022,2021-11-24,LAK,TOR,2.0,6.0
52354,20212022,2021-11-24,ARI,EDM,3.0,5.0
52355,20212022,2021-11-24,SJS,OTT,6.0,3.0
53898,20212022,2021-11-24,SEA,CAR,2.0,1.0
52356,20212022,2021-11-26,CHI,STL,3.0,2.0
52357,20212022,2021-11-26,MIN,WPG,7.0,1.0
52358,20212022,2021-11-26,BOS,NYR,2.0,5.0
52359,20212022,2021-11-26,PHI,CAR,3.0,6.0
52360,20212022,2021-11-26,ANA,OTT,4.0,0.0
52361,20212022,2021-11-26,WSH,FLA,4.0,3.0
52362,20212022,2021-11-26,NSH,NJD,4.0,2.0
52363,20212022,2021-11-26,BUF,MTL,4.0,1.0
52364,20212022,2021-11-26,CBJ,VAN,4.0,2.0
52365,20212022,2021-11-26,DAL,COL,3.0,1.0
52366,20212022,2021-11-26,NYI,PIT,0.0,1.0
52367,20212022,2021-11-26,SJS,TOR,1.0,4.0
53899,20212022,2021-11-26,TBL,SEA,3.0,0.0
52368,20212022,2021-11-27,VGK,EDM,2.0,3.0
52369,20212022,2021-11-27,LAK,OTT,4.0,2.0
52370,20212022,2021-11-27,DET,BUF,3.0,2.0
52371,20212022,2021-11-27,PIT,MTL,3.0,6.0
52372,20212022,2021-11-27,ARI,DAL,2.0,3.0
52373,20212022,2021-11-27,STL,CBJ,6.0,3.0
52374,20212022,2021-11-27,COL,NSH,6.0,2.0
52375,20212022,2021-11-27,CGY,WPG,2.0,4.0
53900,20212022,2021-11-27,FLA,SEA,1.0,4.0
52376,20212022,2021-11-28,CAR,WSH,2.0,4.0
52377,20212022,2021-11-28,MIN,TBL,4.0,2.0
52378,20212022,2021-11-28,NJD,PHI,5.0,2.0
52380,20212022,2021-11-28,CHI,SJS,0.0,2.0
52381,20212022,2021-11-28,BOS,VAN,3.0,2.0
52382,20212022,2021-11-28,ANA,TOR,1.0,5.0
52383,20212022,2021-11-29,WPG,ARI,0.0,1.0
52384,20212022,2021-11-29,MTL,VAN,1.0,2.0
52385,20212022,2021-11-29,CGY,PIT,2.0,1.0
53901,20212022,2021-11-29,BUF,SEA,4.0,7.0
52386,20212022,2021-11-30,BOS,DET,1.0,2.0
52387,20212022,2021-11-30,FLA,WSH,5.0,4.0
52388,20212022,2021-11-30,NJD,SJS,2.0,5.0
52390,20212022,2021-11-30,STL,TBL,4.0,3.0
52391,20212022,2021-11-30,NSH,CBJ,6.0,0.0
52392,20212022,2021-11-30,MIN,ARI,5.0,2.0
52393,20212022,2021-11-30,DAL,CAR,4.0,1.0
52394,20212022,2021-11-30,LAK,ANA,4.0,5.0
52395,20212022,2021-12-01,NYR,PHI,4.0,1.0
52396,20212022,2021-12-01,TOR,COL,8.0,3.0
52397,20212022,2021-12-01,OTT,VAN,2.0,6.0
52398,20212022,2021-12-01,ANA,VGK,6.0,5.0
52399,20212022,2021-12-01,EDM,PIT,5.0,2.0
53902,20212022,2021-12-01,DET,SEA,4.0,3.0
52400,20212022,2021-12-02,MTL,COL,1.0,4.0
52401,20212022,2021-12-02,TBL,STL,4.0,2.0
52402,20212022,2021-12-02,FLA,BUF,7.0,4.0
52403,20212022,2021-12-02,WSH,CHI,3.0,4.0
52404,20212022,2021-12-02,CAR,OTT,2.0,3.0
52405,20212022,2021-12-02,NYI,SJS,1.0,2.0
52406,20212022,2021-12-02,NSH,BOS,0.0,2.0
52407,20212022,2021-12-02,MIN,NJD,5.0,2.0
52408,20212022,2021-12-02,DAL,CBJ,3.0,2.0
52409,20212022,2021-12-02,LAK,CGY,2.0,3.0
52410,20212022,2021-12-03,NYR,SJS,1.0,0.0
52411,20212022,2021-12-03,WPG,NJD,8.0,4.0
52412,20212022,2021-12-03,ARI,VGK,1.0,7.0
52413,20212022,2021-12-03,ANA,CGY,3.0,4.0
53903,20212022,2021-12-03,SEA,EDM,4.0,3.0
52414,20212022,2021-12-04,FLA,STL,4.0,3.0
52415,20212022,2021-12-04,NSH,MTL,4.0,3.0
52416,20212022,2021-12-04,MIN,TOR,4.0,3.0
52417,20212022,2021-12-04,BOS,TBL,2.0,3.0
52418,20212022,2021-12-04,OTT,COL,6.0,5.0
52419,20212022,2021-12-04,DET,NYI,4.0,3.0
52420,20212022,2021-12-04,WSH,CBJ,3.0,1.0
52421,20212022,2021-12-04,CAR,BUF,6.0,2.0
52422,20212022,2021-12-04,NYR,CHI,3.0,2.0
52423,20212022,2021-12-04,VAN,PIT,1.0,4.0
52424,20212022,2021-12-05,PHI,TBL,1.0,7.0
52425,20212022,2021-12-05,CBJ,SJS,6.0,4.0
52426,20212022,2021-12-05,WPG,TOR,6.0,3.0
52427,20212022,2021-12-05,NYI,CHI,2.0,3.0
52428,20212022,2021-12-05,EDM,LAK,1.0,5.0
52429,20212022,2021-12-05,VGK,CGY,3.0,2.0
52290,20212022,2021-12-06,NJD,OTT,2.0,3.0
52430,20212022,2021-12-06,PHI,COL,5.0,7.0
52431,20212022,2021-12-06,WSH,ANA,4.0,3.0
52432,20212022,2021-12-06,DAL,ARI,4.0,1.0
52433,20212022,2021-12-06,VAN,LAK,4.0,0.0
53904,20212022,2021-12-06,SEA,PIT,1.0,6.0
52434,20212022,2021-12-07,TOR,CBJ,5.0,4.0
52435,20212022,2021-12-07,MTL,TBL,2.0,3.0
52436,20212022,2021-12-07,OTT,NYI,3.0,5.0
52437,20212022,2021-12-07,DET,NSH,2.0,5.0
52438,20212022,2021-12-07,BUF,ANA,0.0,2.0
52439,20212022,2021-12-07,STL,FLA,4.0,3.0
52440,20212022,2021-12-07,WPG,CAR,2.0,4.0
52441,20212022,2021-12-07,CHI,NYR,2.0,6.0
52442,20212022,2021-12-07,EDM,MIN,1.0,4.0
52443,20212022,2021-12-07,SJS,CGY,5.0,3.0
52444,20212022,2021-12-08,NJD,PHI,3.0,0.0
52445,20212022,2021-12-08,NYR,COL,3.0,7.0
52446,20212022,2021-12-08,VAN,BOS,2.0,1.0
52447,20212022,2021-12-08,VGK,DAL,5.0,4.0
52448,20212022,2021-12-09,TOR,TBL,3.0,5.0
52449,20212022,2021-12-09,MTL,CHI,0.0,2.0
52450,20212022,2021-12-09,CBJ,ANA,1.0,2.0
52451,20212022,2021-12-09,NYI,NSH,3.0,4.0
52452,20212022,2021-12-09,STL,DET,6.0,2.0
52453,20212022,2021-12-09,CGY,CAR,1.0,2.0
52454,20212022,2021-12-09,EDM,BOS,2.0,3.0
52455,20212022,2021-12-09,LAK,DAL,4.0,0.0
52456,20212022,2021-12-09,SJS,MIN,2.0,5.0
53905,20212022,2021-12-09,SEA,WPG,0.0,3.0
52457,20212022,2021-12-10,BUF,NYR,1.0,2.0
52458,20212022,2021-12-10,WSH,PIT,2.0,4.0
52459,20212022,2021-12-10,NJD,NSH,2.0,3.0
52460,20212022,2021-12-10,COL,DET,7.0,3.0
52461,20212022,2021-12-10,ARI,FLA,1.0,3.0
52462,20212022,2021-12-10,VAN,WPG,4.0,3.0
52463,20212022,2021-12-10,VGK,PHI,3.0,4.0
52464,20212022,2021-12-11,OTT,TBL,4.0,0.0
52465,20212022,2021-12-11,STL,MTL,4.0,1.0
52466,20212022,2021-12-11,BUF,WSH,2.0,3.0
52467,20212022,2021-12-11,TOR,CHI,5.0,4.0
52468,20212022,2021-12-11,PIT,ANA,1.0,0.0
52469,20212022,2021-12-11,NYI,NJD,4.0,2.0
52470,20212022,2021-12-11,ARI,PHI,3.0,5.0
52471,20212022,2021-12-11,CGY,BOS,2.0,4.0
52472,20212022,2021-12-11,EDM,CAR,1.0,3.0
52473,20212022,2021-12-11,LAK,MIN,2.0,1.0
52474,20212022,2021-12-11,SJS,DAL,2.0,1.0
53906,20212022,2021-12-11,SEA,CBJ,4.0,5.0
52475,20212022,2021-12-12,STL,ANA,2.0,3.0
52476,20212022,2021-12-12,NYR,NSH,0.0,1.0
52477,20212022,2021-12-12,COL,FLA,3.0,2.0
52478,20212022,2021-12-12,VGK,MIN,6.0,4.0
52479,20212022,2021-12-12,VAN,CAR,2.0,1.0
52481,20212022,2021-12-14,BOS,VGK,1.0,4.0
52482,20212022,2021-12-14,TBL,LAK,3.0,2.0
52483,20212022,2021-12-14,FLA,OTT,2.0,8.0
52484,20212022,2021-12-14,PHI,NJD,6.0,1.0
52485,20212022,2021-12-14,PIT,MTL,5.0,2.0
52486,20212022,2021-12-14,DET,NYI,2.0,1.0
52489,20212022,2021-12-14,WPG,BUF,2.0,4.0
52490,20212022,2021-12-14,DAL,STL,1.0,4.0
52491,20212022,2021-12-14,COL,NYR,4.0,2.0
52492,20212022,2021-12-14,EDM,TOR,1.0,5.0
52493,20212022,2021-12-14,VAN,CBJ,4.0,3.0
53907,20212022,2021-12-14,SJS,SEA,1.0,3.0
52494,20212022,2021-12-15,CHI,WSH,5.0,4.0
52495,20212022,2021-12-15,ARI,NYR,2.0,3.0
53908,20212022,2021-12-15,ANA,SEA,4.0,1.0
52496,20212022,2021-12-16,MTL,PHI,3.0,2.0
52497,20212022,2021-12-16,TBL,OTT,2.0,1.0
52498,20212022,2021-12-16,FLA,LAK,1.0,4.0
52499,20212022,2021-12-16,NJD,VGK,3.0,5.0
52500,20212022,2021-12-16,CAR,DET,5.0,3.0
52501,20212022,2021-12-16,NYI,BOS,3.0,1.0
52502,20212022,2021-12-16,NSH,COL,5.0,2.0
52503,20212022,2021-12-16,MIN,BUF,2.0,3.0
52505,20212022,2021-12-16,EDM,CBJ,5.0,2.0
52506,20212022,2021-12-16,SJS,VAN,2.0,5.0
52507,20212022,2021-12-17,NYR,VGK,2.0,3.0
52508,20212022,2021-12-17,PIT,BUF,3.0,2.0
52509,20212022,2021-12-17,STL,DAL,4.0,1.0
52510,20212022,2021-12-17,WPG,WSH,2.0,5.0
52511,20212022,2021-12-17,CHI,NSH,2.0,3.0
52512,20212022,2021-12-17,ANA,ARI,5.0,6.0
52516,20212022,2021-12-18,DET,NJD,5.0,2.0
52517,20212022,2021-12-18,PHI,OTT,4.0,3.0
52518,20212022,2021-12-18,CAR,LAK,5.0,1.0
52519,20212022,2021-12-18,DAL,CHI,4.0,3.0
53909,20212022,2021-12-18,SEA,EDM,3.0,5.0
