gameid,team,date,gf,ga,g_plusminus,xg_plusminus,poss_value,off_the_puck,gax,gsax,xga,pass_carry_dump,faceoff_def,rookie_F,rookie_D,rookie_G,xgf,xga_target
53052,BUF,2022-03-27,4.0,5.0,-1.0,-1.0,-0.21212099062368844,-0.1674606884842636,-0.013022864606785403,0.006049408063629677,1.3784317636409396,-0.10427135794825187,-0.10784963267543654,0.0,1.048780487804878,0.4878048780487805,1.310848450870257,4.416798433521758
53053,DET,2022-03-27,2.0,11.0,-9.0,-9.0,0.07602004338311727,1.0332664882895286,-0.11521267469465847,0.12952806157126334,1.0581035244498094,0.13064788595924187,-0.05462784257612465,0.0,0.9024390243902438,0.9512195121951219,3.385620157700031,3.888034303905436
53054,PHI,2022-03-27,4.0,5.0,-1.0,-1.0,-0.34693540073803375,-0.45827876405180995,-0.18309928600986305,-0.04429307794765546,0.1397536574163236,-0.13029589991702928,-0.21663950082100447,0.0,0.7317073170731707,0.41463414634146345,1.4236492391210027,3.91101994144265
53055,COL,2022-03-27,2.0,3.0,-1.0,-1.0,0.3809452952926718,2.785719571052817,-0.1543641556501754,0.4318875137353284,-0.98782641967991,0.6129062723701509,-0.23196097707747929,0.0,0.0,0.0,2.845089485519565,2.614100829698146
53056,ARI,2022-03-27,1.0,2.0,-1.0,-1.0,-0.32625801238456403,-0.4758087266120217,0.3009525733109167,0.12778357290157938,1.5653671898124446,-0.1456282961798692,-0.18062971620469476,0.0,1.4390243902439024,0.07317073170731703,2.415020480635572,3.9709050109377118
53057,FLA,2022-03-27,2.0,5.0,-3.0,-3.0,0.9238210693666522,5.614229259364666,0.23249079273047168,0.0007644829586070448,-0.20542186564925602,0.8449130325210904,0.07890803684556157,0.0,0.0,0.41463414634146345,2.245596065069552,2.301930601592177
53058,MTL,2022-03-27,2.0,2.0,0.0,0.0,-0.18852488835131304,-0.7552485133638406,-0.15863490391448554,0.059271458406080425,1.6459419322475612,-0.17672160199818907,-0.01180328635312402,0.0,2.4146341463414633,0.24390243902439024,3.4073599601397286,3.781008199090138
53059,CAR,2022-03-28,6.0,1.0,5.0,5.0,0.574696623757715,4.221591206187889,0.08096702978309188,0.5172501169897531,-1.3105899641955718,0.4662735313059818,0.10842309245173318,0.0,0.2682926829268293,0.0,2.9816831169882736,2.599085975671184
53060,VAN,2022-03-28,1.0,4.0,-3.0,-3.0,0.05817652352196251,0.9136371752072452,0.304111498773956,0.022152370918570988,0.5783788360308166,0.15068258979062638,-0.09250606626866371,0.0,0.12195121951219512,0.6585365853658536,3.8375386595726053,3.3778036781586698
53061,BUF,2022-03-28,6.0,5.0,1.0,1.0,-0.2521609368931223,-0.23520776093957924,0.05063630856934687,0.06345641192191159,1.3816393881457534,-0.1453846118321967,-0.10677632506092566,0.0,0.9756097560975608,0.46341463414634143,4.41853021265706,1.370466638822108
53062,ARI,2022-03-28,1.0,6.0,-5.0,-5.0,-0.3090453294560219,-0.3527261060127626,0.3375064918111895,0.08573678446259639,1.5213012492084839,-0.1540070373463735,-0.15503829210964848,0.0,1.3658536585365855,1.048780487804878,2.829517704783939,3.899759642430584
53063,TOR,2022-03-29,6.0,4.0,2.0,2.0,0.8082946972401894,5.132585338005472,0.45963676916931906,-0.33886332654926204,-0.09990001211381855,0.7884050975175121,0.019889599722677377,0.0,0.0,1.4146341463414633,3.44691023649648,2.729080317425541
53064,CAR,2022-03-29,3.0,4.0,-1.0,-1.0,0.5192219287280354,4.171233299368717,0.17188163659751976,0.1616308553371022,-1.3115708335419303,0.41521010564377175,0.10401182308426353,0.0,0.24390243902439024,0.5121951219512195,1.7221882914891429,2.2166473914403424
53065,MTL,2022-03-29,4.0,7.0,-3.0,-3.0,-0.21007245135940208,-0.8248087393751011,-0.18952763766897696,0.36099547925742026,1.683971129071198,-0.1994834093069711,-0.010589042052431007,0.0,2.3414634146341466,0.29268292682926833,2.9320221448433625,4.277493473608043
53066,NYR,2022-03-29,3.0,2.0,1.0,1.0,0.3556490125300388,2.421415901267954,0.07310183540193732,0.9398810470255802,0.28193833376651545,0.33957457988058215,0.01607443264945659,0.0,0.31707317073170727,0.0,3.3236738710547757,3.141661054920405
53067,NYI,2022-03-29,4.0,3.0,1.0,1.0,0.044324292387765876,0.5812365586034575,0.08762155720464067,-0.07112819378827549,-1.263764395184101,0.13741761315084974,-0.09309332076308388,0.0,0.9024390243902439,0.4390243902439024,3.124065204057844,2.800233498797748
53068,OTT,2022-03-29,1.0,4.0,-3.0,-3.0,-0.19851065093591402,-0.7011454678468806,-0.17225261311673823,0.4032495152111284,0.2216288239536061,-0.06291840181689161,-0.13559224911902232,0.0,1.170731707317073,0.1707317073170732,3.114080675062721,3.1981184579199224
53069,PHI,2022-03-29,1.0,4.0,-3.0,-3.0,-0.30745787497370825,-0.5785957909855676,-0.0784742201396265,-0.08497959600660931,0.24070815665582723,-0.12027454345958223,-0.18718333151412603,0.0,0.4390243902439024,0.3902439024390244,2.814112667925659,3.959219012875113
53070,COL,2022-03-29,2.0,1.0,1.0,1.0,0.04757520040333117,1.4248455947573002,-0.2644509892706658,0.4568840919995842,-0.8828964796919428,0.23195685455774726,-0.18438165415441607,0.0,0.0,0.0,1.8751854298170632,2.5119603085331663
53071,DAL,2022-03-29,3.0,2.0,1.0,1.0,-0.16305719758748166,0.5261445451512954,-0.21212383952130381,0.16227406082870513,-1.2890877963481282,-0.04169406360095982,-0.12136313398652186,0.0,0.2195121951219512,0.12195121951219512,4.81236380722839,2.535386729752643
53072,WPG,2022-03-30,2.0,2.0,0.0,0.0,0.2682764967123062,2.5979262471143585,-0.2609987868443344,0.29881317445058764,0.3646679027283112,0.3915665923964106,-0.12329009568410441,0.0,0.7804878048780488,0.0,3.4216229016892563,3.3259007476735882
53073,NYR,2022-03-30,5.0,4.0,1.0,1.0,0.30986629959175827,2.2093297041949174,0.10320837074239636,0.17699261479528888,0.2470648267463415,0.2828079228802964,0.027058376711461885,0.0,0.29268292682926833,0.36585365853658536,4.5298188857850645,2.5293268829118447
53074,LAK,2022-03-30,3.0,3.0,0.0,0.0,-0.029816332647444446,1.2273195606452794,-0.07479916382777037,0.1776639296328883,-1.0477326084081344,0.05946594491444132,-0.08928227756188571,0.0,2.2195121951219514,0.09756097560975607,2.289819895755495,3.9405297957127887
53075,STL,2022-03-30,4.0,3.0,1.0,1.0,0.39412212898604,2.2551032097488033,0.05158765436478954,0.4413734464961222,0.7690670161859049,0.44131397870396694,-0.047191849717927024,0.0,0.8292682926829268,0.29268292682926833,2.8601799291791425,1.86956198781263
53076,SJS,2022-03-30,2.0,5.0,-3.0,-3.0,-0.1282091979529917,-1.2252152815291,-0.0430631843491191,0.1588830990818557,-0.007868484016806856,-0.014184666988950788,-0.11402453096404086,0.0,0.8292682926829268,0.04878048780487809,2.836710588890124,2.268827330204659
53077,NJD,2022-03-31,1.0,8.0,-7.0,-7.0,0.20014810511676037,1.2182815327226844,0.10991513481846275,-0.28677977847133346,0.2430450021281427,0.3138278176317036,-0.11367971251494319,0.0,0.4390243902439024,1.1463414634146343,1.264033765299245,3.1820965457591233
53078,WPG,2022-03-31,3.0,7.0,-4.0,-4.0,0.3002401677671298,2.530449949767306,-0.2815582302384386,0.05502745119689853,0.3027943172644207,0.3987495957450759,-0.09850942797794607,0.0,0.7560975609756098,0.7073170731707317,2.377455393667329,5.332183509948655
53079,CHI,2022-03-31,0.0,4.0,-4.0,-4.0,0.11170730432654145,1.413122059732823,-0.14357684619568128,-0.11232196901525748,-0.43319353681462747,0.244868578135046,-0.13316127380850457,0.0,0.024390243902439046,0.926829268292683,3.90782924706582,3.7165845690760744
53080,CBJ,2022-03-31,2.0,5.0,-3.0,-3.0,-0.28652917403384814,-0.9680178339245737,0.42570514157448436,0.09300028184832929,1.3871835047403258,-0.16148713752818222,-0.12504203650566595,0.0,0.36585365853658536,0.0,2.48009055631701,2.8761045548599187
53081,MTL,2022-03-31,0.0,4.0,-4.0,-4.0,-0.2552819898842047,-1.0136062698999093,-0.19268459315483216,0.30418361703649865,1.6298343893994442,-0.23737051979173773,-0.01791147009246702,0.0,2.2682926829268295,0.2682926829268293,2.071024582372049,4.837529508047736
53082,PIT,2022-03-31,4.0,3.0,1.0,1.0,0.45528697851526123,3.7523783537317152,0.03551807055825781,-0.03779825896648262,-0.33005806313782726,0.5444001602829363,-0.08911318176767494,0.0,0.4878048780487805,0.5609756097560976,3.800951688899664,2.9909583716653336
53083,SJS,2022-03-31,2.0,4.0,-2.0,-2.0,-0.16662598226207997,-1.3412366196029033,-0.05688673780596922,0.009953298128488892,-0.21452331156026835,-0.03397221054468344,-0.13265377171739648,0.0,0.7560975609756098,0.36585365853658536,1.222920559579503,4.528491625969771
53084,LAK,2022-03-31,2.0,2.0,0.0,0.0,-0.00811375890088023,1.0696788372907615,-0.13884256228366865,0.018098690790704967,-0.9224094705978906,0.058650531933713,-0.06676429083459313,0.0,1.4634146341463414,0.24390243902439024,2.5225756602594576,2.1681340705836227
53085,DAL,2022-03-31,3.0,2.0,1.0,1.0,-0.0720182009385445,0.906324683544461,-0.36097068259369364,0.16702106115796286,-1.170181944707364,0.02964645286613499,-0.10166465380467953,0.0,0.5121951219512194,0.09756097560975607,2.627675367984923,1.377900718944144
53086,NSH,2022-04-01,3.0,4.0,-1.0,-1.0,-0.21091105711708627,1.067882502762741,0.5317780311642035,0.4788778269331904,-0.49688797918827243,-0.0025873907331401755,-0.208323666383946,0.0,0.9024390243902439,0.0,2.5319230011664295,2.4753074091859157
53087,CHI,2022-04-01,2.0,5.0,-3.0,-3.0,0.07099860199038412,1.2402455217429664,-0.21945969864658743,-0.24957013104372128,-0.22061523067156558,0.19347811778441196,-0.12247951579402792,0.0,0.9512195121951219,0.5121951219512195,1.6926921635167675,5.0618041019188205
53088,NYI,2022-04-01,3.0,0.0,3.0,3.0,0.10987319153967974,0.7411295802205958,0.13394999133121796,-0.07337381021120776,-1.3355760863471318,0.21609316842428122,-0.10621997688460143,0.0,1.1219512195121952,0.3902439024390244,2.7093370573129483,2.329758620704524
53089,OTT,2022-04-01,5.0,2.0,3.0,3.0,-0.16790396037782007,-0.7925544346799058,-0.22118420726855825,-0.11834373338635562,0.19372580632020542,-0.014261037048674836,-0.15364292332914525,0.0,1.097560975609756,1.0,3.379700084333313,2.5561541875358675
53090,STL,2022-04-01,5.0,6.0,-1.0,-1.0,0.3934107125398333,2.2737016291448695,0.09760147977804459,0.5390389911242265,0.5584289819272901,0.4500203733583013,-0.056609660818468105,0.0,0.8048780487804879,0.5365853658536586,2.676600536215114,2.952801997365893
53091,ANA,2022-04-01,5.0,0.0,5.0,5.0,-0.3842552147193277,0.27358277672535036,-0.11389658599688966,0.06670499998539582,-0.46459436285256217,-0.1466504873394725,-0.23760472737985522,0.0,1.2682926829268295,0.4878048780487805,3.395138527150261,1.4754966158652705
53092,FLA,2022-04-02,7.0,6.0,1.0,1.0,0.8725695709866903,5.695188952027156,0.355987379361358,0.05259586013830491,-0.14966657504429703,0.7994941136363943,0.07307545735029601,0.0,0.0,0.3902439024390244,3.8461197856813687,2.847802796633911
53093,PIT,2022-04-02,2.0,3.0,-1.0,-1.0,0.4271501184302712,3.639252781216643,0.08925508565298437,0.6129186789377314,-0.24526586795219016,0.5074897285758548,-0.08033961014558372,0.0,0.46341463414634143,0.0,2.828851971426046,2.89205974293873
53094,LAK,2022-04-02,3.0,2.0,1.0,1.0,-0.028628349304324036,1.1733314034212472,-0.13834045642349682,0.0469489994758214,-1.0414616507900116,0.029072618898737253,-0.057700968203061156,0.0,1.3902439024390243,0.2195121951219512,2.473703929688778,2.820627872017214
53095,CBJ,2022-04-02,2.0,5.0,-3.0,-3.0,-0.3140699716355145,-1.035397824870806,0.3409691815182946,0.07520938635500263,1.4753465884692631,-0.19478692900351188,-0.11928304263200255,0.0,0.19512195121951215,0.0,1.4923525665653856,5.028199809254152
53096,MTL,2022-04-02,4.0,4.0,0.0,0.0,-0.3028549962806424,-1.707095651987894,-0.16623805588169793,0.333061318758827,1.6477601570903964,-0.30401954320248026,0.0011645469218378654,0.0,3.1951219512195124,0.24390243902439024,3.367417943780307,3.9841421152814247
53097,TOR,2022-04-02,6.0,3.0,3.0,3.0,0.7447374994421951,4.840122285807094,0.5725083890946836,0.14758908444516766,-0.0705663313506362,0.7448174426510452,-7.994320885005256e-05,0.0,0.0,0.024390243902439046,3.5373492899816474,2.69291658839211
53098,MIN,2022-04-02,3.0,1.0,2.0,2.0,0.22490790957089635,1.6143902331757836,0.013736063755555548,0.1953558210785548,-0.8938035319104534,0.2903126288398838,-0.06540471926898742,0.0,0.0,0.0,1.380267037660814,2.5374081566696978
53099,WSH,2022-02-15,4.0,1.0,3.0,3.0,0.24132086962089572,2.5202033006305853,-0.03699111681754835,-0.07590160914939406,-0.5775286751837404,0.30859203912172034,-0.06727116950082462,0.0,0.0,0.3414634146341463,2.706048331339843,3.536948725814001
53100,STL,2022-04-02,6.0,4.0,2.0,2.0,0.3105014686746866,2.1293712984229014,0.13820982968812134,0.42250001483811345,0.6812439986196279,0.3900742203001575,-0.079572751625471,0.0,0.7804878048780488,0.24390243902439024,2.967318900977265,4.035645620548161
53101,DAL,2022-04-02,5.0,4.0,1.0,1.0,-0.06100349414410016,0.888380388526531,-0.3523107192727745,0.26666651674717673,-1.230477133682132,0.04005940705858348,-0.10106290120268364,0.0,0.7073170731707318,0.2682926829268293,2.6909102029167165,3.0401549501111735
53102,FLA,2022-04-03,5.0,3.0,2.0,2.0,0.8126779672560868,5.715014035821103,0.554548191485734,0.010760404137478773,0.006278025631692691,0.7182533924162318,0.09442457483985496,0.0,0.0,0.36585365853658536,3.637627609714401,3.6484682667069155
53103,DET,2022-04-03,2.0,5.0,-3.0,-3.0,0.07998227304297179,0.768363944878572,-0.09887528436941709,-0.04894396110736138,1.2737492832522554,0.16219109242812932,-0.08220881938515753,0.0,0.14634146341463405,0.41463414634146345,2.97544541722164,4.771858168067415
53104,NYI,2022-04-03,4.0,3.0,1.0,1.0,0.03438182359859742,0.44944681850715207,0.1820069765626407,-0.11834373338635562,-1.4021522931437584,0.14284145555259076,-0.10845963195399337,0.0,0.7804878048780488,1.0,3.113293204922226,2.7453713334398375
53105,VGK,2022-04-03,3.0,2.0,1.0,1.0,0.2857347750890532,2.239773979192109,-0.1981430174074246,0.29934994923798947,-0.3498064092105888,0.29700544170152515,-0.011270666612471981,0.0,0.6585365853658536,0.07317073170731703,1.966230736812581,2.420873586204835
53106,ARI,2022-04-03,3.0,2.0,1.0,1.0,-0.4135254361184832,-1.1889287836396347,-0.0103907664045887,0.07140424725002827,1.194449688557264,-0.25275678795882667,-0.1607686481596565,0.0,1.146341463414634,0.0,2.860911748139187,2.917278277687732
53107,PHI,2022-04-03,3.0,3.0,0.0,0.0,-0.33675586808595237,-0.6042477608933481,-0.06134146678487347,-0.04798022270764011,0.36503672534696563,-0.15988382308238372,-0.17687204500356865,0.0,1.6097560975609757,0.36585365853658536,3.609933806583288,4.414226758352015
53108,MIN,2022-04-03,5.0,1.0,4.0,4.0,0.2067663981907619,1.4829119152701948,0.044602401445938834,0.06797308109855821,-0.8879722696924202,0.25868290688748485,-0.05191650869672297,0.0,0.0,0.0,2.81404782517348,1.403725013951771
53109,EDM,2022-04-03,6.0,1.0,5.0,5.0,0.506479895134314,4.404167161101593,-0.25315703900648634,0.02358430690334451,0.6672348742936279,0.603528133023773,-0.09704823788945902,0.0,0.0,0.5121951219512195,2.9409384783357377,2.7198109275195765
53110,BOS,2022-04-04,3.0,2.0,1.0,1.0,0.46776175839034195,2.55419827135119,0.04384188875632981,0.03893781703797237,-1.9887622260010993,0.4166742253281962,0.05108753306214572,0.0,0.0,0.1707317073170732,3.3378400558140138,2.310600785771383
53111,TOR,2022-04-04,6.0,2.0,4.0,4.0,0.6442322207409472,4.311455228611555,0.5803838515329908,0.13757439725785667,-0.09245145521160157,0.618108428037807,0.02612379270314017,0.0,0.0,0.0,3.5660031463485216,3.5252672196365857
53112,ARI,2022-04-04,1.0,5.0,-4.0,-4.0,-0.3829120084921832,-0.8486125988096417,-0.013914161041636676,-0.1666491113318947,1.1988906306954965,-0.2151042211916885,-0.16780778730049473,0.0,1.073170731707317,0.9512195121951219,2.2925362788373653,4.176273243152539
53113,CGY,2022-04-04,3.0,2.0,1.0,1.0,0.4272656365447376,2.88337506177679,0.18235060744238557,0.3214602824378803,-1.0115218456155208,0.5363131592809101,-0.10904752273617244,0.0,0.8780487804878049,0.0,2.1737647006521037,2.5832939099054806
53114,CAR,2022-04-05,2.0,4.0,-2.0,-2.0,0.48766643401385124,4.086317320584242,-0.010812481825299883,0.4229089158146902,-1.6269289975185737,0.42293321434101516,0.06473321967283599,0.0,0.1707317073170732,0.0,3.246551213087514,2.811834670486861
53115,OTT,2022-04-05,6.0,3.0,3.0,3.0,-0.19632897262871774,-0.6342714744655845,-0.10243019096267242,0.4077154402134371,0.25081630925502957,-0.037992696594933394,-0.15833627603378436,0.0,0.951219512195122,0.12195121951219512,4.284551816876052,2.6601604121387963
53116,TOR,2022-04-05,6.0,7.0,-1.0,-1.0,0.8062901615022972,4.993016649199616,0.6541988680583086,0.003682986375907832,0.1538151293080878,0.7819063018360736,0.02438385966622375,0.0,0.0,0.8292682926829268,5.263099191244692,4.918533532996658
53117,NYR,2022-04-05,3.0,1.0,2.0,2.0,0.42093685394639013,2.942186654031503,0.007247640876974371,0.176904081093152,0.30594645139410387,0.41446313518613725,0.006473718760253006,0.0,0.24390243902439024,0.3414634146341463,1.048789708293043,2.1024686106247854
53118,CBJ,2022-04-05,4.0,2.0,2.0,2.0,-0.22061225426533215,0.08450331430425254,0.232350103065586,0.13426148005042196,1.513713485261425,-0.07733954109440902,-0.1432727131709232,0.0,0.8780487804878049,0.0,3.9774709048215313,4.491609223012343
53119,COL,2022-04-05,6.0,4.0,2.0,2.0,0.33789875481964965,2.549716234951588,-0.05838522723866929,0.5321937687073499,-0.844280542043696,0.5768825470655297,-0.23898379224588007,0.0,0.5609756097560976,0.0,2.628603398217817,4.2412669630721265
53120,BOS,2022-04-05,3.0,5.0,-2.0,-2.0,0.37609686502153966,1.6128962284848016,-0.08734641447583172,0.15673818860567088,-2.0563369106503218,0.3077578126891629,0.06833905233237668,0.0,0.0,0.19512195121951215,3.5077003531623605,2.9184897308004984
53121,MIN,2022-04-05,2.0,6.0,-4.0,-4.0,0.218203790939686,1.2687569778790726,0.14657567496611387,0.2573927876746098,-1.0138737602813834,0.25731948691425055,-0.039115695974564595,0.0,0.0,0.0,4.447868159157226,2.463494053692554
53122,NYI,2022-04-05,2.0,3.0,-1.0,-1.0,0.01851210677923977,0.3910522881938257,0.1810927196707946,-0.030966016740062084,-1.5096306353647058,0.13480392647623718,-0.11629181969699749,0.0,0.7560975609756098,0.36585365853658536,1.5192247468512476,3.813167699263434
53123,EDM,2022-04-05,2.0,1.0,1.0,1.0,0.16329729003030222,2.918033204691099,-0.2545776794351863,0.05953933970097218,0.6073133412140393,0.30161691181696554,-0.13831962178666315,0.0,0.0,0.4878048780487805,2.87460047588684,2.8045677404152225
53124,DET,2022-04-06,3.0,1.0,2.0,2.0,0.07881041416477519,0.495758017504326,-0.009413866582723817,-0.03872637427372109,1.1252210933549314,0.14827689902471203,-0.06946648485993688,0.0,0.024390243902439046,0.3902439024390244,4.478971771663057,3.514380243956116
53125,TBL,2022-04-06,3.0,4.0,-1.0,-1.0,0.49666967898559183,3.8619813047864953,0.134629929132203,0.16011954532735154,0.04826761885697347,0.5663250558648982,-0.0696553768793063,0.0,0.09756097560975607,0.0,2.5232948164921263,3.175260926596828
53126,VAN,2022-04-06,5.0,1.0,4.0,4.0,-0.07909790512262685,-0.5331334816691284,0.16845752475692044,0.7758823764224057,0.5367147975046218,-0.027384017877601568,-0.05171388724502527,0.0,0.19512195121951215,0.0,3.452224850188943,3.564391123363746
53127,CGY,2022-04-06,4.0,2.0,2.0,2.0,0.4018423310420781,2.6829046441441915,0.263317212556492,0.2925221445425871,-1.0863759175443701,0.49929411626252285,-0.0974517852204445,0.0,0.8536585365853658,0.0,4.0645401647780055,2.8505372235085824
53128,NJD,2022-02-07,1.0,4.0,-3.0,-3.0,-0.016264167496102218,-0.3145637269899355,-0.20881254495977652,-0.08502968495045882,0.4236136278488586,-0.019441320300797937,0.003177152804695743,0.0,0.7560975609756098,0.9512195121951219,2.569360572495494,2.35876901436131
53129,PIT,2022-04-07,0.0,3.0,-3.0,-3.0,0.24755508900793732,2.203309350273572,-0.028799277494216347,0.45806551427725223,-0.23467924670044493,0.35369579334273443,-0.10614070433479714,0.0,0.4390243902439024,0.0,2.2590825194492945,1.9865616692695731
53130,PHI,2022-04-07,4.0,1.0,3.0,3.0,-0.2709563109573803,-0.5358078106615414,-0.12252642634441005,-0.05685075656151154,0.678413026023591,-0.11695298954973794,-0.15400332140764242,0.0,1.4878048780487805,0.3414634146341463,2.456789412186483,2.3709359383210553
53131,BUF,2022-04-07,3.0,5.0,-2.0,-2.0,-0.267565347458141,-0.13100162656434053,0.12598563471835988,0.004510790553990861,1.3886655324492796,-0.20565907766739844,-0.06190626979074248,0.0,0.5609756097560975,0.3902439024390244,2.076321274274963,3.738827211083842
53132,TOR,2022-04-07,4.0,3.0,1.0,1.0,0.7813268847768073,4.632472540110302,0.516456683420025,0.09138610503086475,0.21449776355503905,0.7964536715711242,-0.015126786794316862,0.0,0.0,0.0,2.553418546856842,2.129401617217812
53133,VAN,2022-04-07,5.0,1.0,4.0,4.0,-0.07083764318839404,-0.52151983581576,0.2525925869763901,0.0331381980729277,0.5819468851153661,-0.02712223087926147,-0.04371541230913258,0.0,0.14634146341463417,0.6341463414634146,3.84020661516115,2.5772222721716407
53134,EDM,2022-04-07,3.0,2.0,1.0,1.0,0.4937180174229575,4.242141496247182,-0.1688873740324581,0.13034359697685446,0.7354463971372058,0.5849323034547508,-0.09121428603179328,0.0,0.0,0.46341463414634143,3.001473286189138,2.9167731130728494
53135,CGY,2022-04-07,4.0,2.0,2.0,2.0,0.33168449781657994,2.476043960310525,0.012167899126520663,-0.06802874853109384,-0.6916403057205843,0.4240583200114531,-0.09237382219487306,0.0,2.6341463414634148,0.6097560975609756,3.4561605053022544,2.6074004510883197
53136,BOS,2022-04-08,2.0,1.0,1.0,1.0,0.2990595584416415,1.689049730873809,-0.08554228316062708,0.05885486283913974,-2.193220207778318,0.25993475951427447,0.039124798927367,0.0,0.0,0.14634146341463417,2.735100444522684,2.6596308844163987
53137,BUF,2022-04-08,3.0,4.0,-1.0,-1.0,-0.30707615872621397,-0.15305877714393099,0.2104552486466572,0.005242089220500443,1.3649419917087091,-0.24539392167654198,-0.06168223704967192,0.0,0.31707317073170727,0.41463414634146345,1.4355251198867331,4.196126537921373
53138,NYI,2022-04-08,2.0,1.0,1.0,1.0,0.013286831472009847,0.27157025420846553,0.15154861631160232,0.5470294221448033,-1.3441978103380092,0.12805914265622523,-0.11477231118421549,0.0,0.7317073170731707,0.0,1.8515469633275685,2.067938997759483
53139,MIN,2022-04-08,3.0,4.0,-1.0,-1.0,0.20957980749054692,1.0800674503784757,0.12110394645349246,0.11475740188219555,-0.9380762843182483,0.21279879029563764,-0.0032189828050906873,0.0,0.29268292682926833,0.0,2.3322697787079965,3.728934963350189
53140,COL,2022-04-08,5.0,4.0,1.0,1.0,0.31868718852073485,2.391761841991975,-0.05952921613076056,0.006198982926002836,-0.6625883067618556,0.5815602500339887,-0.26287306151325374,0.0,0.5365853658536586,0.5853658536585367,3.97971087042242,4.513109850347969
53141,NJD,2022-04-09,3.0,1.0,2.0,2.0,0.07891831733835354,0.15301404612311792,0.08821352471123194,-0.17030071245729433,0.3733283502611668,0.16063688573651966,-0.08171856839816613,0.0,0.8536585365853658,0.46341463414634143,1.7707248319638897,3.171052722842427
53142,WSH,2022-04-09,6.0,3.0,3.0,3.0,0.18496137821301506,1.81207930423231,0.06112213491348702,-0.10105621433462077,0.08544451020015148,0.30037508919308886,-0.11541371098007372,0.0,0.0,0.09756097560975607,4.962906038854272,3.403735573287127
53143,FLA,2022-04-09,4.0,1.0,3.0,3.0,0.8355191106934826,5.63653464294115,0.565063827689072,0.05448141830192075,-0.288958075195105,0.7676484619350201,0.06787064875846252,0.0,0.14634146341463417,0.31707317073170727,4.4901789271971175,3.234037384623667
53144,MTL,2022-04-09,2.0,3.0,-1.0,-1.0,-0.3550517266739314,-1.1917665505694626,-0.21344514858180705,0.46882692327384484,1.7792672766403843,-0.33948673275319086,-0.015564993920740636,0.0,1.6341463414634145,0.3902439024390244,2.256460182019511,3.4507012360263607
53145,CBJ,2022-04-09,5.0,4.0,1.0,1.0,-0.09161934071057323,0.2969783845056935,0.27523582593086104,0.19579394396629698,1.4570413449980604,0.011357113445339281,-0.10297645415591251,0.0,1.024390243902439,0.0,4.099163630395191,3.4593687492888465
53146,OTT,2022-04-09,1.0,5.0,-4.0,-4.0,-0.3046963977404465,-1.0184080683650216,-0.30278630632883724,0.40783474633370126,0.07167235946948852,-0.1892904439853498,-0.11540595375509675,0.0,0.8048780487804879,0.07317073170731703,1.7757068289211047,2.998417455935854
53147,ANA,2022-04-09,5.0,3.0,2.0,2.0,-0.3775572479294446,0.331538924895123,-0.10153118513106153,0.10503908586838193,-0.3639006608639995,-0.12473014271485301,-0.2528271052145917,0.0,0.8292682926829268,0.4390243902439024,2.7521692680893493,2.6024918366456387
53148,NYI,2022-04-09,1.0,6.0,-5.0,-5.0,0.008422474903013226,0.12071365867135,0.07719553844120203,-0.009320586804526843,-1.2903090528710228,0.12292591863798502,-0.11450344373497191,0.0,0.7073170731707317,0.3414634146341463,3.008660283056079,5.559036490391009
53149,SJS,2022-04-09,2.0,4.0,-2.0,-2.0,-0.19652294846089544,-1.7370562937451974,-0.11970860460717202,-0.0004910816538209739,-0.2659104773048776,-0.027414200140301596,-0.16910874832059378,0.0,0.6585365853658537,0.29268292682926833,2.470536829321651,4.331179383909329
53150,ARI,2022-04-09,1.0,6.0,-5.0,-5.0,-0.5040061083857681,-1.2658569879996968,-0.06513059487580991,0.06804589996198217,1.3676240388951029,-0.32145663369810545,-0.18254947468766258,0.0,0.926829268292683,0.0,1.9051008307142163,3.3655170843703632
53151,COL,2022-04-09,1.0,1.0,0.0,0.0,0.4382024812663659,2.8181420602147065,0.0425076677576525,0.50484788751839,-0.5199624987715981,0.7332235333555737,-0.2950210520892077,0.0,0.5121951219512195,0.0,2.397875066846612,4.137189316097648
53152,BOS,2022-04-10,2.0,4.0,-2.0,-2.0,0.2831321644591269,1.56277295648582,-0.14970424090371137,0.10545004468437609,-2.1400534559765028,0.2124548507335068,0.07067731372562007,0.0,0.0,0.12195121951219512,2.5871436566812873,3.5131049180636165
53153,NSH,2022-04-10,2.0,3.0,-1.0,-1.0,-0.1906423048073333,0.8362885258238238,0.5644049710558966,-0.08158509264534675,-0.3356022670799749,0.008538670216512695,-0.19918097502384588,0.0,0.0,0.7560975609756098,3.51429987512529,3.074726599967102
53154,LAK,2022-04-10,3.0,6.0,-3.0,-3.0,0.11754697526257633,1.4331186319597795,-0.005833853302021012,0.04599606607556853,-1.0356097577590204,0.10492822906018023,0.012618746202396159,0.0,1.024390243902439,0.1707317073170732,2.425331221427772,2.874141814303585
53155,BUF,2022-04-10,0.0,5.0,-5.0,-5.0,-0.25727477530947296,-0.16521237543071982,0.21007641850973544,-0.026020515353053515,1.4752389838343312,-0.19860517453273668,-0.058669600776736254,0.0,0.5853658536585366,0.36585365853658536,1.6265916475094857,3.257519708015021
53156,ANA,2022-04-10,2.0,5.0,-3.0,-3.0,-0.17198575574204936,0.7535926776839128,-0.015541411135708866,-0.029096881788321833,-0.36014174844238794,0.027423344873966103,-0.1994091006160154,0.0,1.024390243902439,0.0,1.5699690432520634,4.416768732422498
