gameid,team,date,gf,ga,g_plusminus,xg_plusminus,poss_value,off_the_puck,gax,gsax,xga,pass_carry_dump,faceoff_def,rookie_F,rookie_D,rookie_G,xgf,xga_target
91475,TOR,2022-11-30,3.0,1.0,2.0,2.0,0.42514446801505357,2.9840965857267716,0.010995042138544436,0.01950269404111424,0.09085524487618007,0.49551326472666407,-0.07036879671161039,0.0,0.9024390243902439,0.0,3.033831610926427,2.973340326047036
91476,CHI,2022-11-30,4.0,5.0,-1.0,-1.0,-0.16486800995394313,-0.775890324104609,-0.21323267104844296,-0.07379108457749513,1.0128773933158735,-0.08394442972450414,-0.0809235802294389,0.0,0.7317073170731707,0.7317073170731707,2.1845171554014065,4.875208955549171
91477,BUF,2022-12-01,4.0,6.0,-2.0,-2.0,0.16155380041871598,1.3210025952925515,0.1825690304070981,-0.022685234242973334,2.0556442928762766,0.19494729451339252,-0.033393494094676526,0.0,0.9512195121951219,0.7073170731707317,3.03076734795468,3.8702340452000543
91478,NJD,2022-12-01,3.0,4.0,-1.0,-1.0,0.3449863214572392,1.6934738486082463,-0.03448513590095875,0.3986771215866127,-0.8131697837607464,0.34177299357798147,0.003213327879257672,0.0,0.5121951219512195,0.0,3.225532156240662,2.033483476436229
91479,PHI,2022-12-01,1.0,4.0,-3.0,-3.0,-0.2899223493242921,-0.9715169590050476,-0.4109695661150107,0.03410012724102961,0.8704790258166789,-0.2432366738767678,-0.04668567544752432,0.0,0.5121951219512195,0.0,1.863657685637005,3.825271887471897
91480,PIT,2022-12-01,4.0,3.0,1.0,1.0,0.2641519910246365,2.5468125504485544,-0.173766720317598,0.2788423290373634,-0.491489399995903,0.2912736958632782,-0.027121704838641778,0.0,0.4390243902439024,0.0,3.318319751182567,3.6857970330165784
91481,STL,2022-12-01,4.0,6.0,-2.0,-2.0,0.4347473211830173,4.049139585196667,0.2059503209620058,-0.1556202410203105,0.9474858220816931,0.4749790210283134,-0.04023169984529604,0.0,0.24390243902439024,0.0,1.145980441768188,4.149552468385079
91482,MIN,2022-12-01,5.0,3.0,2.0,2.0,0.11646074482048989,2.815243192581173,-0.046496767933725106,-0.1430546202305882,-1.4402768447241034,0.2222429769493391,-0.10578223212884921,0.0,0.12195121951219512,0.0,2.5126675297506202,1.502321498584932
91483,DAL,2022-12-01,5.0,0.0,5.0,5.0,-0.07096580839541045,0.9440498076197158,0.00967610394088985,0.11544515820859982,-0.887373750901356,-0.020106067613766945,-0.05085974078164351,0.0,0.0,0.0,4.396360735961933,2.1424642138881578
91484,CGY,2022-12-01,1.0,2.0,-1.0,-1.0,0.13872123056756933,2.0186464798486705,0.1994812662948774,0.12606933428509984,-0.6011495109893943,0.14194480433986587,-0.003223573772296621,0.0,0.46341463414634143,0.0,4.791775220423009,1.461484029830899
91485,VAN,2022-12-01,1.0,5.0,-4.0,-4.0,0.309116268632247,2.5974188454062155,0.48811394166563155,0.42850099903995353,0.6629970071803324,0.34208908612463595,-0.03297281749238898,0.0,0.0,0.6341463414634146,1.526067208906165,3.6145934942760505
91486,SEA,2022-12-01,3.0,2.0,1.0,1.0,0.12587661359194288,1.9904572908945066,0.10373655272227617,-0.044281965276938964,0.36093878944177576,0.1990726575461257,-0.0731960439541828,0.0,0.0,0.0,2.0513663715100847,1.99615873047151
91487,LAK,2022-12-01,5.0,3.0,2.0,2.0,0.18741971814209754,2.4781936922193277,0.2742426860020244,-0.16220342081768419,-1.4446658806123795,0.2802559987059918,-0.09283628056389427,0.0,0.0,0.0,3.7062523550703244,1.4283688236610028
91488,NYR,2022-12-02,2.0,3.0,-1.0,-1.0,0.4904035684349585,4.326258593071201,-0.6852258092793932,0.5830359081383192,-0.5079494007472533,0.5411482421320243,-0.05074467369706571,0.0,0.3414634146341463,0.0,2.269178935908709,3.621848335955291
91489,NYI,2022-12-02,1.0,4.0,-3.0,-3.0,0.10059634303016554,0.2516351528302657,0.11644569043370587,0.6122260209014772,0.6675827429372644,0.19303573799541823,-0.0924393949652527,0.0,0.0,0.0,3.436598061409309,3.9176046607899533
91490,WPG,2022-12-02,1.0,4.0,-3.0,-3.0,0.4718071261810338,2.2075465379159525,0.06552212376862179,-0.013561388687298129,-0.22379476062314813,0.5338712454246611,-0.062064119243627355,0.0,0.2682926829268293,0.5121951219512195,3.104135322733777,2.735328562121143
91491,MIN,2022-12-03,4.0,4.0,0.0,0.0,0.15276414238990518,2.7644868240589218,0.013806586250079259,0.13768344468873195,-1.5288986972383651,0.25334233118881716,-0.10057818879891203,0.0,0.09756097560975607,0.36585365853658536,4.2289808435016285,3.240884213359091
91492,EDM,2022-12-03,5.0,3.0,2.0,2.0,0.448445899324228,3.868016615739138,-0.08031892597944452,0.013018895741419352,0.40938225695327635,0.5453194732918694,-0.09687357396764146,0.0,0.3414634146341463,0.3902439024390244,2.7102569732815054,2.3637083407957102
91493,BOS,2022-12-03,5.0,1.0,4.0,4.0,0.6332392425625256,3.726862951010274,-0.1603101202666349,0.3386188618552399,-1.7383894315441304,0.5513359375766032,0.08190330498592246,0.0,0.0,0.0,4.938401782594157,2.130466498696483
91494,PHI,2022-12-03,2.0,3.0,-1.0,-1.0,-0.3025534369226519,-1.4214789801735586,-0.32172990263769263,0.06486743624263494,0.9164131514477467,-0.214768860007736,-0.08778457691491584,0.0,0.0,0.0,1.748617853998443,1.602090305590536
91495,OTT,2022-12-03,5.0,2.0,3.0,3.0,0.4858883820316798,2.5784206606226925,-0.49292417216191897,0.36575899914673954,-0.19159254538316495,0.48687950063949126,-0.0009911186078113456,0.0,0.4390243902439024,0.0,3.071145643363703,4.194389458105428
91496,PIT,2022-12-03,6.0,2.0,4.0,4.0,0.2777033645820292,2.5528003312194354,-0.1370041407656438,0.2807698170815163,-0.4504081358370262,0.3001596946310426,-0.02245633004901345,0.0,0.41463414634146345,0.0,4.443839113082501,1.999470676877534
91497,TBL,2022-12-03,4.0,3.0,1.0,1.0,0.526303227760682,3.3784597680540127,0.07947742217687127,0.09258573322336462,0.4170033610003201,0.6016781666716816,-0.07537493891099974,0.0,0.5853658536585367,0.0,2.7290772180422245,3.341920293285513
91498,DET,2022-12-03,1.0,4.0,-3.0,-3.0,0.012812121104216992,1.3885190212372227,-0.10739332884678429,0.2432813011483506,0.4605899480339015,0.08569936095139649,-0.07288723984717957,0.0,0.0,0.0,3.022795460681656,2.9054905631928687
91499,NYR,2022-12-03,2.0,5.0,-3.0,-3.0,0.44528213878273404,4.0158949796945915,-0.7260969609043049,0.05826161810233567,-0.44925745811214607,0.5106856191133122,-0.06540348033057815,0.0,0.31707317073170727,0.41463414634146345,2.977474616724063,2.942915294959675
91500,VAN,2022-12-03,3.0,2.0,1.0,1.0,0.2730738407773997,2.4192813588492417,0.3932361471438455,0.18282461443924425,0.8578032974792427,0.2991400666856413,-0.026066225908241595,0.0,0.0,0.6097560975609756,3.6765065205981937,2.2123049698420827
91501,SEA,2022-12-03,1.0,5.0,-4.0,-4.0,0.111268602817729,2.042281352887686,0.03260927564769637,0.025410743354682363,0.2871188840100631,0.20352244134021666,-0.09225383852248764,0.0,0.0,0.0,2.8695967216044638,3.9636318559641923
91502,CGY,2022-12-03,5.0,2.0,3.0,3.0,0.1688579084688615,2.0046985292959523,-0.06284772953685122,0.044728652935443786,-0.6391883193473431,0.17035355032947416,-0.001495641860612613,0.0,0.4390243902439024,0.2682926829268293,2.824114177550657,1.791811250353931
91503,LAK,2022-12-03,2.0,4.0,-2.0,-2.0,0.20878820524033212,2.627730860699725,0.2543032635754086,-0.21845796282711233,-1.4125547998237034,0.307397365944775,-0.09860916070444281,0.0,0.36585365853658536,0.0,3.35856194767985,2.7845399263314907
91504,WPG,2022-12-04,5.0,2.0,3.0,3.0,0.4324418795094745,2.0722726947991896,-0.12639493632431348,0.4156879192934094,-0.15964553218857175,0.507420528960578,-0.07497864945110347,0.0,0.24390243902439024,0.0,2.956564889929726,2.083317326148975
91505,DAL,2022-12-04,5.0,5.0,0.0,0.0,-0.015593352132472087,1.2720338466218524,0.018248970122838982,0.5058253964148953,-0.9417663208577594,0.027137883553961316,-0.04273123568643324,0.0,0.0,0.0,2.9418563531944515,1.936233813990839
91506,CBJ,2022-12-04,2.0,4.0,-2.0,-2.0,-0.03883400392234031,-0.22251486770632128,0.016966043515455817,-0.11108969610994479,1.228437568578276,0.05138685821930126,-0.09022086214164156,0.0,1.3658536585365855,0.24390243902439024,3.038580985099539,3.0549412118271
91507,BUF,2022-12-04,6.0,3.0,3.0,3.0,0.15757810920591944,1.4760049686126409,0.15533765829641172,-0.02957587360349545,2.170236747772282,0.21459740446619194,-0.05701929526027242,0.0,0.2195121951219512,0.6829268292682926,4.963038852089087,2.5014068993041327
91508,NYI,2022-12-04,3.0,0.0,3.0,3.0,0.12007391996023649,0.34780741220593503,-0.0005549349597722061,0.14068331144845503,0.5210636338010153,0.19866680380737037,-0.07859288384713388,0.0,0.0,0.04878048780487809,2.401489066483916,1.25719101045979
91509,PHI,2022-12-05,5.0,3.0,2.0,2.0,-0.3105804833406891,-1.2024923955350992,-0.2767989313552681,-0.004941501771880009,0.7944694862722108,-0.24584739690646215,-0.06473308643422693,0.0,0.0,0.0,3.1652880421606797,2.879469472507483
91510,NYR,2022-12-05,6.0,4.0,2.0,2.0,0.5056802357525313,4.30470394479476,-0.7349627995450775,0.6015755803149184,-0.3961472681820288,0.5591670358592542,-0.05348680010672295,0.0,0.29268292682926833,0.0,1.678799530782273,4.052599990973245
91511,BOS,2022-12-05,3.0,3.0,0.0,0.0,0.6325094640114356,3.8812294428691496,-0.10886158547728422,0.1677958833483723,-1.7073647305581945,0.5526673216713307,0.07984214234010485,0.0,0.0,0.0,4.24708158371504,1.9859628398553482
91512,EDM,2022-12-05,2.0,3.0,-1.0,-1.0,0.4311418978953887,3.364305178425426,0.03876265372670577,0.02752368983074091,0.12934203234463135,0.5021410385616982,-0.07099914066630952,0.0,0.31707317073170727,0.36585365853658536,1.5570673517650033,3.8857976919389383
91513,CGY,2022-12-05,3.0,2.0,1.0,1.0,0.09169132804331,1.810708455324221,-0.034158259893530066,0.0796693503372278,-0.7315540858601302,0.11005266112644119,-0.018361333083131183,0.0,0.41463414634146345,0.24390243902439024,2.7886685539269775,2.192457388096955
91514,VAN,2022-12-05,7.0,6.0,1.0,1.0,0.27284087840103816,2.5828130174209076,0.2983335568180505,0.08766724371649509,0.8584784921029571,0.2964668242310596,-0.02362594583002155,0.0,0.0,1.4146341463414633,3.5464084388804573,3.38116572151193
91515,NJD,2022-12-06,3.0,0.0,3.0,3.0,0.3058574508648456,1.748744334101941,-0.05685458346385391,0.39973929594818114,-0.9000819317970965,0.3314706067966282,-0.025613155931782622,0.0,0.0,0.0,3.938745388702959,2.606810301716902
91516,PIT,2022-12-06,4.0,1.0,3.0,3.0,0.303741885389893,2.4628881754014276,-0.0972374149543847,0.22781172809232975,-0.5635215267868762,0.3259279471650049,-0.022186061775111957,0.0,0.3902439024390244,0.0,3.2932187987025854,2.235709418251642
91517,TBL,2022-12-06,2.0,4.0,-2.0,-2.0,0.5487149140732539,3.405035364836353,0.09881470643430212,0.1268477156824355,0.4405604945848661,0.6340564485642906,-0.08534153449103679,0.0,0.5609756097560976,0.0,3.439704372081903,4.616587128373794
91518,OTT,2022-12-06,2.0,5.0,-3.0,-3.0,0.5570201396021078,3.2837354779720576,-0.43084233168415975,0.5669836415973725,-0.14270567396109402,0.5467967435464487,0.01022339605565918,0.0,0.41463414634146345,0.0,2.3160421969369063,2.4816005921457007
91519,NYI,2022-12-06,4.0,7.0,-3.0,-3.0,0.1174997119027453,0.4958359460022654,0.008569184727447107,0.6977589059549,0.40923433060017406,0.18310911071366348,-0.06560939881091822,0.0,0.0,0.0,3.585513994010398,3.432515729567961
91520,WPG,2022-12-06,5.0,2.0,3.0,3.0,0.457791854205174,2.1809275917083886,-0.1629972794011075,0.36371346590251724,-0.21554040438909022,0.5307982648626235,-0.07300641065744945,0.0,0.2195121951219512,0.0,4.8027071147225815,2.4315330475801633
91521,DAL,2022-12-06,0.0,4.0,-4.0,-4.0,-0.056170545285885436,1.3713830482793976,0.06116481379915542,0.0847318975549061,-0.6932867987189121,0.009329200443552177,-0.06549974572943765,0.0,0.0,0.0,5.415095383417787,4.157538684725293
91522,ANA,2022-12-06,4.0,3.0,1.0,1.0,-0.30401842984480454,-0.8084252145987318,0.08508889050907321,-0.2739948308767402,1.3510368832134863,-0.1900717259465763,-0.11394670389822827,0.0,0.2682926829268293,0.0,1.9414968809578599,1.929377590568038
91523,SEA,2022-12-06,2.0,4.0,-2.0,-2.0,0.1327779134791149,2.092271889596056,0.1744546236044386,0.039600124460968146,0.2904159756458373,0.246887545153608,-0.11410963167449302,0.0,0.0,0.0,2.8948755580349874,1.339477052039002
91524,PHI,2022-12-07,1.0,4.0,-3.0,-3.0,-0.35625730745860323,-1.3335938260512323,-0.12353758361949782,0.02651767303848669,0.8473122458384241,-0.25808414753009673,-0.0981731599285066,0.0,0.0,0.0,1.9365352400345732,3.3142955101211515
91525,CBJ,2022-12-07,4.0,9.0,-5.0,-5.0,-0.057277155975567325,-0.2046321457997264,-0.06237305039280731,0.008152372203184488,1.2431905296671482,0.03826927785116971,-0.095546433826737,0.0,1.7073170731707317,0.2195121951219512,2.7201188638136995,2.22130839724559
91526,CGY,2022-12-07,5.0,3.0,2.0,2.0,0.0886061961099821,2.081783993065202,0.17042662089721167,0.07028122068002417,-0.7807925260106322,0.09883293074086935,-0.010226734630887226,0.0,0.3902439024390244,0.2195121951219512,2.9929388437885796,3.53114137455123
91527,COL,2022-12-07,0.0,4.0,-4.0,-4.0,0.009317337383301528,1.667735504765209,-0.052150154767095266,0.4764039655098963,-0.11526698460776205,0.1369683994775776,-0.12765106209427607,0.0,1.2682926829268293,0.0,1.2779220519587347,2.7672270498587714
91528,EDM,2022-12-07,8.0,2.0,6.0,6.0,0.4381017425869787,3.570193189514546,-0.01298025682857212,0.043142330765835235,0.1591831308334764,0.5032722109028943,-0.06517046831591572,0.0,0.29268292682926833,0.3414634146341463,3.818292308947999,1.5576327255694185
91529,VGK,2022-12-07,1.0,5.0,-4.0,-4.0,0.04673610361884191,1.5091608114242983,-0.25301192154066604,0.32528116550283653,-0.09735987141021259,0.12219127797194348,-0.07545517435310158,0.0,0.6829268292682926,0.09756097560975607,2.663035125529859,1.9794811999890984
91530,SJS,2022-12-07,5.0,6.0,-1.0,-1.0,-0.1827160981782574,0.012469939637191785,-0.2817854297007977,-0.06864494478633372,-0.09289738857584035,-0.11599726863759893,-0.06671882954065848,0.0,0.7804878048780488,1.0,4.621386512269966,4.139477568038272
91531,TOR,2022-12-08,5.0,0.0,5.0,5.0,0.48427307689620697,3.3476812275985623,-0.02480597055958804,0.05173475506850903,0.1059584924040437,0.5546582307104024,-0.07038515381419527,0.0,0.7804878048780488,0.0,3.661105385050174,2.312368135928411
91532,TBL,2022-12-08,5.0,2.0,3.0,3.0,0.5171530281779627,3.4112770678416617,0.036888422082308525,0.03197657659561051,0.5233693571864443,0.6041191875282728,-0.08696615935031034,0.0,0.5365853658536586,0.41463414634146345,2.3448597273090863,2.3062054659822007
91533,FLA,2022-12-08,5.0,1.0,4.0,4.0,0.3619487090286849,3.9253179458157863,-0.009395009688602782,-0.020484156136453147,-0.2446241397546573,0.3445107844936609,0.01743792453502384,0.0,0.4878048780487805,0.0,3.129801766830501,2.003957045380956
91534,STL,2022-12-08,2.0,5.0,-3.0,-3.0,0.20876222444329795,2.179766474389142,0.04698341631416789,0.09307196201395762,0.653716618074949,0.22350340177806421,-0.014741177334766202,0.0,0.1707317073170732,0.07317073170731703,1.9585495118517415,3.019689123495482
91535,DAL,2022-12-08,4.0,3.0,1.0,1.0,-0.006335933358945639,1.5625896141695317,-0.11990513126343358,0.042531107094323305,-0.5942571862186347,0.07359673183632276,-0.07993266519526838,0.0,0.0,0.0,2.872459824255201,2.7356191075814458
91536,CBJ,2022-12-09,3.0,1.0,2.0,2.0,-0.028240806257129495,-0.13305726222952796,0.021157949711889706,-0.04943982762850602,1.159669617504785,0.05209425991250036,-0.08033506616962975,0.0,2.2195121951219514,0.19512195121951215,4.116459484153895,2.397190844087163
91537,NJD,2022-12-09,4.0,6.0,-2.0,-2.0,0.3339845008614661,1.9392046314381992,-0.05328188700679301,0.27696654883608723,-0.9305840498346594,0.36501974294625317,-0.031035242084787074,0.0,0.0,0.7317073170731707,2.752322120300956,5.30077655118657
91538,BUF,2022-12-09,3.0,4.0,-1.0,-1.0,0.2043276535528901,1.6360049248576023,0.2738006840391344,0.016490266991639312,2.197185491760447,0.25411762464810794,-0.049789971095217815,0.0,0.1707317073170732,0.0,2.0439402794581825,3.5906211138935706
91539,WSH,2022-12-09,4.0,1.0,3.0,3.0,0.2029013189437558,2.577111220466809,-0.2201084011844869,-0.04101272900528158,-0.559835737982895,0.24735889691746177,-0.04445757797370597,0.0,1.048780487804878,0.6341463414634146,4.612180038122465,0.8669942890992388
91540,CHI,2022-12-09,1.0,3.0,-2.0,-2.0,-0.23530369936496173,-0.8884641165312576,-0.2557392623125436,-0.015524661731913914,1.2865902083471583,-0.14155542899122034,-0.09374827037374132,0.0,1.0731707317073171,0.6341463414634146,1.190148343739565,3.379170442698524
91541,EDM,2022-12-09,5.0,2.0,3.0,3.0,0.4654079549554796,3.5755051126228667,0.01763627521255428,0.03738912122710374,0.0047487348135072036,0.5181908039897146,-0.052782849034235226,0.0,0.2682926829268293,0.31707317073170727,4.393936303386001,2.6949905487126666
91542,COL,2022-12-09,1.0,1.0,0.0,0.0,-0.029205635299874622,1.5789682010323787,0.09259307230987424,0.4382744978189263,0.09343041503742072,0.11375270831956497,-0.14295834361943954,0.0,1.2195121951219512,0.0,2.7253706494811967,1.2695732185384252
91543,ARI,2022-12-09,4.0,3.0,1.0,1.0,-0.3423316074322391,-0.33917955354771406,0.3436777033613263,0.04097712116523328,1.1689339014955293,-0.15718727990165726,-0.18514432753058171,0.0,0.29268292682926833,0.0,1.639134993689366,4.795488053234293
91544,VGK,2022-12-09,2.0,1.0,1.0,1.0,0.24666270732691611,2.3958846252510413,-0.10293397774955627,0.12458514787514138,-0.11200513673090749,0.3304258002340544,-0.08376309290713824,0.0,0.6585365853658536,0.1707317073170732,2.826920275227169,2.49905021034647
91545,ANA,2022-12-09,1.0,6.0,-5.0,-5.0,-0.2668893554301252,-0.3415453891266901,0.051581800222989395,-0.16694471257703855,1.2565241911147178,-0.10173417849214053,-0.16515517693798476,0.0,0.1707317073170732,0.024390243902439046,1.6120684399211314,4.822876022080887
91546,NSH,2022-12-10,2.0,3.0,-1.0,-1.0,-0.07911091835742788,1.759672205108701,-0.3977151290946547,0.23243484002655382,0.1710303256610049,0.034330529236581156,-0.11344144759400913,0.0,0.8780487804878049,0.0,2.132562642509583,2.576520572009029
91547,DAL,2022-12-10,3.0,2.0,1.0,1.0,0.01012062411652416,1.5673499226278231,-0.07273322804048404,0.047652544725983625,-0.5526693860482169,0.0826578309557475,-0.07253720683922323,0.0,0.0,0.0,3.068403038429093,2.2033456504577815
91548,TBL,2022-12-10,4.0,1.0,3.0,3.0,0.4732296091356967,3.3439581794857935,0.13126641783371368,0.15423477076774278,0.5456452176658096,0.5795630595802972,-0.10633345044460052,0.0,0.5121951219512195,0.0,3.562532889074645,2.3945333666051782
91549,PIT,2022-12-10,3.0,1.0,2.0,2.0,0.401447720017842,3.2314538987051895,-0.1286436432025039,0.17793592502760103,-0.5632391172822983,0.4254076145234421,-0.023959894505600068,0.0,0.3414634146341463,0.14634146341463417,3.2745884446194378,3.1665789923281404
91550,TOR,2022-12-10,5.0,4.0,1.0,1.0,0.431357475352779,3.504838781138501,-0.05005866425868136,0.3425290613142934,0.09479802083189226,0.5085767750343234,-0.07721929968154416,0.0,0.7560975609756098,0.29268292682926833,3.058731746510601,1.319991048600058
91551,MTL,2022-12-10,2.0,4.0,-2.0,-2.0,-0.17210593938463492,-0.03272692644220482,0.16866413800379287,0.4115789754635413,1.5485252488494492,-0.12013535794713454,-0.05197058143750033,0.0,1.3658536585365852,0.0,1.5840791936498138,3.4271770576597147
91552,NYI,2022-12-10,0.0,3.0,-3.0,-3.0,0.11096424305757091,0.5063732897517614,0.03268408044070188,0.6581741012320432,0.1959614668554706,0.2137793993486702,-0.10281515629109951,0.0,0.36585365853658536,0.0,1.1286054477095606,2.9457542054296915
91553,VAN,2022-12-10,0.0,3.0,-3.0,-3.0,0.27879265405837084,2.6717007768489665,0.4181404862581,0.10788315066494172,1.0520053261278186,0.3073709259725862,-0.028578271914215386,0.0,0.0,0.5365853658536586,2.2313856693217557,2.881893788464364
91554,STL,2022-12-11,2.0,3.0,-1.0,-1.0,0.3255011475759674,2.920227004943695,0.05771822680387393,-0.30935980941021124,0.7894852234619425,0.35382536657023955,-0.02832421899427215,0.0,0.0,0.0,2.2566270887618862,2.6819345634430647
91555,CBJ,2022-12-11,6.0,5.0,1.0,1.0,-0.024231127448198834,-0.2772472147109522,-0.03853928899743714,0.08392105205728903,0.9613769060429797,0.05869315955792501,-0.08292428700612382,0.0,2.1463414634146343,0.0,2.931308780622198,3.180937927507325
91556,FLA,2022-12-11,2.0,5.0,-3.0,-3.0,0.3650495785522391,3.880941991402024,0.023234767966949267,-0.07561691288302877,-0.37537125203213567,0.3405191338367819,0.024530444715456946,0.0,0.4390243902439024,0.0,1.978977094695435,3.1882732517551635
91557,ARI,2022-12-11,5.0,4.0,1.0,1.0,-0.35164966689802507,-0.4723353650939704,0.3434548867205092,0.07200776219572208,1.2438738863835093,-0.16599660497829147,-0.1856530619197334,0.0,0.2682926829268293,0.0,2.198618855116368,3.7582225648220655
91558,WPG,2022-12-11,2.0,5.0,-3.0,-3.0,0.4865477895074305,2.2172735625129034,-0.1436450996037898,0.5064930255495276,-0.4782983290246181,0.5259661946648687,-0.039418405157438226,0.0,0.19512195121951215,0.0,2.1845055760350056,4.736223791551308
91559,VGK,2022-12-11,1.0,3.0,-2.0,-2.0,-0.010069095413461664,1.0722595484199902,-0.25493623462418835,0.29919494040270217,-0.16868855956420264,0.04673880984491993,-0.05680790525838157,0.0,0.6341463414634146,0.07317073170731703,3.3658727036090528,2.1306712460936974
91560,MTL,2022-12-12,1.0,1.0,0.0,0.0,-0.18378543657036436,-0.03364686483086704,0.21503935621953119,0.41521482826469885,1.5057537171591338,-0.11588109759737336,-0.06790433897299099,0.0,1.24390243902439,0.0,4.795946012600318,3.9135529644263456
91561,PIT,2022-12-12,2.0,1.0,1.0,1.0,0.37330447183438553,3.017413623421004,-0.18008401119361514,0.2605455564400389,-0.5349281758455502,0.3798528858769875,-0.006548414042601986,0.0,0.31707317073170727,0.0,1.4398339341860302,1.6881571492995138
91562,NYR,2022-12-12,4.0,3.0,1.0,1.0,0.42997250273537535,4.188568668786054,-0.5800867923688424,0.5466241584658285,-0.3214982616003067,0.524228604875609,-0.09425610214023358,0.0,0.2195121951219512,0.0,2.437560086953451,2.3581768460571806
91563,OTT,2022-12-12,3.0,0.0,3.0,3.0,0.4704569435729325,3.08958187193309,-0.41071728017589626,0.09194408293280994,-0.23254910968140483,0.48814928022001003,-0.01769233664707745,0.0,0.3414634146341463,0.0,3.2679165108711477,2.123119477473664
91564,MIN,2022-12-12,2.0,1.0,1.0,1.0,0.16407478228884714,2.9584627242557144,0.14534193615792498,-0.11507784726372622,-1.1366360400945108,0.2120296091856901,-0.047954826896843064,0.0,0.0,0.0,2.118424309999684,1.506244977004825
91565,STL,2022-12-12,1.0,0.0,1.0,1.0,0.2681222892281177,2.8568680100220356,-0.027458802774853647,-0.2793105405045982,0.6792629980975935,0.3054997705666348,-0.037377481338516975,0.0,0.0,0.0,1.7940617433632726,1.9954269233276125
91566,TOR,2022-12-13,7.0,0.0,7.0,7.0,0.5322956273280723,3.7675119405803916,-0.038126281264805356,0.09889379982530087,-0.04753164906200193,0.5866631470500017,-0.05436751972192914,0.0,0.7317073170731707,0.0,4.42166050744708,2.4202961077098757
91567,FLA,2022-12-13,4.0,0.0,4.0,4.0,0.32439362363976687,3.3489581176549823,-0.05229762243997724,-0.07221746850957238,-0.42991826552764467,0.255536623165619,0.06885700047414774,0.0,0.41463414634146345,0.0,3.837641785852618,2.164822045597251
91568,NJD,2022-12-13,1.0,4.0,-3.0,-3.0,0.329800489159954,1.7876552409022561,-0.010939276914611773,-0.16787789231097258,-0.8963232623271177,0.3806002356205569,-0.05079974646060276,0.0,0.4878048780487805,0.7073170731707317,1.8093641520244992,4.064391971507579
91569,BUF,2022-12-13,6.0,0.0,6.0,6.0,0.13857497797890705,1.5579340414315759,0.19656785958498874,-0.008594271644350131,1.7354333534352675,0.24236774911041792,-0.10379277113151084,0.0,0.12195121951219512,0.0,2.502525939315097,1.6777262733667118
91570,BOS,2022-12-13,3.0,3.0,0.0,0.0,0.5918058786040673,3.701833398390445,-0.28717318751949167,0.455550878471373,-1.6068581796650392,0.5104692373812433,0.08133664122282397,0.0,0.0,0.0,2.648505103716159,2.0211084975453586
91571,TBL,2022-12-13,6.0,2.0,4.0,4.0,0.44106221814287155,3.4967431285057105,0.05847492021987812,0.17423645759045123,0.48292657420623,0.5757847853290468,-0.1347225671861751,0.0,0.4878048780487805,0.0,2.064748589065859,1.8394704434904299
91572,DET,2022-12-13,0.0,1.0,-1.0,-1.0,-0.010581914790075045,0.9821723659592474,-0.1225222189418729,0.3193514439026106,0.7246298711311,0.018176764087750027,-0.02875867887782514,0.0,0.0,0.0,1.2982775079435684,2.2759630044456562
91573,NSH,2022-12-13,3.0,6.0,-3.0,-3.0,-0.0759162156666574,1.6235009303260415,-0.4075544001160823,-0.05617999769824757,0.08359410827582023,0.04795859362280602,-0.12387480928946348,0.0,2.7804878048780486,0.07317073170731703,2.851782614190605,3.0836302879033575
91574,WPG,2022-12-13,5.0,6.0,-1.0,-1.0,0.5379128387486516,2.3597517857529438,-0.09888977486982645,0.5044402793932109,-0.25569438051251836,0.5889617116862798,-0.05104887293762808,0.0,0.1707317073170732,0.0,2.629803273157452,3.3626880895462783
91575,CHI,2022-12-13,3.0,7.0,-4.0,-4.0,-0.4041763771422484,-1.1575168134378981,-0.3120504824354812,-0.2648650507907291,1.2981564979461677,-0.2986238360279318,-0.10555254111431653,0.0,1.024390243902439,0.29268292682926833,2.6442485697043603,3.367002314305862
91576,COL,2022-12-13,3.0,2.0,1.0,1.0,-0.16568060635216292,1.1182142141712441,-0.033161503538596024,0.043342201920130136,-0.01928943340477245,0.014851401630219249,-0.18053200798238206,0.0,1.1219512195121952,0.29268292682926833,1.597930848773107,1.5700523395789745
91577,SJS,2022-12-13,3.0,2.0,1.0,1.0,-0.08173543163179976,0.4167273452425765,-0.16698207060660275,0.04484627379015582,-0.3317047630458426,-0.03435499214708947,-0.04738043948471031,0.0,0.7317073170731707,0.0,2.892689608968797,2.233049392001708
91578,OTT,2022-12-14,3.0,2.0,1.0,1.0,0.2188656864111706,2.1120168967646085,-0.22831079990586714,0.1964043738118591,-0.33180954430379306,0.2514941194173283,-0.03262843300615764,0.0,0.31707317073170727,0.0,4.1184510961175,2.552410813805185
91579,MIN,2022-12-14,4.0,1.0,3.0,3.0,0.17715470635541106,3.017128793598255,0.17407212455625176,0.22231865066603876,-1.2526834158963345,0.23071451500829518,-0.053559808652884316,0.0,0.0,0.31707317073170727,2.661541699781086,1.868637762614529
91580,CGY,2022-12-14,3.0,3.0,0.0,0.0,0.04344089080150988,2.3048877664996215,0.26578829436663676,0.24103764090273783,-0.5870668076383748,0.03578355621045064,0.007657334591059307,0.0,1.0731707317073171,0.0,3.190124835731692,3.3886660091229706
