feature,coef
diff_poss_value,-0.0337857130233537
diff_off_the_puck,0.1018549651665546
diff_gax,0.15153743887391233
diff_goalie_gsax,0.02983209130783175
diff_rookie_F,0.13988568893535977
diff_rookie_D,0.12455376097482124
diff_rookie_G,-0.5701864153854019
