feature,coef
diff_w_preseason,0.9640092998309717
diff_w_ev,0.004514414235920944
diff_w_pp,0.001190642674981597
diff_w_sh,-0.011397469592470778
diff_w_ev_xg,0.19141442736785716
diff_w_goalie_gsaa,0.06238848518359068
