feature,coef
diff_w_preseason,0.9647094478203082
diff_w_ev,0.004607993906299131
diff_w_pp,0.001187434213402805
diff_w_sh,-0.011361707659831454
diff_w_ev_xg,0.19154567857803492
diff_w_goalie_gsax_on,0.0
