target_season,source_season,playerid,player_name,position,gp,rookie_factor,preseason_value,poss_value,off_the_puck,gax,goalie_gsax
20232024,20222023,12358,Rasmus Sandin,D,71,0.0,0.13651061031660872,0.2046063654084507,1.6183980832394367,0.03700962132023345,0.0
20232024,20222023,20384,Dmitry Orlov,D,73,0.0,0.13485144230467397,0.23422846688524857,1.5733470587671232,0.015203392331660844,0.0
20232024,20222023,10317,Bowen Byram,D,49,0.0,0.13391621665620979,0.17680422011978433,1.594803656734694,0.06523240700231085,0.0
20232024,20222023,1,Jeff Petry,D,61,0.0,0.12874945298107768,0.22777691111261367,1.514501330327869,-0.005574421635084413,0.0
20232024,20222023,9,Justin Schultz,D,87,0.0,0.12858185706972203,0.16993236320106408,1.5721792472413794,0.017003988278441094,0.0
20232024,20222023,10910,Neal Pionk,D,87,0.0,0.12630714697239298,0.23324035180742864,1.4337049085057472,0.037195360642957066,0.0
20232024,20222023,23203,Janis Jerome Moser,D,82,0.0,0.12429012978791527,0.1477015818124774,1.5551975104878049,0.002600483839980921,0.0
20232024,20222023,9440,Sean Durzi,D,78,0.0,0.12274563134297149,0.19038052795670699,1.4411800066666667,0.03896009024249061,0.0
20232024,20222023,10371,Juuso Valimaki,D,78,0.0,0.1194060940673699,0.13860263576458964,1.5394363821794872,-0.0427221676486973,0.0
20232024,20222023,390,Jared Spurgeon,D,85,0.0,0.1179625603581242,0.22266814193129722,1.3327187668235294,0.034231305970837914,0.0
20232024,20222023,1230,Damon Severson,D,93,0.0,0.11580644894062274,0.24688177479850687,1.2920157365591398,0.00812394189916226,0.0
20232024,20222023,9095,Samuel Girard,D,83,0.0,0.11172311957359762,0.21722115411769352,1.284417203373494,-0.0019527151935215773,0.0
20232024,20222023,12779,Cam York,D,54,0.0,0.10921968686948506,0.133769407349159,1.3950232740740742,-0.03534281389524769,0.0
20232024,20222023,1833,Brett Pesce,D,97,0.0,0.10730752021096847,0.24282251810618558,1.194801980182474,-0.011494304132995656,0.0
20232024,20222023,440,Mattias Ekholm,D,90,0.0,0.1057525786002141,0.22968152103059683,1.1670152424444444,0.015125116445577033,0.0
20232024,20222023,2298,Brady Skjei,D,96,0.0,0.10505703179843287,0.1884522850184225,1.1517977395833332,0.08463108002645968,0.0
20232024,20222023,466,Kevin Shattenkirk,D,75,0.0,0.10203038708831172,0.18919801482801166,1.1876503888,-0.0038981468525402835,0.0
20232024,20222023,207,Oliver Ekman-Larsson,D,54,0.0,0.10080345279449598,0.1633908583169578,1.2151549837037037,-0.013915270716770942,0.0
20232024,20222023,1278,Nate Schmidt,D,76,0.0,0.09978466285007384,0.1888014960331878,1.1463376250000001,0.007206355738928594,0.0
20232024,20222023,1603,Gustav Forsling,D,103,0.0,0.09902439590639733,0.24636040074742868,1.0205331713592234,0.046033758463256844,0.0
20232024,20222023,2097,MacKenzie Weegar,D,81,0.0,0.09875306852246447,0.24743537377008465,1.0974767172839506,-0.04523348918056703,0.0
20232024,20222023,1879,Zach Werenski,D,13,0.6829268292682927,0.09857516288630276,0.08886596388087124,0.7733085578048781,0.017109835506189792,0.0
20232024,20222023,8369,Caleb Jones,D,73,0.0,0.0972427034501098,0.18457241824974577,1.1218243849315068,0.0009268125079012073,0.0
20232024,20222023,393,Ryan Suter,D,101,0.0,0.09703892667034808,0.2051912829865148,1.0981974842574258,-0.007864627861509921,0.0
20232024,20222023,1247,Darnell Nurse,D,93,0.0,0.09498021679899853,0.22062322520430105,1.0302502917204301,0.011318065907358232,0.0
20232024,20222023,9296,K'Andre Miller,D,86,0.0,0.09214483876420539,0.204929119627907,0.9972870720930233,0.027472271475681185,0.0
20232024,20222023,10265,Ty Smith,D,9,0.7804878048780488,0.09141000938850724,0.03127933407917776,0.7068821924390244,-0.010127635994960091,0.0
20232024,20222023,498,Jacob Trouba,D,89,0.0,0.0901615399278362,0.23275880839092783,0.9696893490752809,-0.016027590803725948,0.0
20232024,20222023,16038,Marcus Björk,D,33,0.1951219512195122,0.08998891913229212,0.11406142142983278,0.9490047904878048,0.033242432859147124,0.0
20232024,20222023,2268,Ryan Pulock,D,88,0.0,0.08943450028822489,0.23250210551267864,0.9391872951136364,0.006761917573220078,0.0
20232024,20222023,13864,Nils Lundkvist,D,60,0.0,0.0885270979654854,0.13938404550603348,1.0306967788333334,0.03456470979823901,0.0
20232024,20222023,13776,Nick Blankenburg,D,36,0.12195121951219512,0.08146968900459642,0.1518181731155821,0.847528683902439,0.011297161651139422,0.0
20232024,20222023,892,Chris Wideman,D,46,0.0,0.08118383634057108,0.07998505175835391,1.0567309332608696,-0.018246763227659227,0.0
20232024,20222023,2421,Jake Walman,D,63,0.0,0.0808150918377362,0.2387421957200319,0.774405826984127,0.04431048622364127,0.0
20232024,20222023,2336,Travis Sanheim,D,81,0.0,0.08018733668770853,0.18459172429468437,0.8761635564197532,0.005063338333850191,0.0
20232024,20222023,1836,Jaccob Slavin,D,91,0.0,0.07869692528864304,0.31500847174200297,0.6674150970329671,0.012064874192039833,0.0
20232024,20222023,8976,Pierre-Olivier Joseph,D,75,0.0,0.0781297014403585,0.16004340954840757,0.8804615014666666,0.005776573607387808,0.0
20232024,20222023,1062,Ivan Provorov,D,82,0.0,0.07800881366015722,0.2413112814878049,0.7703978457317073,0.0006477476417787136,0.0
20232024,20222023,2480,Ben Hutton,D,33,0.1951219512195122,0.07771032861405211,0.13329091453976996,0.7584753524390244,0.021756915878163884,0.0
20232024,20222023,2407,Colton Parayko,D,79,0.0,0.0771634932705924,0.19393989911850643,0.834163812278481,-0.010336113653419665,0.0
20232024,20222023,1224,Adam Larsson,D,96,0.0,0.07550774730650826,0.20874917968069961,0.789336280625,-0.009497145237522245,0.0
20232024,20222023,12567,Justin Barron,D,39,0.04878048780487805,0.07530105992107726,0.11039238461503888,0.8268493878048779,0.05880331548737235,0.0
20232024,20222023,14775,Jordan Gross,D,15,0.6341463414634146,0.07482862051558373,0.03573203012795825,0.5310760904878049,0.032628914268925995,0.0
20232024,20222023,102,Nick Leddy,D,78,0.0,0.0733262220991566,0.19082337803827118,0.7936655674358974,-0.02097861593677232,0.0
20232024,20222023,13853,Daniil Miromanov,D,14,0.6585365853658537,0.0729433131436753,0.06413723130505912,0.46041682,0.018298303802134305,0.0
20232024,20222023,12204,Sebastian Aho,D,77,0.0,0.07235854752656955,0.16748662758441557,0.7642817194805195,0.03237121918256856,0.0
20232024,20222023,10375,Conor Timmins,D,27,0.34146341463414637,0.07174224071039031,0.073487472097561,0.6461676024390244,0.02916540060527402,0.0
20232024,20222023,571,Nikita Zadorov,D,82,0.0,0.07139216119863816,0.19367043430788156,0.6767985719512195,0.07382814875284288,0.0
20232024,20222023,9920,Erik Brännström,D,74,0.0,0.0691504803860307,0.1780778741537413,0.7487816654054054,-0.017234937662283796,0.0
20232024,20222023,1759,Matt Grzelcyk,D,79,0.0,0.06912273339694383,0.14372351913428225,0.7848162981012659,-0.004669507405472949,0.0
20232024,20222023,2205,Alexandre Carrier,D,43,0.0,0.06856834180573018,0.160591051464771,0.765322403255814,-0.017776726592104605,0.0
20232024,20222023,12758,Nick Perbix,D,75,0.0,0.0660218164130457,0.13363343012850656,0.7497928725333334,0.0009518408395041197,0.0
20232024,20222023,182,Mark Giordano,D,89,0.0,0.06586485735918736,0.16232928397752808,0.7154526248314607,-0.007674011695159344,0.0
20232024,20222023,18179,Kaiden Guhle,D,44,0.0,0.06586020892624438,0.17041216434057163,0.6686641375,0.03168534504683615,0.0
20232024,20222023,427,Trevor van Riemsdyk,D,75,0.0,0.06581385166733086,0.18378214906840756,0.6363456764,0.0461872712107532,0.0
20232024,20222023,8319,Martin Fehervary,D,67,0.0,0.06579562196328473,0.1364372521717526,0.7596398973134328,-0.01785139174464685,0.0
20232024,20222023,333,Alex Goligoski,D,46,0.0,0.06571465788165981,0.13700233519816785,0.7555619171739131,-0.0154732928153268,0.0
20232024,20222023,14371,Ian Mitchell,D,35,0.14634146341463414,0.06477811237365819,0.08626794994803492,0.6963979331707317,-0.0018382637311488014,0.0
20232024,20222023,9841,Timothy Liljegren,D,72,0.0,0.0643321928693411,0.13265803661795247,0.7026777425,0.028132844987137955,0.0
20232024,20222023,7217,Darren Raddysh,D,23,0.43902439024390244,0.06430439602466259,0.0777140515641602,0.4919267807317073,-0.00027023576960958956,0.0
20232024,20222023,1554,Christian Wolanin,D,16,0.6097560975609756,0.06340677524271407,0.05687205736903824,0.41128370146341464,-0.02753562117762087,0.0
20232024,20222023,15862,Victor Söderström,D,30,0.2682926829268293,0.06255439096194332,0.03696517472287786,0.6880846541463415,-0.047814142338011484,0.0
20232024,20222023,380,Jonas Brodin,D,66,0.0,0.06229327301859769,0.19385362119719468,0.6317926465151515,-0.019675562976220827,0.0
20232024,20222023,2011,Nick Jensen,D,77,0.0,0.06213519680238908,0.19697772373216696,0.629121560909091,-0.024016643616192317,0.0
20232024,20222023,7969,Henri Jokiharju,D,60,0.0,0.06192846482053346,0.15705067638575695,0.6587386955,0.0014432993436155784,0.0
20232024,20222023,8376,John Marino,D,76,0.0,0.06174276044707094,0.22545972786537577,0.5800114948684211,-0.0196353425964939,0.0
20232024,20222023,2354,Dylan DeMelo,D,80,0.0,0.061542313607557485,0.1902853314061572,0.606248245625,0.002344897383591271,0.0
20232024,20222023,1694,Marcus Pettersson,D,68,0.0,0.061390002464190546,0.21917225815962627,0.6212231423529412,-0.06119999565956206,0.0
20232024,20222023,1321,Matt Dumba,D,85,0.0,0.061327230345811286,0.1440004847587362,0.6914901963529412,-0.02421960265868711,0.0
20232024,20222023,7111,Dylan Coghlan,D,17,0.5853658536585366,0.060679420258882455,0.04628036607917775,0.4065425414634146,-0.029605181916139763,0.0
20232024,20222023,14913,Zac Jones,D,16,0.6097560975609756,0.059834415433079574,0.062282407752912994,0.3158030434146341,0.013825482257255738,0.0
20232024,20222023,1707,Connor Clifton,D,81,0.0,0.05979059059922764,0.16845017593361908,0.6079964540740741,0.006515314568978281,0.0
20232024,20222023,8174,Jake Bean,D,14,0.6585365853658537,0.05950099757822527,0.033191473433017364,0.3284304078048781,0.0009360911605721037,0.0
20232024,20222023,16226,Arber Xhekaj,D,51,0.0,0.05803670362709663,0.08547980425973113,0.6548603050980393,0.0548737356884352,0.0
20232024,20222023,1306,TJ Brodie,D,69,0.0,0.057831909366690755,0.166179001157528,0.6027650992753624,-0.014993556818175654,0.0
20232024,20222023,16245,Jordan Spence,D,6,0.8536585365853658,0.05741071064129256,0.019091218521386732,0.19387181414634147,-0.014932875666290342,0.0
20232024,20222023,13533,Akito Hirose,D,7,0.8292682926829268,0.05713000960593203,0.036915700048780496,0.17304363390243901,-0.004483730968076541,0.0
20232024,20222023,14822,Jack Rathbone,D,11,0.7317073170731707,0.057042085443513205,0.0342120940671637,0.2318042358536585,0.010113196612176752,0.0
20232024,20222023,2154,Mike Reilly,D,10,0.7560975609756098,0.057019906055247135,0.039040514,0.22422330853658534,-0.008518480318144114,0.0
20232024,20222023,14273,Jordan Harris,D,65,0.0,0.05695553414542179,0.19501912149810546,0.5384408083076924,-0.001902757571168264,0.0
20232024,20222023,22168,Luke Hughes,D,5,0.8780487804878049,0.05668382080534689,0.035634746814069654,0.11446630609756096,0.016950004349360465,0.0
20232024,20222023,1706,Kyle Capobianco,D,15,0.6341463414634146,0.05655473584519542,0.028221632755735446,0.284016593902439,0.03075735769291391,0.0
20232024,20222023,12780,Henry Thrun,D,8,0.8048780487804879,0.05643930910804916,0.03631946318593035,0.18389259195121951,-0.0072168671105783695,0.0
20232024,20222023,12507,Samuel Bolduc,D,19,0.5365853658536586,0.056090718777564275,0.046058374015198626,0.3199321580487805,0.033105916510444075,0.0
20232024,20222023,1368,Derrick Pouliot,D,8,0.8048780487804879,0.05585080439763661,0.035282140795686444,0.1806494002439024,-0.011278370162472105,0.0
20232024,20222023,12171,Sean Walker,D,72,0.0,0.05559840279851708,0.13000846832649202,0.6224782384722222,-0.016224903474519672,0.0
20232024,20222023,2266,Adam Pelech,D,67,0.0,0.05540621868507826,0.18652546749253732,0.506446345522388,0.02230660246038807,0.0
20232024,20222023,901,Colin Miller,D,89,0.0,0.05518441080622929,0.12268680391271283,0.5929135823595506,0.02134276871939646,0.0
20232024,20222023,17745,Filip Roos,D,17,0.5853658536585366,0.05511144286015886,0.057229112240717875,0.2740439270731707,0.012880635493230578,0.0
20232024,20222023,499,Ben Chiarot,D,76,0.0,0.05509972591140237,0.16609107919717309,0.5512837834210526,-0.000739226397662896,0.0
20232024,20222023,20541,Stanislav Svozil,D,2,0.9512195121951219,0.05505162831395635,0.016840068262285655,0.0842754112195122,-0.004001214509693576,0.0
20232024,20222023,1216,Jake McCabe,D,87,0.0,0.05498576247516743,0.15238106388355668,0.5843153668965517,-0.018029915904840214,0.0
20232024,20222023,12353,Thomas Harley,D,25,0.3902439024390244,0.054981287836210764,0.10698425012231334,0.3617931182926829,-0.009237707444898215,0.0
20232024,20222023,25179,Simon Edvinsson,D,9,0.7804878048780488,0.05473528695022582,0.04844001938742145,0.13147531780487806,0.02467274486524531,0.0
20232024,20222023,2793,Dennis Cholowski,D,2,0.9512195121951219,0.054614361735613404,0.006127186585365854,0.09187857829268292,-0.0027953498860503025,0.0
20232024,20222023,21617,Brandt Clarke,D,9,0.7804878048780488,0.05458764744807084,0.03700653474690596,0.18121873829268292,-0.015193623134287087,0.0
20232024,20222023,273,Christopher Tanev,D,65,0.0,0.05436416853156839,0.2329067959092442,0.46435048184615385,-0.018909453610495463,0.0
20232024,20222023,9362,Mario Ferraro,D,72,0.0,0.05422620006088289,0.1519654308351468,0.5628537509722222,-0.005534131864907057,0.0
20232024,20222023,2727,Ryan Lindgren,D,70,0.0,0.05420053822890895,0.1498273852552776,0.603130628,-0.04731409134235155,0.0
20232024,20222023,12139,Calle Rosen,D,49,0.0,0.05416390717090274,0.09028491072464132,0.5454077104081633,0.10793859275457064,0.0
20232024,20222023,1043,Ryan McDonagh,D,71,0.0,0.05345054092163681,0.20521798507184327,0.5038176587323944,-0.03436476307999802,0.0
20232024,20222023,1322,Brian Dumoulin,D,82,0.0,0.05320134808111032,0.1768113164862126,0.5420988960975609,-0.03694529800637463,0.0
20232024,20222023,15824,Ville Heinola,D,10,0.7560975609756098,0.05304819523212856,0.023983337804878064,0.18390932170731708,-0.0030695096896279687,0.0
20232024,20222023,7064,Jalen Chatfield,D,93,0.0,0.05269916795500395,0.10641568153639012,0.5882588083870968,0.012496690542164372,0.0
20232024,20222023,21288,Ronald Attard,D,2,0.9512195121951219,0.05266664727142308,0.012291568844466926,0.058697615121951215,-0.006138003312005866,0.0
20232024,20222023,10732,Alec Regula,D,4,0.9024390243902439,0.05257353769697113,0.011140828893247419,0.08921447170731707,-0.001183317167820717,0.0
20232024,20222023,8317,Erik Cernak,D,71,0.0,0.052407306324846095,0.12611807504225353,0.5858384447887324,-0.019788474604506976,0.0
20232024,20222023,8180,Kale Clague,D,33,0.1951219512195122,0.052092898052903854,0.12797471820713602,0.4413362292682927,-0.021294536118724925,0.0
20232024,20222023,1852,Vladislav Gavrikov,D,78,0.0,0.051964512402391305,0.1638598168478278,0.5164844093589743,-0.008023105024058532,0.0
20232024,20222023,550,Rasmus Ristolainen,D,74,0.0,0.05168181329123693,0.17360275438856368,0.49430254621621617,-0.0028897439531990125,0.0
20232024,20222023,16651,Tyler Kleven,D,8,0.8048780487804879,0.051546373889347,0.007233046063979125,0.15403989487804878,-0.006232136355076953,0.0
20232024,20222023,2731,Frederic Allard,D,3,0.926829268292683,0.051316040006898656,0.008505145185930341,0.06335590731707318,-0.007467325592254531,0.0
20232024,20222023,7991,Robin Salo,D,11,0.7317073170731707,0.05120044680901256,0.017137775362669083,0.14490753390243905,0.04092241597586177,0.0
20232024,20222023,2771,Joshua Mahura,D,103,0.0,0.051049537463774115,0.11296302974503752,0.565555042038835,0.0016321597250125283,0.0
20232024,20222023,9495,Mikey Anderson,D,83,0.0,0.05079375438081738,0.1859414868224233,0.4501911848192771,0.013040999312470066,0.0
20232024,20222023,2112,Matt Roy,D,88,0.0,0.05075466051967296,0.16417647416172093,0.4636211779545455,0.031088742716581977,0.0
20232024,20222023,20671,Wyatt Kaiser,D,9,0.7804878048780488,0.05057442601870825,0.03232714149699649,0.12712526829268292,-0.011115313871059443,0.0
20232024,20222023,8184,Dante Fabbro,D,79,0.0,0.050517989416972824,0.1736396790774142,0.5018540978481012,-0.029631138026207267,0.0
20232024,20222023,12942,Filip Kral,D,2,0.9512195121951219,0.05050431059971751,0.019693508112759613,0.012237154146341463,-3.626109839121707e-05,0.0
20232024,20222023,7470,Jacob MacDonald,D,58,0.0,0.05047094070316567,0.07897668457945342,0.6546840537931035,-0.05392479284060305,0.0
20232024,20222023,12715,Matt Kessel,D,2,0.9512195121951219,0.05042400390114146,0.00400452413114283,0.033619821951219514,-0.0008258784485117634,0.0
20232024,20222023,861,Jamie Oleksiak,D,89,0.0,0.050381187874057036,0.15646524805487955,0.44700777303370787,0.05552970300156509,0.0
20232024,20222023,24788,David Jiricek,D,4,0.9024390243902439,0.050369541995487876,0.010351221579358827,0.060206613414634146,-0.0024641763799392122,0.0
20232024,20222023,7041,Artem Zub,D,53,0.0,0.05034441302391209,0.179849114124965,0.45308222867924525,0.012159165069636666,0.0
20232024,20222023,11467,Adam Ginning,D,1,0.975609756097561,0.05029103099523131,0.0017558190243902431,0.018446041951219513,-0.0018670313605448075,0.0
20232024,20222023,237,Brenden Dillon,D,87,0.0,0.05019620712578539,0.11357773903714304,0.5579718132183908,-0.0043289251642263035,0.0
20232024,20222023,15841,Samuel Knazko,D,2,0.9512195121951219,0.05018573224562765,0.007254380878048781,0.025019523658536588,-4.610432050667805e-05,0.0
20232024,20222023,15916,Jackson Lacombe,D,2,0.9512195121951219,0.05017533789815069,0.008638534878048778,0.02305609195121951,-0.00016606368533358292,0.0
20232024,20222023,10103,Jake Christiansen,D,24,0.4146341463414634,0.05016372079923877,0.07258585496041112,0.3337431404878049,-0.0201228478711904,0.0
20232024,20222023,1562,Connor Carrick,D,1,0.975609756097561,0.05015945198195806,0.0032925187804878054,0.012913061463414635,-0.0001694721584321805,0.0
20232024,20222023,10434,Dmitri Samorukov,D,2,0.9512195121951219,0.050030745215462094,0.002227005853658539,0.031173848780487807,-0.0015588195358471123,0.0
20232024,20222023,2707,Dan Renouf,D,1,0.975609756097561,0.05000736988194141,0.004157840243902439,0.011465982439024391,-0.0022911377387439267,0.0
20232024,20222023,11494,Lucas Carlsson,D,2,0.9512195121951219,0.04976177703392936,0.004409048649344979,0.02506186658536585,-0.0023754306035343414,0.0
20232024,20222023,2724,Lucas Johansen,D,2,0.9512195121951219,0.04972238260439509,0.003965282926829268,0.0269263956097561,-0.004378970868590219,0.0
20232024,20222023,16654,Vincent Iorio,D,3,0.926829268292683,0.04967511473218712,0.008892861463414635,0.03340794951219512,-0.0006627947299332268,0.0
20232024,20222023,463,Ian Cole,D,84,0.0,0.04965798333256817,0.16707918796601687,0.482457396547619,-0.011531279362749088,0.0
20232024,20222023,16274,Jacob Moverare,D,2,0.9512195121951219,0.04962610887491049,0.007239596487804879,0.0191825256097561,-0.0023529649933618267,0.0
20232024,20222023,12864,Kaedan Korczak,D,10,0.7560975609756098,0.049514500428467126,0.03776649254295452,0.12529169634146342,-0.014896191007786984,0.0
20232024,20222023,1746,Matt Benning,D,77,0.0,0.04951126229533927,0.13758666652757331,0.5238549023376623,-0.014281935801626653,0.0
20232024,20222023,2529,Tucker Poolman,D,3,0.926829268292683,0.049434343718404584,0.004735944390243902,0.03539434707317073,-0.0002443152139099561,0.0
20232024,20222023,327,Jason Demers,D,1,0.975609756097561,0.04941902254657107,0.0038818041463414637,0.005146687804878049,-0.004112121172067586,0.0
20232024,20222023,12647,Maxence Guenette,D,1,0.975609756097561,0.049368396252275945,0.0014830717073170733,0.004445585121951219,-0.00043242419615569265,0.0
20232024,20222023,162,Jake Muzzin,D,4,0.9024390243902439,0.04928925956842317,0.015058884667728195,0.04480914707317074,-0.009639202052068566,0.0
20232024,20222023,1398,Olli Maatta,D,78,0.0,0.04925695515784039,0.19102977657711342,0.40709829897435895,0.028815585436696593,0.0
20232024,20222023,2316,Mark Friedman,D,23,0.43902439024390244,0.049190526310575605,0.05389576223753328,0.30770880341463414,0.0030142202115868264,0.0
20232024,20222023,950,Ethan Bear,D,61,0.0,0.04909496221928954,0.1281855919736345,0.5231919475409836,-0.005600543111585492,0.0
20232024,20222023,2151,Gustav Olofsson,D,3,0.926829268292683,0.04901156887142839,0.014212977560975611,0.018106172926829266,-0.002332372278565666,0.0
20232024,20222023,10239,Austin Strand,D,5,0.8780487804878049,0.048977006313719346,0.016919698341463413,0.04990731780487805,-0.0038287646233717363,0.0
20232024,20222023,2924,Jeremy Davies,D,1,0.975609756097561,0.048973268233416106,-0.0001505478048780487,0.0007594770731707317,-4.115697314462927e-05,0.0
20232024,20222023,1239,Taylor Fedun,D,4,0.9024390243902439,0.048972982854193055,0.014605678536585363,0.03492023414634147,-0.002947714722079276,0.0
20232024,20222023,17425,Jamie Drysdale,D,8,0.8048780487804879,0.04893494339736763,0.028465565509010558,0.08623987219512194,-0.004851466053301758,0.0
20232024,20222023,15083,Lassi Thomson,D,2,0.9512195121951219,0.0489187622343973,0.005372048990808393,0.013960081707317074,-0.004808669228379314,0.0
