feature,coef
diff_is_ev,0.0020962556433151754
diff_is_pp,0.00612621800113101
diff_is_sh,0.0005957087120679329
diff_is_ev_xg,0.12539531686788624
diff_is_goalie_gsax_all,0.025075716416427588
