feature,coef
diff_poss_value,-0.09263014515612675
diff_off_the_puck,0.10548671657222386
diff_gax,0.031171360007978967
diff_goalie_gsax,0.03235977824120949
diff_rookie_F,0.14639343986184777
diff_rookie_D,0.17173677762445805
diff_rookie_G,-0.6769171214922185
