PlayerID,Season,StrengthState,Minutes,QoT_blend_xG67_G33,QoC_blend_xG67_G33,ZS_Difficulty
8446485,20102011,5v5,445.25,0.0164073332792544,0.0072289496639061,-0.0013475575519371
8449645,20102011,5v5,386.15,0.002055731442042,0.0067300484980923,0.0261556390003884
8450725,20102011,5v5,982.45,0.0851330332316815,0.0254741738125132,-0.0044277062445926
8455919,20102011,5v5,123.5,0.0549026013720229,-0.0111340814660169,0.0017543859649122
8456283,20102011,5v5,679.3666666666667,-0.0060325588960079,0.0153146059690815,-0.0472744222560227
8457063,20102011,5v5,1286.2,0.0409759954746865,0.0417831703666755,-0.0100813766651116
8457981,20102011,5v5,996.25,-0.019311475864409,0.0291750644487608,-0.0248933500627352
8458361,20102011,5v5,219.25,-0.0368536014209274,0.0126748022842263,0.0193082478145191
8458520,20102011,5v5,29.766666666666666,0.047908039269146,0.0327431762596909,-0.0072788353863381
8458525,20102011,5v5,838.4833333333333,0.0472849714288551,0.0305027176663167,-0.0048500268341648
8458529,20102011,5v5,966.9166666666666,0.020933365332742,0.0150166966409885,0.0038610704128242
8458537,20102011,5v5,968.2666666666668,0.0298410627500452,0.0231531330208509,0.0071261360506747
8458541,20102011,5v5,518.0,0.0482512271011715,0.0049805047972336,0.0264157014157014
8458543,20102011,5v5,423.45,0.002137844562633,-0.0026105573657075,0.0327468807808871
8458590,20102011,5v5,1065.5833333333333,0.0485526728610645,0.0255645654966335,0.0154688355360913
8458637,20102011,5v5,1110.6833333333334,0.0751631764096045,0.0084317131179237,-0.0147056616797467
8458938,20102011,5v5,1329.4333333333334,0.0065865228327457,0.022186008469054,0.0102926058721761
8458943,20102011,5v5,852.65,0.0117703145972078,0.0174889384794365,-0.0195078089876659
8458951,20102011,5v5,1117.25,-0.0246013908414705,0.0167257870622077,0.0050123070038039
8459004,20102011,5v5,449.51666666666665,0.034610430201362,0.0118847061494987,0.0232471914278298
8459053,20102011,5v5,1275.15,0.0332533025259955,0.0224734389699998,-0.025735534381576
8459424,20102011,5v5,747.2333333333333,0.1084674616285912,0.0199977246762199,-0.0077619663648124
8459427,20102011,5v5,813.8166666666667,0.0319385524589527,0.0162569648725599,-0.0160560322759016
8459429,20102011,5v5,921.9166666666666,0.0173981162368153,0.0182054380592331,0.0217843261321522
8459442,20102011,5v5,1044.95,0.0351214669163469,0.0290016211547821,-0.0329361851444247
8459444,20102011,5v5,1112.8,0.0354518819168928,0.0225543974638778,0.002381380301941
8459457,20102011,5v5,909.2833333333332,0.0070045030438764,0.0239034692199804,0.0084865370163315
8459461,20102011,5v5,783.35,0.0530936964861807,0.0199556835105841,0.0015744345864981
8459462,20102011,5v5,966.5,0.031454114132904,0.0096191180376578,0.0180203483359199
